,highly_variable,in_integrated
Glyma.20G180600.Wm82.a4.v1,False,True
Glyma.10G052700.Wm82.a4.v1,False,False
Glyma.01G133300.Wm82.a4.v1,False,False
Glyma.02G119700.Wm82.a4.v1,False,False
Glyma.01G005500.Wm82.a4.v1,False,True
Glyma.06G322900.Wm82.a4.v1,False,False
Glyma.12G108900.Wm82.a4.v1,False,False
Glyma.10G096300.Wm82.a4.v1,False,True
Glyma.11G193500.Wm82.a4.v1,False,False
Glyma.09G172300.Wm82.a4.v1,False,False
Glyma.13G280400.Wm82.a4.v1,False,False
Glyma.09G181960.Wm82.a4.v1,False,True
Glyma.10G215300.Wm82.a4.v1,False,False
Glyma.17G050000.Wm82.a4.v1,False,False
Glyma.19G256100.Wm82.a4.v1,False,False
Glyma.01G159200.Wm82.a4.v1,False,False
Glyma.05G067200.Wm82.a4.v1,False,False
Glyma.08G042400.Wm82.a4.v1,False,False
Glyma.19G147900.Wm82.a4.v1,False,False
Glyma.01G033700.Wm82.a4.v1,False,False
Glyma.03G174000.Wm82.a4.v1,False,False
Glyma.05G050800.Wm82.a4.v1,False,False
Glyma.07G239000.Wm82.a4.v1,False,False
Glyma.02G157200.Wm82.a4.v1,False,False
Glyma.04G204600.Wm82.a4.v1,False,False
Glyma.04G086600.Wm82.a4.v1,False,False
Glyma.02G226000.Wm82.a4.v1,False,False
Glyma.01G205200.Wm82.a4.v1,False,False
Glyma.15G017900.Wm82.a4.v1,False,False
Glyma.04G191400.Wm82.a4.v1,False,False
Glyma.05G131300.Wm82.a4.v1,False,False
Glyma.08G003033.Wm82.a4.v1,False,False
Glyma.11G130100.Wm82.a4.v1,False,False
Glyma.07G152100.Wm82.a4.v1,False,False
Glyma.01G023700.Wm82.a4.v1,False,False
Glyma.16G013300.Wm82.a4.v1,False,False
Glyma.19G202400.Wm82.a4.v1,False,False
Glyma.12G206600.Wm82.a4.v1,False,False
Glyma.04G124800.Wm82.a4.v1,False,True
Glyma.06G168900.Wm82.a4.v1,False,False
Glyma.03G005000.Wm82.a4.v1,False,False
Glyma.19G008100.Wm82.a4.v1,False,False
Glyma.01G149300.Wm82.a4.v1,False,True
Glyma.05G170500.Wm82.a4.v1,False,False
Glyma.10G062451.Wm82.a4.v1,False,False
Glyma.20G223700.Wm82.a4.v1,False,False
Glyma.07G033400.Wm82.a4.v1,False,False
Glyma.18G137500.Wm82.a4.v1,True,True
Glyma.03G174100.Wm82.a4.v1,False,True
Glyma.09G129000.Wm82.a4.v1,False,False
Glyma.07G076700.Wm82.a4.v1,False,False
Glyma.14G192200.Wm82.a4.v1,False,False
Glyma.16G063600.Wm82.a4.v1,False,False
Glyma.11G098000.Wm82.a4.v1,False,False
Glyma.15G148000.Wm82.a4.v1,False,False
Glyma.04G185600.Wm82.a4.v1,False,False
Glyma.13G049800.Wm82.a4.v1,False,False
Glyma.07G059200.Wm82.a4.v1,False,True
Glyma.07G046500.Wm82.a4.v1,False,False
Glyma.05G245100.Wm82.a4.v1,False,False
Glyma.04G052300.Wm82.a4.v1,False,False
Glyma.08G027600.Wm82.a4.v1,False,False
Glyma.10G012400.Wm82.a4.v1,False,False
Glyma.17G163900.Wm82.a4.v1,False,False
Glyma.02G275900.Wm82.a4.v1,False,False
Glyma.01G070400.Wm82.a4.v1,False,False
Glyma.13G111900.Wm82.a4.v1,False,False
Glyma.15G150500.Wm82.a4.v1,False,False
Glyma.02G301100.Wm82.a4.v1,False,False
Glyma.02G123700.Wm82.a4.v1,False,False
Glyma.08G066900.Wm82.a4.v1,True,False
Glyma.10G224100.Wm82.a4.v1,False,False
Glyma.10G204600.Wm82.a4.v1,False,False
Glyma.U032005.Wm82.a4.v1,False,False
Glyma.14G017500.Wm82.a4.v1,False,False
Glyma.04G254900.Wm82.a4.v1,False,False
Glyma.03G119700.Wm82.a4.v1,False,False
Glyma.12G110500.Wm82.a4.v1,False,False
Glyma.15G042900.Wm82.a4.v1,False,False
Glyma.17G206700.Wm82.a4.v1,False,False
Glyma.10G075200.Wm82.a4.v1,False,False
Glyma.18G300300.Wm82.a4.v1,False,False
Glyma.13G040300.Wm82.a4.v1,False,False
Glyma.09G282500.Wm82.a4.v1,False,False
Glyma.08G043800.Wm82.a4.v1,False,False
Glyma.19G080500.Wm82.a4.v1,False,False
Glyma.15G059900.Wm82.a4.v1,False,True
Glyma.09G280200.Wm82.a4.v1,False,False
Glyma.19G217300.Wm82.a4.v1,False,False
Glyma.04G176600.Wm82.a4.v1,False,False
Glyma.17G211100.Wm82.a4.v1,False,False
Glyma.17G243500.Wm82.a4.v1,False,False
Glyma.20G232900.Wm82.a4.v1,False,False
Glyma.16G071900.Wm82.a4.v1,False,False
Glyma.05G090900.Wm82.a4.v1,False,False
Glyma.06G104600.Wm82.a4.v1,False,False
Glyma.05G220000.Wm82.a4.v1,False,False
Glyma.13G332633.Wm82.a4.v1,False,False
Glyma.08G313000.Wm82.a4.v1,False,False
Glyma.05G172902.Wm82.a4.v1,False,False
Glyma.13G172000.Wm82.a4.v1,False,False
Glyma.06G022500.Wm82.a4.v1,False,False
Glyma.06G311800.Wm82.a4.v1,False,False
Glyma.08G152500.Wm82.a4.v1,False,True
Glyma.08G191700.Wm82.a4.v1,False,False
Glyma.05G011000.Wm82.a4.v1,False,False
Glyma.03G197200.Wm82.a4.v1,False,False
Glyma.01G015900.Wm82.a4.v1,False,False
Glyma.08G059600.Wm82.a4.v1,False,False
Glyma.08G218900.Wm82.a4.v1,False,False
Glyma.02G280300.Wm82.a4.v1,False,False
Glyma.02G111800.Wm82.a4.v1,False,False
Glyma.01G239900.Wm82.a4.v1,False,False
Glyma.06G176600.Wm82.a4.v1,False,False
Glyma.20G064400.Wm82.a4.v1,False,False
Glyma.09G247600.Wm82.a4.v1,False,False
Glyma.12G200900.Wm82.a4.v1,False,False
Glyma.06G313000.Wm82.a4.v1,False,False
Glyma.18G000100.Wm82.a4.v1,False,False
Glyma.12G180300.Wm82.a4.v1,False,False
Glyma.13G162600.Wm82.a4.v1,False,False
Glyma.09G257100.Wm82.a4.v1,False,False
Glyma.06G178300.Wm82.a4.v1,False,False
Glyma.09G148000.Wm82.a4.v1,False,False
Glyma.13G083000.Wm82.a4.v1,False,False
Glyma.10G094100.Wm82.a4.v1,False,False
Glyma.19G181900.Wm82.a4.v1,False,False
Glyma.03G240100.Wm82.a4.v1,False,False
Glyma.17G189600.Wm82.a4.v1,False,False
Glyma.05G032000.Wm82.a4.v1,False,False
Glyma.13G131100.Wm82.a4.v1,False,False
Glyma.14G175800.Wm82.a4.v1,False,False
Glyma.14G007500.Wm82.a4.v1,False,False
Glyma.15G221700.Wm82.a4.v1,False,False
Glyma.17G132300.Wm82.a4.v1,False,True
Glyma.10G021800.Wm82.a4.v1,False,False
Glyma.04G090900.Wm82.a4.v1,False,False
Glyma.15G121500.Wm82.a4.v1,False,False
Glyma.12G039666.Wm82.a4.v1,False,False
Glyma.18G141200.Wm82.a4.v1,False,False
Glyma.10G001400.Wm82.a4.v1,False,False
Glyma.17G156600.Wm82.a4.v1,False,False
Glyma.05G144700.Wm82.a4.v1,False,False
Glyma.05G060900.Wm82.a4.v1,False,False
Glyma.09G002700.Wm82.a4.v1,False,False
Glyma.16G032900.Wm82.a4.v1,False,False
Glyma.06G060300.Wm82.a4.v1,False,False
Glyma.03G170300.Wm82.a4.v1,False,False
Glyma.19G159000.Wm82.a4.v1,True,True
Glyma.10G030300.Wm82.a4.v1,False,False
Glyma.03G076500.Wm82.a4.v1,False,False
Glyma.08G100000.Wm82.a4.v1,False,False
Glyma.08G160900.Wm82.a4.v1,False,False
Glyma.12G158460.Wm82.a4.v1,False,False
Glyma.08G308900.Wm82.a4.v1,False,False
Glyma.08G111100.Wm82.a4.v1,False,False
Glyma.01G079200.Wm82.a4.v1,False,False
Glyma.17G053500.Wm82.a4.v1,False,False
Glyma.17G119300.Wm82.a4.v1,False,False
Glyma.18G097100.Wm82.a4.v1,False,False
Glyma.06G150801.Wm82.a4.v1,False,False
Glyma.14G197700.Wm82.a4.v1,False,False
Glyma.09G217500.Wm82.a4.v1,False,False
Glyma.03G125200.Wm82.a4.v1,False,False
Glyma.19G209400.Wm82.a4.v1,False,False
Glyma.06G234800.Wm82.a4.v1,False,False
Glyma.05G009400.Wm82.a4.v1,False,False
Glyma.07G204500.Wm82.a4.v1,False,False
Glyma.12G050500.Wm82.a4.v1,False,False
Glyma.12G147500.Wm82.a4.v1,False,False
Glyma.17G234900.Wm82.a4.v1,False,False
Glyma.08G042200.Wm82.a4.v1,False,False
Glyma.07G118501.Wm82.a4.v1,False,False
Glyma.17G155700.Wm82.a4.v1,False,False
Glyma.05G155100.Wm82.a4.v1,False,False
Glyma.10G257300.Wm82.a4.v1,False,False
Glyma.08G355900.Wm82.a4.v1,False,False
Glyma.14G099700.Wm82.a4.v1,False,False
Glyma.01G040900.Wm82.a4.v1,True,True
Glyma.15G153100.Wm82.a4.v1,False,False
Glyma.08G075400.Wm82.a4.v1,False,False
Glyma.04G195700.Wm82.a4.v1,False,True
Glyma.16G088300.Wm82.a4.v1,False,False
Glyma.10G196300.Wm82.a4.v1,False,True
Glyma.19G180600.Wm82.a4.v1,False,False
Glyma.03G066800.Wm82.a4.v1,False,False
Glyma.08G031800.Wm82.a4.v1,False,False
Glyma.10G156200.Wm82.a4.v1,False,True
Glyma.18G245700.Wm82.a4.v1,False,False
Glyma.20G031400.Wm82.a4.v1,False,False
Glyma.10G169300.Wm82.a4.v1,True,True
Glyma.01G113000.Wm82.a4.v1,False,False
Glyma.06G118550.Wm82.a4.v1,True,True
Glyma.12G043900.Wm82.a4.v1,False,False
Glyma.13G312000.Wm82.a4.v1,False,False
Glyma.13G221300.Wm82.a4.v1,False,False
Glyma.12G048900.Wm82.a4.v1,False,False
Glyma.08G241400.Wm82.a4.v1,False,False
Glyma.09G227400.Wm82.a4.v1,False,False
Glyma.13G191700.Wm82.a4.v1,False,False
Glyma.08G230200.Wm82.a4.v1,False,False
Glyma.13G351300.Wm82.a4.v1,False,False
Glyma.06G013100.Wm82.a4.v1,False,False
Glyma.02G147600.Wm82.a4.v1,False,False
Glyma.07G230100.Wm82.a4.v1,False,False
Glyma.15G032700.Wm82.a4.v1,False,False
Glyma.03G055900.Wm82.a4.v1,False,False
Glyma.06G145900.Wm82.a4.v1,False,False
Glyma.04G054600.Wm82.a4.v1,False,False
Glyma.20G101700.Wm82.a4.v1,False,False
Glyma.11G154423.Wm82.a4.v1,False,False
Glyma.07G196900.Wm82.a4.v1,False,False
Glyma.12G123901.Wm82.a4.v1,False,False
Glyma.13G121600.Wm82.a4.v1,False,False
Glyma.06G007300.Wm82.a4.v1,False,False
Glyma.11G210662.Wm82.a4.v1,False,False
Glyma.06G158600.Wm82.a4.v1,False,False
Glyma.17G073400.Wm82.a4.v1,False,False
Glyma.19G022000.Wm82.a4.v1,True,True
Glyma.13G267851.Wm82.a4.v1,True,True
Glyma.05G063500.Wm82.a4.v1,False,False
Glyma.20G150100.Wm82.a4.v1,False,False
Glyma.13G080900.Wm82.a4.v1,False,False
Glyma.15G183500.Wm82.a4.v1,False,False
Glyma.05G236300.Wm82.a4.v1,False,False
Glyma.15G094900.Wm82.a4.v1,False,False
Glyma.13G356600.Wm82.a4.v1,False,False
Glyma.06G276200.Wm82.a4.v1,False,False
Glyma.10G091300.Wm82.a4.v1,False,False
Glyma.03G084300.Wm82.a4.v1,False,False
Glyma.18G261500.Wm82.a4.v1,False,False
Glyma.01G019900.Wm82.a4.v1,False,False
Glyma.16G219500.Wm82.a4.v1,False,False
Glyma.01G163200.Wm82.a4.v1,False,False
Glyma.01G013900.Wm82.a4.v1,False,False
Glyma.12G213300.Wm82.a4.v1,False,False
Glyma.20G160500.Wm82.a4.v1,False,False
Glyma.19G013800.Wm82.a4.v1,False,False
Glyma.01G029200.Wm82.a4.v1,False,False
Glyma.11G174282.Wm82.a4.v1,False,False
Glyma.10G203900.Wm82.a4.v1,False,False
Glyma.12G224200.Wm82.a4.v1,False,False
Glyma.17G067400.Wm82.a4.v1,False,False
Glyma.03G003600.Wm82.a4.v1,False,False
Glyma.20G113400.Wm82.a4.v1,False,False
Glyma.15G140300.Wm82.a4.v1,False,False
Glyma.03G109400.Wm82.a4.v1,False,False
Glyma.17G094000.Wm82.a4.v1,False,False
Glyma.15G216300.Wm82.a4.v1,False,False
Glyma.17G044000.Wm82.a4.v1,False,False
Glyma.08G314100.Wm82.a4.v1,False,False
Glyma.07G060700.Wm82.a4.v1,False,False
Glyma.08G282800.Wm82.a4.v1,False,False
Glyma.01G220800.Wm82.a4.v1,False,False
Glyma.03G254500.Wm82.a4.v1,False,False
Glyma.13G250100.Wm82.a4.v1,False,False
Glyma.17G221100.Wm82.a4.v1,False,False
Glyma.03G259500.Wm82.a4.v1,False,False
Glyma.20G229800.Wm82.a4.v1,False,False
Glyma.01G186400.Wm82.a4.v1,False,False
Glyma.05G070700.Wm82.a4.v1,False,False
Glyma.07G195400.Wm82.a4.v1,False,False
Glyma.10G104900.Wm82.a4.v1,False,False
Glyma.19G071700.Wm82.a4.v1,False,False
Glyma.01G002100.Wm82.a4.v1,False,False
Glyma.06G222000.Wm82.a4.v1,False,False
Glyma.05G218100.Wm82.a4.v1,False,False
Glyma.17G213466.Wm82.a4.v1,False,False
Glyma.10G084300.Wm82.a4.v1,False,False
Glyma.06G155700.Wm82.a4.v1,False,False
Glyma.07G009200.Wm82.a4.v1,False,False
Glyma.06G259150.Wm82.a4.v1,False,False
Glyma.11G012800.Wm82.a4.v1,False,False
Glyma.05G004100.Wm82.a4.v1,False,False
Glyma.05G019500.Wm82.a4.v1,False,False
Glyma.04G123300.Wm82.a4.v1,False,False
Glyma.14G071900.Wm82.a4.v1,False,False
Glyma.17G138500.Wm82.a4.v1,True,True
Glyma.10G054600.Wm82.a4.v1,False,False
Glyma.08G170700.Wm82.a4.v1,False,True
Glyma.09G272300.Wm82.a4.v1,False,False
Glyma.04G161300.Wm82.a4.v1,False,False
Glyma.10G136300.Wm82.a4.v1,False,False
Glyma.08G110600.Wm82.a4.v1,False,False
Glyma.15G224900.Wm82.a4.v1,False,False
Glyma.01G016900.Wm82.a4.v1,False,False
Glyma.13G089700.Wm82.a4.v1,False,False
Glyma.13G276100.Wm82.a4.v1,False,False
Glyma.01G124900.Wm82.a4.v1,False,False
Glyma.17G096900.Wm82.a4.v1,False,False
Glyma.06G183000.Wm82.a4.v1,False,False
Glyma.07G079000.Wm82.a4.v1,False,False
Glyma.04G087700.Wm82.a4.v1,False,False
Glyma.11G197900.Wm82.a4.v1,False,False
Glyma.08G214800.Wm82.a4.v1,False,False
Glyma.05G133100.Wm82.a4.v1,False,False
Glyma.01G220600.Wm82.a4.v1,False,False
Glyma.08G125200.Wm82.a4.v1,False,False
Glyma.10G250500.Wm82.a4.v1,False,False
Glyma.16G025700.Wm82.a4.v1,False,False
Glyma.18G267200.Wm82.a4.v1,False,False
Glyma.07G125400.Wm82.a4.v1,False,False
Glyma.11G186600.Wm82.a4.v1,False,False
Glyma.02G238800.Wm82.a4.v1,False,False
Glyma.11G038700.Wm82.a4.v1,False,False
Glyma.07G153200.Wm82.a4.v1,False,False
Glyma.08G253000.Wm82.a4.v1,False,False
Glyma.02G031700.Wm82.a4.v1,False,False
Glyma.15G100700.Wm82.a4.v1,False,False
Glyma.04G037600.Wm82.a4.v1,False,False
Glyma.19G079700.Wm82.a4.v1,False,False
Glyma.16G167500.Wm82.a4.v1,False,False
Glyma.16G053400.Wm82.a4.v1,False,False
Glyma.16G022600.Wm82.a4.v1,False,False
Glyma.03G184800.Wm82.a4.v1,False,False
Glyma.05G178200.Wm82.a4.v1,False,True
Glyma.15G264500.Wm82.a4.v1,False,False
Glyma.04G245400.Wm82.a4.v1,False,False
Glyma.08G029600.Wm82.a4.v1,False,False
Glyma.08G013000.Wm82.a4.v1,False,False
Glyma.20G022500.Wm82.a4.v1,True,True
Glyma.15G129700.Wm82.a4.v1,False,True
Glyma.12G072600.Wm82.a4.v1,False,False
Glyma.14G187300.Wm82.a4.v1,False,True
Glyma.10G262200.Wm82.a4.v1,False,False
Glyma.10G004300.Wm82.a4.v1,False,False
Glyma.11G203700.Wm82.a4.v1,False,False
Glyma.10G138700.Wm82.a4.v1,False,False
Glyma.07G225200.Wm82.a4.v1,False,False
Glyma.07G169100.Wm82.a4.v1,False,False
Glyma.16G209700.Wm82.a4.v1,False,False
Glyma.13G265800.Wm82.a4.v1,False,False
Glyma.03G218900.Wm82.a4.v1,False,True
Glyma.05G169500.Wm82.a4.v1,False,False
Glyma.16G174800.Wm82.a4.v1,False,True
Glyma.04G119600.Wm82.a4.v1,False,False
Glyma.02G035800.Wm82.a4.v1,False,False
Glyma.07G115500.Wm82.a4.v1,False,True
Glyma.20G183032.Wm82.a4.v1,False,False
Glyma.16G125100.Wm82.a4.v1,False,True
Glyma.20G224200.Wm82.a4.v1,False,True
Glyma.19G191600.Wm82.a4.v1,False,False
Glyma.01G003700.Wm82.a4.v1,False,False
Glyma.08G144500.Wm82.a4.v1,True,True
Glyma.02G311333.Wm82.a4.v1,False,False
Glyma.02G051500.Wm82.a4.v1,True,True
Glyma.06G206000.Wm82.a4.v1,False,False
Glyma.15G211200.Wm82.a4.v1,False,False
Glyma.05G147800.Wm82.a4.v1,False,False
Glyma.20G079100.Wm82.a4.v1,False,False
Glyma.06G242600.Wm82.a4.v1,False,False
Glyma.09G069800.Wm82.a4.v1,False,False
Glyma.20G190800.Wm82.a4.v1,False,False
Glyma.02G208400.Wm82.a4.v1,True,True
Glyma.13G255200.Wm82.a4.v1,False,False
Glyma.19G018800.Wm82.a4.v1,False,False
Glyma.01G183100.Wm82.a4.v1,False,True
Glyma.15G164100.Wm82.a4.v1,False,True
Glyma.17G122100.Wm82.a4.v1,False,False
Glyma.11G194700.Wm82.a4.v1,False,False
Glyma.09G114600.Wm82.a4.v1,False,False
Glyma.11G042100.Wm82.a4.v1,False,False
Glyma.06G306800.Wm82.a4.v1,False,False
Glyma.11G000900.Wm82.a4.v1,True,True
Glyma.14G006000.Wm82.a4.v1,False,False
Glyma.04G091300.Wm82.a4.v1,False,False
Glyma.10G233100.Wm82.a4.v1,False,False
Glyma.11G117400.Wm82.a4.v1,True,True
Glyma.15G240300.Wm82.a4.v1,False,False
Glyma.07G272400.Wm82.a4.v1,False,False
Glyma.13G362100.Wm82.a4.v1,False,False
Glyma.16G155700.Wm82.a4.v1,False,False
Glyma.05G012600.Wm82.a4.v1,False,False
Glyma.04G222900.Wm82.a4.v1,False,False
Glyma.08G177000.Wm82.a4.v1,False,False
Glyma.16G176800.Wm82.a4.v1,False,False
Glyma.07G141000.Wm82.a4.v1,False,False
Glyma.05G028800.Wm82.a4.v1,False,False
Glyma.05G188200.Wm82.a4.v1,False,False
Glyma.13G178000.Wm82.a4.v1,False,False
Glyma.06G183700.Wm82.a4.v1,False,False
Glyma.10G231300.Wm82.a4.v1,False,False
Glyma.06G117800.Wm82.a4.v1,False,False
Glyma.08G077300.Wm82.a4.v1,False,False
Glyma.14G181600.Wm82.a4.v1,False,False
Glyma.09G123500.Wm82.a4.v1,False,False
Glyma.02G150400.Wm82.a4.v1,False,False
Glyma.13G310500.Wm82.a4.v1,False,False
Glyma.08G107500.Wm82.a4.v1,False,False
Glyma.07G250000.Wm82.a4.v1,False,False
Glyma.14G089039.Wm82.a4.v1,False,False
Glyma.11G152600.Wm82.a4.v1,False,False
Glyma.10G292300.Wm82.a4.v1,False,False
Glyma.08G006900.Wm82.a4.v1,False,False
Glyma.08G065900.Wm82.a4.v1,False,False
Glyma.08G164100.Wm82.a4.v1,False,False
Glyma.08G323700.Wm82.a4.v1,False,False
Glyma.20G164900.Wm82.a4.v1,False,True
Glyma.09G019400.Wm82.a4.v1,False,False
Glyma.07G094500.Wm82.a4.v1,False,True
Glyma.05G080300.Wm82.a4.v1,False,False
Glyma.03G158600.Wm82.a4.v1,False,False
Glyma.09G013400.Wm82.a4.v1,False,False
Glyma.03G189300.Wm82.a4.v1,False,False
Glyma.10G089600.Wm82.a4.v1,False,False
Glyma.12G122100.Wm82.a4.v1,False,False
Glyma.13G139000.Wm82.a4.v1,False,False
Glyma.20G143500.Wm82.a4.v1,False,False
Glyma.06G297000.Wm82.a4.v1,False,False
Glyma.06G216400.Wm82.a4.v1,False,False
Glyma.19G121700.Wm82.a4.v1,False,False
Glyma.13G334200.Wm82.a4.v1,False,False
Glyma.19G026800.Wm82.a4.v1,False,False
Glyma.09G095700.Wm82.a4.v1,False,False
Glyma.08G279400.Wm82.a4.v1,False,False
Glyma.16G084200.Wm82.a4.v1,False,False
Glyma.01G202500.Wm82.a4.v1,False,False
Glyma.11G043600.Wm82.a4.v1,False,True
Glyma.03G202100.Wm82.a4.v1,False,False
Glyma.08G329300.Wm82.a4.v1,False,False
Glyma.08G309300.Wm82.a4.v1,False,False
Glyma.03G096300.Wm82.a4.v1,False,False
Glyma.10G016300.Wm82.a4.v1,False,False
Glyma.14G034100.Wm82.a4.v1,False,False
Glyma.18G130100.Wm82.a4.v1,False,False
Glyma.04G178400.Wm82.a4.v1,False,False
Glyma.05G195500.Wm82.a4.v1,True,True
Glyma.07G144100.Wm82.a4.v1,True,True
Glyma.06G255900.Wm82.a4.v1,False,False
Glyma.12G108200.Wm82.a4.v1,False,False
Glyma.06G163200.Wm82.a4.v1,False,False
Glyma.05G000200.Wm82.a4.v1,False,False
Glyma.07G064400.Wm82.a4.v1,False,False
Glyma.08G018800.Wm82.a4.v1,True,False
Glyma.19G248000.Wm82.a4.v1,False,False
Glyma.02G250000.Wm82.a4.v1,False,False
Glyma.16G129200.Wm82.a4.v1,False,False
Glyma.04G231451.Wm82.a4.v1,False,False
Glyma.06G169700.Wm82.a4.v1,False,False
Glyma.03G122100.Wm82.a4.v1,False,False
Glyma.05G069200.Wm82.a4.v1,False,False
Glyma.08G084400.Wm82.a4.v1,False,False
Glyma.04G147100.Wm82.a4.v1,False,False
Glyma.04G154300.Wm82.a4.v1,False,False
Glyma.14G075200.Wm82.a4.v1,False,False
Glyma.11G017800.Wm82.a4.v1,False,False
Glyma.20G019900.Wm82.a4.v1,False,False
Glyma.20G207700.Wm82.a4.v1,False,False
Glyma.02G226100.Wm82.a4.v1,False,False
Glyma.18G025400.Wm82.a4.v1,False,False
Glyma.13G161000.Wm82.a4.v1,False,False
Glyma.18G000200.Wm82.a4.v1,False,False
Glyma.07G047800.Wm82.a4.v1,False,False
Glyma.19G189100.Wm82.a4.v1,False,False
Glyma.07G090700.Wm82.a4.v1,False,False
Glyma.18G086600.Wm82.a4.v1,False,False
Glyma.03G261500.Wm82.a4.v1,False,False
Glyma.12G089200.Wm82.a4.v1,False,False
Glyma.13G347900.Wm82.a4.v1,False,False
Glyma.17G162500.Wm82.a4.v1,False,False
Glyma.11G039800.Wm82.a4.v1,False,False
Glyma.18G295000.Wm82.a4.v1,False,False
Glyma.16G015100.Wm82.a4.v1,False,False
Glyma.04G174400.Wm82.a4.v1,False,False
Glyma.10G002300.Wm82.a4.v1,False,False
Glyma.05G038800.Wm82.a4.v1,False,False
Glyma.06G023500.Wm82.a4.v1,False,False
Glyma.08G134000.Wm82.a4.v1,False,False
Glyma.01G021900.Wm82.a4.v1,False,False
Glyma.09G004400.Wm82.a4.v1,False,False
Glyma.17G252100.Wm82.a4.v1,False,False
Glyma.13G057300.Wm82.a4.v1,False,False
Glyma.07G178700.Wm82.a4.v1,False,False
Glyma.06G093500.Wm82.a4.v1,False,False
Glyma.05G149951.Wm82.a4.v1,False,False
Glyma.04G192000.Wm82.a4.v1,False,False
Glyma.10G136100.Wm82.a4.v1,False,False
Glyma.10G136600.Wm82.a4.v1,False,False
Glyma.13G329100.Wm82.a4.v1,False,False
Glyma.08G076900.Wm82.a4.v1,False,False
Glyma.05G106951.Wm82.a4.v1,True,False
Glyma.10G280800.Wm82.a4.v1,False,False
Glyma.09G069900.Wm82.a4.v1,False,False
Glyma.12G152600.Wm82.a4.v1,False,False
Glyma.11G247000.Wm82.a4.v1,False,False
Glyma.13G161500.Wm82.a4.v1,False,False
Glyma.12G170700.Wm82.a4.v1,False,False
Glyma.08G114700.Wm82.a4.v1,True,True
Glyma.03G017200.Wm82.a4.v1,False,False
Glyma.14G066600.Wm82.a4.v1,False,False
Glyma.12G061300.Wm82.a4.v1,False,True
Glyma.20G121900.Wm82.a4.v1,False,False
Glyma.20G101400.Wm82.a4.v1,False,False
Glyma.18G026700.Wm82.a4.v1,False,False
Glyma.01G154551.Wm82.a4.v1,False,False
Glyma.02G180100.Wm82.a4.v1,False,False
Glyma.17G197200.Wm82.a4.v1,False,False
Glyma.03G023500.Wm82.a4.v1,False,False
Glyma.13G222100.Wm82.a4.v1,False,False
Glyma.06G249500.Wm82.a4.v1,False,False
Glyma.07G271200.Wm82.a4.v1,False,False
Glyma.20G245400.Wm82.a4.v1,False,False
Glyma.11G098600.Wm82.a4.v1,False,False
Glyma.09G207500.Wm82.a4.v1,False,False
Glyma.16G040100.Wm82.a4.v1,False,False
Glyma.03G142600.Wm82.a4.v1,False,False
Glyma.03G247400.Wm82.a4.v1,False,False
Glyma.20G152200.Wm82.a4.v1,False,False
Glyma.19G073600.Wm82.a4.v1,False,False
Glyma.08G172000.Wm82.a4.v1,False,False
Glyma.11G233900.Wm82.a4.v1,True,True
Glyma.09G211000.Wm82.a4.v1,False,False
Glyma.07G094000.Wm82.a4.v1,False,False
Glyma.09G024800.Wm82.a4.v1,False,False
Glyma.17G074500.Wm82.a4.v1,False,False
Glyma.05G037000.Wm82.a4.v1,False,False
Glyma.13G112100.Wm82.a4.v1,False,False
Glyma.18G216100.Wm82.a4.v1,False,False
Glyma.04G183600.Wm82.a4.v1,False,False
Glyma.20G032400.Wm82.a4.v1,False,False
Glyma.07G212300.Wm82.a4.v1,False,True
Glyma.10G031600.Wm82.a4.v1,False,False
Glyma.20G132500.Wm82.a4.v1,False,False
Glyma.19G260400.Wm82.a4.v1,False,False
Glyma.13G204200.Wm82.a4.v1,False,False
Glyma.10G016200.Wm82.a4.v1,False,False
Glyma.19G201600.Wm82.a4.v1,False,False
Glyma.17G073500.Wm82.a4.v1,False,False
Glyma.14G126800.Wm82.a4.v1,False,False
Glyma.11G126100.Wm82.a4.v1,False,False
Glyma.08G201300.Wm82.a4.v1,False,False
Glyma.18G109200.Wm82.a4.v1,False,False
Glyma.10G095200.Wm82.a4.v1,False,False
Glyma.02G112000.Wm82.a4.v1,False,False
Glyma.10G060700.Wm82.a4.v1,True,True
Glyma.05G063900.Wm82.a4.v1,False,False
Glyma.07G213800.Wm82.a4.v1,False,False
Glyma.20G248500.Wm82.a4.v1,False,False
Glyma.10G108261.Wm82.a4.v1,False,False
Glyma.12G041100.Wm82.a4.v1,False,False
Glyma.06G027700.Wm82.a4.v1,False,False
Glyma.09G251900.Wm82.a4.v1,False,False
Glyma.09G115800.Wm82.a4.v1,False,False
Glyma.07G219300.Wm82.a4.v1,False,False
Glyma.14G059000.Wm82.a4.v1,False,False
Glyma.12G013400.Wm82.a4.v1,False,False
Glyma.12G228700.Wm82.a4.v1,False,False
Glyma.16G005800.Wm82.a4.v1,False,False
Glyma.17G232300.Wm82.a4.v1,False,False
Glyma.06G262400.Wm82.a4.v1,False,False
Glyma.04G128700.Wm82.a4.v1,False,False
Glyma.17G228300.Wm82.a4.v1,False,False
Glyma.15G046201.Wm82.a4.v1,False,False
Glyma.06G056200.Wm82.a4.v1,False,False
Glyma.13G175100.Wm82.a4.v1,False,False
Glyma.02G283500.Wm82.a4.v1,False,False
Glyma.17G074300.Wm82.a4.v1,False,False
Glyma.16G178400.Wm82.a4.v1,False,True
Glyma.16G149700.Wm82.a4.v1,False,False
