,highly_variable,in_integrated
Glyma.01G117000.Wm82.a4.v1,False,False
Glyma.10G273700.Wm82.a4.v1,False,False
Glyma.17G022800.Wm82.a4.v1,False,False
Glyma.17G010100.Wm82.a4.v1,False,False
Glyma.07G114600.Wm82.a4.v1,False,False
Glyma.11G007800.Wm82.a4.v1,False,False
Glyma.09G132700.Wm82.a4.v1,False,False
Glyma.18G275400.Wm82.a4.v1,False,False
Glyma.06G311550.Wm82.a4.v1,False,False
Glyma.07G121000.Wm82.a4.v1,True,True
Glyma.10G105933.Wm82.a4.v1,False,False
Glyma.14G024400.Wm82.a4.v1,False,False
Glyma.19G067900.Wm82.a4.v1,False,False
Glyma.19G225800.Wm82.a4.v1,False,False
Glyma.06G264000.Wm82.a4.v1,False,False
Glyma.19G151000.Wm82.a4.v1,False,False
Glyma.04G199900.Wm82.a4.v1,False,False
Glyma.09G204100.Wm82.a4.v1,False,False
Glyma.15G151000.Wm82.a4.v1,True,True
Glyma.03G077100.Wm82.a4.v1,False,False
Glyma.11G051000.Wm82.a4.v1,False,False
Glyma.10G038700.Wm82.a4.v1,False,False
Glyma.18G179500.Wm82.a4.v1,False,False
Glyma.06G121400.Wm82.a4.v1,False,False
Glyma.19G186900.Wm82.a4.v1,False,False
Glyma.19G003000.Wm82.a4.v1,False,False
Glyma.12G025400.Wm82.a4.v1,False,False
Glyma.16G220300.Wm82.a4.v1,True,True
Glyma.15G173200.Wm82.a4.v1,False,False
Glyma.13G345200.Wm82.a4.v1,False,False
Glyma.20G054400.Wm82.a4.v1,False,False
Glyma.02G098800.Wm82.a4.v1,True,True
Glyma.10G173500.Wm82.a4.v1,False,False
Glyma.11G124800.Wm82.a4.v1,False,False
Glyma.09G253200.Wm82.a4.v1,False,False
Glyma.19G047400.Wm82.a4.v1,False,False
Glyma.16G180600.Wm82.a4.v1,False,False
Glyma.12G194100.Wm82.a4.v1,False,False
Glyma.06G160200.Wm82.a4.v1,False,True
Glyma.17G006500.Wm82.a4.v1,False,False
Glyma.20G180800.Wm82.a4.v1,True,True
Glyma.01G183800.Wm82.a4.v1,False,False
Glyma.02G031800.Wm82.a4.v1,False,False
Glyma.17G258700.Wm82.a4.v1,True,True
Glyma.05G235900.Wm82.a4.v1,False,False
Glyma.05G200000.Wm82.a4.v1,True,True
Glyma.09G073700.Wm82.a4.v1,False,False
Glyma.08G263300.Wm82.a4.v1,False,False
Glyma.04G026300.Wm82.a4.v1,False,False
Glyma.08G125400.Wm82.a4.v1,False,False
Glyma.09G235600.Wm82.a4.v1,False,False
Glyma.14G109700.Wm82.a4.v1,False,True
Glyma.06G019900.Wm82.a4.v1,False,False
Glyma.07G157000.Wm82.a4.v1,False,False
Glyma.16G211700.Wm82.a4.v1,True,True
Glyma.05G144200.Wm82.a4.v1,False,False
Glyma.20G184800.Wm82.a4.v1,False,True
Glyma.08G352200.Wm82.a4.v1,False,False
Glyma.04G223600.Wm82.a4.v1,False,False
Glyma.13G004000.Wm82.a4.v1,False,False
Glyma.12G174000.Wm82.a4.v1,False,False
Glyma.03G226600.Wm82.a4.v1,False,False
Glyma.20G112800.Wm82.a4.v1,False,False
Glyma.09G215800.Wm82.a4.v1,False,False
Glyma.17G149100.Wm82.a4.v1,False,False
Glyma.20G097300.Wm82.a4.v1,False,False
Glyma.08G320400.Wm82.a4.v1,False,False
Glyma.17G069900.Wm82.a4.v1,False,False
Glyma.18G265500.Wm82.a4.v1,False,False
Glyma.04G200000.Wm82.a4.v1,False,False
Glyma.04G089400.Wm82.a4.v1,False,False
Glyma.15G061200.Wm82.a4.v1,False,False
Glyma.20G005600.Wm82.a4.v1,False,False
Glyma.04G237400.Wm82.a4.v1,False,False
Glyma.12G167700.Wm82.a4.v1,False,False
Glyma.07G028600.Wm82.a4.v1,False,False
Glyma.07G015000.Wm82.a4.v1,False,False
Glyma.06G128900.Wm82.a4.v1,False,False
Glyma.15G221000.Wm82.a4.v1,True,True
Glyma.02G119000.Wm82.a4.v1,False,False
Glyma.13G337300.Wm82.a4.v1,False,False
Glyma.08G309000.Wm82.a4.v1,False,False
Glyma.07G041500.Wm82.a4.v1,False,False
Glyma.08G172900.Wm82.a4.v1,False,False
Glyma.05G215600.Wm82.a4.v1,False,False
Glyma.20G051500.Wm82.a4.v1,False,False
Glyma.04G185900.Wm82.a4.v1,False,False
Glyma.07G214300.Wm82.a4.v1,False,False
Glyma.02G294600.Wm82.a4.v1,False,False
Glyma.05G240700.Wm82.a4.v1,False,False
Glyma.19G172800.Wm82.a4.v1,False,False
Glyma.20G160200.Wm82.a4.v1,False,False
Glyma.17G012800.Wm82.a4.v1,False,False
Glyma.07G002800.Wm82.a4.v1,False,False
Glyma.06G324900.Wm82.a4.v1,False,False
Glyma.09G075400.Wm82.a4.v1,False,False
Glyma.05G215300.Wm82.a4.v1,False,False
Glyma.11G229500.Wm82.a4.v1,False,False
Glyma.07G238100.Wm82.a4.v1,False,False
Glyma.18G139100.Wm82.a4.v1,False,False
Glyma.18G116900.Wm82.a4.v1,False,False
Glyma.02G157002.Wm82.a4.v1,False,False
Glyma.11G102000.Wm82.a4.v1,False,False
Glyma.08G340600.Wm82.a4.v1,False,False
Glyma.13G157000.Wm82.a4.v1,False,False
Glyma.10G108600.Wm82.a4.v1,False,False
Glyma.18G229300.Wm82.a4.v1,True,True
Glyma.05G140200.Wm82.a4.v1,False,False
Glyma.12G009500.Wm82.a4.v1,False,False
Glyma.06G298100.Wm82.a4.v1,False,False
Glyma.10G082400.Wm82.a4.v1,False,False
Glyma.03G173800.Wm82.a4.v1,False,False
Glyma.02G223300.Wm82.a4.v1,False,False
Glyma.11G161500.Wm82.a4.v1,False,False
Glyma.20G066900.Wm82.a4.v1,False,False
Glyma.04G252000.Wm82.a4.v1,False,False
Glyma.03G175200.Wm82.a4.v1,False,False
Glyma.08G112400.Wm82.a4.v1,False,False
Glyma.16G039900.Wm82.a4.v1,False,False
Glyma.07G258000.Wm82.a4.v1,False,False
Glyma.11G145700.Wm82.a4.v1,False,False
Glyma.20G152800.Wm82.a4.v1,False,False
Glyma.05G128000.Wm82.a4.v1,True,True
Glyma.12G071000.Wm82.a4.v1,False,False
Glyma.18G085451.Wm82.a4.v1,False,False
Glyma.04G087200.Wm82.a4.v1,False,False
Glyma.09G199100.Wm82.a4.v1,False,False
Glyma.14G003000.Wm82.a4.v1,False,False
Glyma.19G028100.Wm82.a4.v1,False,False
Glyma.17G094800.Wm82.a4.v1,False,False
Glyma.18G245200.Wm82.a4.v1,False,False
Glyma.14G053800.Wm82.a4.v1,False,False
Glyma.18G042300.Wm82.a4.v1,False,False
Glyma.01G176300.Wm82.a4.v1,False,False
Glyma.15G120800.Wm82.a4.v1,False,False
Glyma.13G349900.Wm82.a4.v1,False,False
Glyma.15G224400.Wm82.a4.v1,False,False
Glyma.15G176900.Wm82.a4.v1,False,True
Glyma.05G016600.Wm82.a4.v1,False,False
Glyma.20G128700.Wm82.a4.v1,False,False
Glyma.04G066600.Wm82.a4.v1,False,False
Glyma.03G135600.Wm82.a4.v1,False,False
Glyma.10G048600.Wm82.a4.v1,False,False
Glyma.05G142300.Wm82.a4.v1,False,False
Glyma.14G193600.Wm82.a4.v1,False,False
Glyma.17G234700.Wm82.a4.v1,False,True
Glyma.06G082900.Wm82.a4.v1,False,False
Glyma.07G012700.Wm82.a4.v1,False,False
Glyma.04G148100.Wm82.a4.v1,False,False
Glyma.13G066800.Wm82.a4.v1,False,False
Glyma.01G054950.Wm82.a4.v1,False,False
Glyma.15G113500.Wm82.a4.v1,True,True
Glyma.11G253500.Wm82.a4.v1,False,False
Glyma.07G246700.Wm82.a4.v1,False,False
Glyma.09G104600.Wm82.a4.v1,False,False
Glyma.06G292800.Wm82.a4.v1,False,False
Glyma.10G226300.Wm82.a4.v1,False,False
Glyma.12G089000.Wm82.a4.v1,False,False
Glyma.05G137400.Wm82.a4.v1,False,False
Glyma.08G096800.Wm82.a4.v1,False,False
Glyma.02G149500.Wm82.a4.v1,False,False
Glyma.16G170800.Wm82.a4.v1,True,False
Glyma.09G161600.Wm82.a4.v1,False,False
Glyma.18G028500.Wm82.a4.v1,False,False
Glyma.11G241702.Wm82.a4.v1,False,False
Glyma.06G090500.Wm82.a4.v1,True,True
Glyma.19G000300.Wm82.a4.v1,False,False
Glyma.12G136600.Wm82.a4.v1,True,True
Glyma.06G034800.Wm82.a4.v1,False,False
Glyma.10G121584.Wm82.a4.v1,False,False
Glyma.16G111400.Wm82.a4.v1,False,False
Glyma.17G210100.Wm82.a4.v1,False,False
Glyma.13G286000.Wm82.a4.v1,False,False
Glyma.17G084900.Wm82.a4.v1,True,True
Glyma.01G018700.Wm82.a4.v1,False,False
Glyma.09G182800.Wm82.a4.v1,False,False
Glyma.15G252600.Wm82.a4.v1,False,False
Glyma.04G196900.Wm82.a4.v1,False,False
Glyma.15G255700.Wm82.a4.v1,False,False
Glyma.04G001500.Wm82.a4.v1,False,False
Glyma.17G251700.Wm82.a4.v1,False,False
Glyma.11G126700.Wm82.a4.v1,False,False
Glyma.10G163700.Wm82.a4.v1,False,False
Glyma.10G030600.Wm82.a4.v1,False,False
Glyma.11G068300.Wm82.a4.v1,False,False
Glyma.02G038000.Wm82.a4.v1,False,False
Glyma.17G139200.Wm82.a4.v1,False,False
Glyma.20G207600.Wm82.a4.v1,False,False
Glyma.01G201100.Wm82.a4.v1,False,False
Glyma.13G360900.Wm82.a4.v1,False,False
Glyma.13G363200.Wm82.a4.v1,False,False
Glyma.08G014300.Wm82.a4.v1,False,False
Glyma.15G208200.Wm82.a4.v1,False,False
Glyma.16G165100.Wm82.a4.v1,False,False
Glyma.09G270700.Wm82.a4.v1,False,False
Glyma.20G177800.Wm82.a4.v1,False,False
Glyma.06G194900.Wm82.a4.v1,False,False
Glyma.07G158200.Wm82.a4.v1,False,False
Glyma.19G249900.Wm82.a4.v1,False,False
Glyma.02G193700.Wm82.a4.v1,False,False
Glyma.18G280600.Wm82.a4.v1,False,False
Glyma.16G098900.Wm82.a4.v1,False,False
Glyma.19G211200.Wm82.a4.v1,False,False
Glyma.07G201100.Wm82.a4.v1,False,False
Glyma.19G100500.Wm82.a4.v1,False,False
Glyma.06G275700.Wm82.a4.v1,False,False
Glyma.10G262400.Wm82.a4.v1,False,True
Glyma.03G188500.Wm82.a4.v1,False,False
Glyma.11G033900.Wm82.a4.v1,False,False
Glyma.07G265000.Wm82.a4.v1,False,False
Glyma.13G358366.Wm82.a4.v1,False,False
Glyma.03G220500.Wm82.a4.v1,False,False
Glyma.16G011200.Wm82.a4.v1,False,False
Glyma.04G192200.Wm82.a4.v1,False,False
Glyma.13G036600.Wm82.a4.v1,False,True
Glyma.12G071233.Wm82.a4.v1,False,False
Glyma.11G079200.Wm82.a4.v1,False,False
Glyma.13G047100.Wm82.a4.v1,False,False
Glyma.09G085000.Wm82.a4.v1,False,False
Glyma.09G165500.Wm82.a4.v1,False,False
Glyma.15G100800.Wm82.a4.v1,False,False
Glyma.11G234400.Wm82.a4.v1,False,False
Glyma.02G008200.Wm82.a4.v1,False,False
Glyma.06G310800.Wm82.a4.v1,False,False
Glyma.11G141200.Wm82.a4.v1,True,True
Glyma.08G365900.Wm82.a4.v1,True,True
Glyma.02G245400.Wm82.a4.v1,False,False
Glyma.10G219400.Wm82.a4.v1,False,False
Glyma.18G279800.Wm82.a4.v1,True,True
Glyma.14G105900.Wm82.a4.v1,False,False
Glyma.06G143300.Wm82.a4.v1,False,True
Glyma.03G241500.Wm82.a4.v1,False,False
Glyma.04G121100.Wm82.a4.v1,False,False
Glyma.01G194600.Wm82.a4.v1,False,False
Glyma.17G063500.Wm82.a4.v1,False,False
Glyma.10G094351.Wm82.a4.v1,False,False
Glyma.05G124300.Wm82.a4.v1,False,False
Glyma.07G136000.Wm82.a4.v1,False,False
Glyma.06G081600.Wm82.a4.v1,False,False
Glyma.12G017100.Wm82.a4.v1,False,False
Glyma.13G361500.Wm82.a4.v1,False,False
Glyma.07G271300.Wm82.a4.v1,False,False
Glyma.U031214.Wm82.a4.v1,False,False
Glyma.01G165600.Wm82.a4.v1,False,False
Glyma.08G134800.Wm82.a4.v1,False,False
Glyma.18G255300.Wm82.a4.v1,False,True
Glyma.17G161500.Wm82.a4.v1,False,False
Glyma.01G042800.Wm82.a4.v1,False,False
Glyma.19G023200.Wm82.a4.v1,False,False
Glyma.06G083300.Wm82.a4.v1,False,False
Glyma.05G046400.Wm82.a4.v1,False,False
Glyma.14G166900.Wm82.a4.v1,False,False
Glyma.02G123302.Wm82.a4.v1,False,False
Glyma.15G242900.Wm82.a4.v1,False,False
Glyma.01G034100.Wm82.a4.v1,False,False
Glyma.01G016400.Wm82.a4.v1,False,False
Glyma.04G216400.Wm82.a4.v1,False,False
Glyma.03G081700.Wm82.a4.v1,False,False
Glyma.10G216200.Wm82.a4.v1,False,False
Glyma.08G300800.Wm82.a4.v1,False,False
Glyma.09G203300.Wm82.a4.v1,False,False
Glyma.06G101000.Wm82.a4.v1,True,True
Glyma.01G235900.Wm82.a4.v1,False,False
Glyma.09G277700.Wm82.a4.v1,False,False
Glyma.04G191500.Wm82.a4.v1,False,False
Glyma.15G000400.Wm82.a4.v1,False,False
Glyma.16G046900.Wm82.a4.v1,False,False
Glyma.03G214201.Wm82.a4.v1,False,True
Glyma.20G203500.Wm82.a4.v1,False,False
Glyma.03G115132.Wm82.a4.v1,True,True
Glyma.11G213400.Wm82.a4.v1,False,False
Glyma.06G004800.Wm82.a4.v1,False,False
Glyma.13G184000.Wm82.a4.v1,False,False
Glyma.17G239700.Wm82.a4.v1,False,False
Glyma.09G165100.Wm82.a4.v1,False,False
Glyma.07G195600.Wm82.a4.v1,False,False
Glyma.14G186700.Wm82.a4.v1,False,False
Glyma.09G148100.Wm82.a4.v1,False,False
Glyma.18G091600.Wm82.a4.v1,False,False
Glyma.19G141100.Wm82.a4.v1,False,False
Glyma.12G185900.Wm82.a4.v1,False,False
Glyma.11G082400.Wm82.a4.v1,False,False
Glyma.19G229500.Wm82.a4.v1,False,False
Glyma.08G266700.Wm82.a4.v1,False,True
Glyma.14G194600.Wm82.a4.v1,False,False
Glyma.12G137750.Wm82.a4.v1,False,False
Glyma.12G120100.Wm82.a4.v1,False,False
Glyma.01G233500.Wm82.a4.v1,False,False
Glyma.09G254500.Wm82.a4.v1,False,False
Glyma.07G092200.Wm82.a4.v1,False,False
Glyma.20G215000.Wm82.a4.v1,False,False
Glyma.07G084100.Wm82.a4.v1,False,False
Glyma.01G175600.Wm82.a4.v1,False,False
Glyma.19G008200.Wm82.a4.v1,True,True
Glyma.06G247500.Wm82.a4.v1,False,False
Glyma.05G064400.Wm82.a4.v1,False,False
Glyma.15G013800.Wm82.a4.v1,False,False
Glyma.08G064300.Wm82.a4.v1,False,False
Glyma.07G068300.Wm82.a4.v1,False,False
Glyma.19G042700.Wm82.a4.v1,False,False
Glyma.04G240100.Wm82.a4.v1,False,False
Glyma.16G143200.Wm82.a4.v1,False,False
Glyma.06G191200.Wm82.a4.v1,False,False
Glyma.07G227200.Wm82.a4.v1,False,True
Glyma.08G288700.Wm82.a4.v1,False,False
Glyma.09G025100.Wm82.a4.v1,False,False
Glyma.08G184400.Wm82.a4.v1,False,False
Glyma.12G042500.Wm82.a4.v1,False,False
Glyma.05G240800.Wm82.a4.v1,False,False
Glyma.19G183100.Wm82.a4.v1,False,False
Glyma.19G069300.Wm82.a4.v1,False,False
Glyma.16G216200.Wm82.a4.v1,False,False
Glyma.02G049500.Wm82.a4.v1,False,False
Glyma.18G053900.Wm82.a4.v1,False,False
Glyma.14G061500.Wm82.a4.v1,False,False
Glyma.07G140400.Wm82.a4.v1,False,False
Glyma.07G062500.Wm82.a4.v1,False,False
Glyma.05G016000.Wm82.a4.v1,False,False
Glyma.07G240800.Wm82.a4.v1,False,False
Glyma.09G053400.Wm82.a4.v1,False,False
Glyma.02G097900.Wm82.a4.v1,False,True
Glyma.17G161600.Wm82.a4.v1,False,False
Glyma.06G141500.Wm82.a4.v1,False,False
Glyma.06G089700.Wm82.a4.v1,False,False
Glyma.16G218800.Wm82.a4.v1,False,False
Glyma.03G096400.Wm82.a4.v1,False,False
Glyma.11G128700.Wm82.a4.v1,False,False
Glyma.04G046600.Wm82.a4.v1,False,False
Glyma.18G065100.Wm82.a4.v1,False,False
Glyma.17G261100.Wm82.a4.v1,False,False
Glyma.09G255302.Wm82.a4.v1,False,False
Glyma.01G197600.Wm82.a4.v1,False,False
Glyma.10G091600.Wm82.a4.v1,False,False
Glyma.11G082200.Wm82.a4.v1,False,False
Glyma.03G223251.Wm82.a4.v1,False,False
Glyma.12G180600.Wm82.a4.v1,False,False
Glyma.07G056500.Wm82.a4.v1,False,False
Glyma.19G182000.Wm82.a4.v1,False,False
Glyma.11G071700.Wm82.a4.v1,True,True
Glyma.02G019000.Wm82.a4.v1,False,False
Glyma.05G102800.Wm82.a4.v1,True,True
Glyma.08G015300.Wm82.a4.v1,False,False
Glyma.05G160500.Wm82.a4.v1,False,False
Glyma.02G055100.Wm82.a4.v1,False,False
Glyma.15G006900.Wm82.a4.v1,False,False
Glyma.07G040100.Wm82.a4.v1,False,False
Glyma.19G091300.Wm82.a4.v1,False,False
Glyma.17G153700.Wm82.a4.v1,False,False
Glyma.10G298900.Wm82.a4.v1,False,False
Glyma.12G105300.Wm82.a4.v1,False,False
Glyma.02G301200.Wm82.a4.v1,False,False
Glyma.09G131400.Wm82.a4.v1,False,False
Glyma.10G036900.Wm82.a4.v1,False,False
Glyma.15G099100.Wm82.a4.v1,False,False
Glyma.09G173200.Wm82.a4.v1,False,False
Glyma.15G240066.Wm82.a4.v1,False,False
Glyma.11G242300.Wm82.a4.v1,False,False
Glyma.02G008000.Wm82.a4.v1,True,True
Glyma.07G153500.Wm82.a4.v1,False,False
Glyma.01G006700.Wm82.a4.v1,False,False
Glyma.16G058800.Wm82.a4.v1,False,False
Glyma.13G332700.Wm82.a4.v1,False,False
Glyma.01G008500.Wm82.a4.v1,False,False
Glyma.20G167900.Wm82.a4.v1,False,False
Glyma.06G204400.Wm82.a4.v1,False,False
Glyma.18G066000.Wm82.a4.v1,False,False
Glyma.05G025400.Wm82.a4.v1,False,False
Glyma.20G247500.Wm82.a4.v1,False,False
Glyma.04G063800.Wm82.a4.v1,True,True
Glyma.11G219200.Wm82.a4.v1,False,False
Glyma.01G048700.Wm82.a4.v1,False,False
Glyma.02G236700.Wm82.a4.v1,False,False
Glyma.09G261200.Wm82.a4.v1,False,False
Glyma.02G056800.Wm82.a4.v1,False,False
Glyma.06G153700.Wm82.a4.v1,False,False
Glyma.17G059300.Wm82.a4.v1,False,False
Glyma.07G226900.Wm82.a4.v1,False,False
Glyma.14G078500.Wm82.a4.v1,False,False
Glyma.08G360200.Wm82.a4.v1,False,False
Glyma.01G159000.Wm82.a4.v1,False,False
Glyma.17G113200.Wm82.a4.v1,False,False
Glyma.03G048200.Wm82.a4.v1,False,False
Glyma.09G202200.Wm82.a4.v1,False,False
Glyma.02G002900.Wm82.a4.v1,False,False
Glyma.12G224900.Wm82.a4.v1,False,False
Glyma.05G172100.Wm82.a4.v1,False,False
Glyma.19G022700.Wm82.a4.v1,False,False
Glyma.12G164400.Wm82.a4.v1,False,False
Glyma.11G062100.Wm82.a4.v1,False,False
Glyma.07G016100.Wm82.a4.v1,False,False
Glyma.02G278800.Wm82.a4.v1,False,False
Glyma.20G146000.Wm82.a4.v1,False,False
Glyma.02G245500.Wm82.a4.v1,False,False
Glyma.06G182100.Wm82.a4.v1,False,False
Glyma.11G107900.Wm82.a4.v1,False,False
Glyma.02G134000.Wm82.a4.v1,False,True
Glyma.07G197900.Wm82.a4.v1,False,False
Glyma.19G030400.Wm82.a4.v1,False,False
Glyma.05G048000.Wm82.a4.v1,False,False
Glyma.02G001500.Wm82.a4.v1,True,True
Glyma.05G199900.Wm82.a4.v1,False,False
Glyma.06G316900.Wm82.a4.v1,False,False
Glyma.12G150300.Wm82.a4.v1,False,False
Glyma.13G095200.Wm82.a4.v1,True,True
Glyma.13G293600.Wm82.a4.v1,False,False
Glyma.04G237500.Wm82.a4.v1,False,False
Glyma.04G114300.Wm82.a4.v1,False,False
Glyma.17G052100.Wm82.a4.v1,False,False
Glyma.13G325200.Wm82.a4.v1,False,False
Glyma.02G125400.Wm82.a4.v1,False,False
Glyma.05G116800.Wm82.a4.v1,False,False
Glyma.12G219400.Wm82.a4.v1,False,False
Glyma.08G179100.Wm82.a4.v1,False,False
Glyma.19G263800.Wm82.a4.v1,False,False
Glyma.06G135500.Wm82.a4.v1,False,False
Glyma.11G109400.Wm82.a4.v1,False,False
Glyma.05G240600.Wm82.a4.v1,False,False
Glyma.07G000400.Wm82.a4.v1,False,False
Glyma.18G075400.Wm82.a4.v1,False,False
Glyma.16G028100.Wm82.a4.v1,False,False
Glyma.09G169100.Wm82.a4.v1,False,False
Glyma.15G147100.Wm82.a4.v1,False,False
Glyma.07G037800.Wm82.a4.v1,False,False
Glyma.18G279200.Wm82.a4.v1,False,False
Glyma.03G207200.Wm82.a4.v1,False,False
Glyma.17G063900.Wm82.a4.v1,False,False
Glyma.15G174200.Wm82.a4.v1,False,False
Glyma.12G018500.Wm82.a4.v1,False,False
Glyma.18G043300.Wm82.a4.v1,False,False
Glyma.15G136800.Wm82.a4.v1,False,False
Glyma.05G225100.Wm82.a4.v1,False,False
Glyma.08G165700.Wm82.a4.v1,False,False
Glyma.06G098300.Wm82.a4.v1,False,False
Glyma.16G145700.Wm82.a4.v1,False,False
Glyma.11G192300.Wm82.a4.v1,False,False
Glyma.13G219800.Wm82.a4.v1,False,False
Glyma.09G181451.Wm82.a4.v1,False,False
Glyma.16G046600.Wm82.a4.v1,False,False
Glyma.10G133100.Wm82.a4.v1,False,False
Glyma.16G017400.Wm82.a4.v1,False,False
Glyma.05G114800.Wm82.a4.v1,False,False
Glyma.20G218902.Wm82.a4.v1,False,False
Glyma.15G126200.Wm82.a4.v1,False,False
Glyma.08G131100.Wm82.a4.v1,False,False
Glyma.03G130900.Wm82.a4.v1,False,False
Glyma.04G232200.Wm82.a4.v1,False,True
Glyma.13G091900.Wm82.a4.v1,False,False
Glyma.06G309100.Wm82.a4.v1,False,False
Glyma.02G022000.Wm82.a4.v1,False,False
Glyma.07G248800.Wm82.a4.v1,False,False
Glyma.10G280900.Wm82.a4.v1,False,False
Glyma.13G361400.Wm82.a4.v1,False,False
Glyma.U011002.Wm82.a4.v1,False,False
Glyma.11G023700.Wm82.a4.v1,False,False
Glyma.10G038600.Wm82.a4.v1,False,False
Glyma.20G117200.Wm82.a4.v1,False,False
Glyma.13G120400.Wm82.a4.v1,False,False
Glyma.05G246000.Wm82.a4.v1,False,False
Glyma.13G316000.Wm82.a4.v1,False,True
Glyma.11G174100.Wm82.a4.v1,False,False
Glyma.08G308200.Wm82.a4.v1,False,False
Glyma.04G056000.Wm82.a4.v1,False,False
Glyma.02G198000.Wm82.a4.v1,False,False
Glyma.18G191600.Wm82.a4.v1,False,True
Glyma.17G234102.Wm82.a4.v1,False,False
Glyma.14G089078.Wm82.a4.v1,False,False
Glyma.17G037900.Wm82.a4.v1,False,False
Glyma.11G215700.Wm82.a4.v1,False,True
Glyma.13G352200.Wm82.a4.v1,False,False
Glyma.13G238400.Wm82.a4.v1,False,False
Glyma.19G223200.Wm82.a4.v1,False,False
Glyma.13G063400.Wm82.a4.v1,False,False
Glyma.12G240600.Wm82.a4.v1,False,False
Glyma.08G319500.Wm82.a4.v1,False,False
Glyma.14G138980.Wm82.a4.v1,False,True
Glyma.11G142700.Wm82.a4.v1,False,False
Glyma.17G062400.Wm82.a4.v1,False,False
Glyma.15G102500.Wm82.a4.v1,False,False
Glyma.02G255000.Wm82.a4.v1,False,False
Glyma.18G024200.Wm82.a4.v1,False,False
Glyma.19G181200.Wm82.a4.v1,False,False
Glyma.19G180400.Wm82.a4.v1,False,False
Glyma.20G108700.Wm82.a4.v1,False,False
Glyma.14G075900.Wm82.a4.v1,False,False
Glyma.05G048200.Wm82.a4.v1,False,False
Glyma.04G227700.Wm82.a4.v1,False,True
Glyma.12G207500.Wm82.a4.v1,False,False
Glyma.08G362900.Wm82.a4.v1,False,False
Glyma.20G217600.Wm82.a4.v1,False,False
Glyma.13G296300.Wm82.a4.v1,False,False
Glyma.03G194900.Wm82.a4.v1,True,False
Glyma.06G172000.Wm82.a4.v1,False,False
Glyma.02G190600.Wm82.a4.v1,False,False
Glyma.14G167000.Wm82.a4.v1,True,True
Glyma.17G210200.Wm82.a4.v1,True,True
Glyma.12G197600.Wm82.a4.v1,False,True
Glyma.13G204100.Wm82.a4.v1,False,False
Glyma.10G214000.Wm82.a4.v1,False,False
Glyma.06G008300.Wm82.a4.v1,False,False
Glyma.U031123.Wm82.a4.v1,False,False
Glyma.12G229000.Wm82.a4.v1,True,True
Glyma.11G174800.Wm82.a4.v1,False,False
Glyma.11G052801.Wm82.a4.v1,False,False
Glyma.05G116300.Wm82.a4.v1,True,False
Glyma.10G263000.Wm82.a4.v1,False,False
Glyma.13G297200.Wm82.a4.v1,False,False
Glyma.06G124800.Wm82.a4.v1,False,False
Glyma.11G062400.Wm82.a4.v1,False,False
Glyma.03G162100.Wm82.a4.v1,False,False
Glyma.03G163300.Wm82.a4.v1,False,False
Glyma.13G337800.Wm82.a4.v1,False,False
Glyma.12G195900.Wm82.a4.v1,False,False
Glyma.18G022700.Wm82.a4.v1,False,False
Glyma.13G246302.Wm82.a4.v1,False,False
Glyma.04G203400.Wm82.a4.v1,False,False
Glyma.07G107700.Wm82.a4.v1,False,False
Glyma.08G005700.Wm82.a4.v1,False,False
Glyma.14G022800.Wm82.a4.v1,False,False
Glyma.11G033500.Wm82.a4.v1,False,False
Glyma.14G117500.Wm82.a4.v1,False,False
Glyma.15G007200.Wm82.a4.v1,False,False
Glyma.12G057400.Wm82.a4.v1,False,True
Glyma.19G245300.Wm82.a4.v1,False,False
Glyma.15G050200.Wm82.a4.v1,False,False
Glyma.15G274000.Wm82.a4.v1,False,False
Glyma.17G047000.Wm82.a4.v1,False,False
Glyma.17G065600.Wm82.a4.v1,False,False
Glyma.09G007100.Wm82.a4.v1,False,False
Glyma.14G133000.Wm82.a4.v1,False,False
Glyma.17G121000.Wm82.a4.v1,False,False
Glyma.02G256000.Wm82.a4.v1,False,False
Glyma.09G212400.Wm82.a4.v1,False,False
Glyma.07G018300.Wm82.a4.v1,False,False
Glyma.13G354600.Wm82.a4.v1,False,False
Glyma.19G235000.Wm82.a4.v1,False,False
Glyma.04G018400.Wm82.a4.v1,False,True
Glyma.17G216000.Wm82.a4.v1,False,False
Glyma.07G052200.Wm82.a4.v1,False,False
Glyma.01G099750.Wm82.a4.v1,False,False
Glyma.11G208700.Wm82.a4.v1,False,False
Glyma.01G172200.Wm82.a4.v1,False,False
Glyma.02G091700.Wm82.a4.v1,False,False
Glyma.05G079201.Wm82.a4.v1,False,False
Glyma.04G151200.Wm82.a4.v1,False,False
Glyma.03G230200.Wm82.a4.v1,False,False
Glyma.08G225400.Wm82.a4.v1,False,False
Glyma.14G201500.Wm82.a4.v1,False,False
Glyma.13G224900.Wm82.a4.v1,False,True
Glyma.05G047300.Wm82.a4.v1,False,False
Glyma.04G054100.Wm82.a4.v1,False,False
Glyma.13G231700.Wm82.a4.v1,False,False
Glyma.15G177700.Wm82.a4.v1,False,False
Glyma.11G073600.Wm82.a4.v1,False,False
Glyma.11G117900.Wm82.a4.v1,False,False
Glyma.18G000700.Wm82.a4.v1,False,False
Glyma.10G009200.Wm82.a4.v1,False,False
Glyma.02G143000.Wm82.a4.v1,False,False
Glyma.01G043800.Wm82.a4.v1,False,False
Glyma.07G076100.Wm82.a4.v1,False,False
