clustering,libraries,cluster,n_cells,median_cv,mean_cv,genes_used,silhouette_within_library,silhouette_global
cluster_annot,leaf_Heat_rep3,Mesophyll-13,137,3.1609129000799223,3.6820800369352416,1916,0.13453691892240238,0.20255986659690686
cluster_annot,leaf_Heat_rep3,Mesophyll-2,55,3.274942707779684,3.6405322276720162,1864,-0.024919942115639523,-0.09798131106035317
cluster_annot,leaf_Heat_rep3,Mesophyll-5,59,3.1847760982297206,3.5685587547511495,1874,0.018269536650650994,0.012767424868832587
cluster_annot,leaf_Heat_rep3,Mesophyll-7,632,3.476564517181912,4.46107416341568,1956,0.2683690497963936,0.30282454834948347
cluster_annot,leaf_Heat_rep3,Mesophyll-8,208,3.1608485812509772,3.5719306803273487,1957,0.14822214339059372,0.162368736366004
cluster_annot,leaf_Heat_rep3,Unknown-14,35,2.9475435507484398,3.243829382555518,1797,0.13170775999069448,-0.07903204184423962
cluster_annot,leaf_Heat_rep3,Vascular/Phloem parenchyma-11,40,3.3787486600457752,3.688017199451593,1824,0.14815879109235336,0.22809789019481846
cluster_annot,leaf_control_rep1,Bundle sheath-10,115,3.0978753083221937,3.4793491017539977,1947,0.21645109562118028,0.1738575979766342
cluster_annot,leaf_control_rep1,Bundle sheath-3,515,3.0807009982737354,3.5251760517231356,1961,0.05314538459230655,0.04750686251411587
cluster_annot,leaf_control_rep1,Companion cells-6,264,2.902724153795937,3.3194188821615453,1964,0.12701470549343427,0.12528203538073354
cluster_annot,leaf_control_rep1,Epidermal-4,603,3.1218677863087767,3.6869917119203617,1967,0.0035294994217053136,0.09550947371853362
cluster_annot,leaf_control_rep1,Epidermal/Pavement-9,4,2.0,1.7414283388136669,477,0.14168761825794987,-0.053588415865739404
cluster_annot,leaf_control_rep1,Guard cells-12,95,2.7247710012883233,2.9539283083327126,1951,0.13089523455149885,0.1290202553666306
