celltype_call,replicate,treatment,metric,value,organelle_set,n_cells,total_umis
Mesophyll,rep2,Control,pct_reads,0.0579,ct,393,478025
Mesophyll,rep2,Control,total,149967.0,cr,393,478025
Mesophyll,rep2,Control,median_gene,1.5,cr,393,478025
Mesophyll,rep2,Control,median_gene_per_cell,0.0038,cr,393,478025
Mesophyll,rep2,Control,pct_reads,31.3722,cr,393,478025
Mesophyll,rep2,Control,total,154706.0,organelle,393,478025
Mesophyll,rep2,Control,median_gene,3.5,organelle,393,478025
Mesophyll,rep2,Control,median_gene_per_cell,0.0089,organelle,393,478025
Mesophyll,rep2,Control,pct_reads,32.3636,organelle,393,478025
Mesophyll,rep2,Drought,total,64613.0,cp,1572,3546923
Mesophyll,rep2,Drought,median_gene,163.0,cp,1572,3546923
Mesophyll,rep2,Drought,median_gene_per_cell,0.1037,cp,1572,3546923
Mesophyll,rep2,Drought,pct_reads,1.8217,cp,1572,3546923
Mesophyll,rep2,Drought,total,6219.0,ct,1572,3546923
Mesophyll,rep2,Drought,median_gene,2.0,ct,1572,3546923
Mesophyll,rep2,Drought,median_gene_per_cell,0.0013,ct,1572,3546923
Mesophyll,rep2,Drought,pct_reads,0.1753,ct,1572,3546923
Mesophyll,rep2,Drought,total,1703854.0,cr,1572,3546923
Mesophyll,rep2,Drought,median_gene,23.5,cr,1572,3546923
Mesophyll,rep2,Drought,median_gene_per_cell,0.0149,cr,1572,3546923
Mesophyll,rep2,Drought,pct_reads,48.0375,cr,1572,3546923
Mesophyll,rep2,Drought,total,1774686.0,organelle,1572,3546923
Mesophyll,rep2,Drought,median_gene,53.5,organelle,1572,3546923
Mesophyll,rep2,Drought,median_gene_per_cell,0.034,organelle,1572,3546923
Mesophyll,rep2,Drought,pct_reads,50.0345,organelle,1572,3546923
Mesophyll,rep2,HD,total,44491.0,cp,2452,3865790
Mesophyll,rep2,HD,median_gene,128.5,cp,2452,3865790
Mesophyll,rep2,HD,median_gene_per_cell,0.0524,cp,2452,3865790
Mesophyll,rep2,HD,pct_reads,1.1509,cp,2452,3865790
Mesophyll,rep2,HD,total,4249.0,ct,2452,3865790
Mesophyll,rep2,HD,median_gene,3.0,ct,2452,3865790
Mesophyll,rep2,HD,median_gene_per_cell,0.0012,ct,2452,3865790
Mesophyll,rep2,HD,pct_reads,0.1099,ct,2452,3865790
Mesophyll,rep2,HD,total,856738.0,cr,2452,3865790
Mesophyll,rep2,HD,median_gene,2.0,cr,2452,3865790
Mesophyll,rep2,HD,median_gene_per_cell,0.0008,cr,2452,3865790
Mesophyll,rep2,HD,pct_reads,22.162,cr,2452,3865790
Mesophyll,rep2,HD,total,905478.0,organelle,2452,3865790
Mesophyll,rep2,HD,median_gene,31.0,organelle,2452,3865790
Mesophyll,rep2,HD,median_gene_per_cell,0.0126,organelle,2452,3865790
Mesophyll,rep2,HD,pct_reads,23.4228,organelle,2452,3865790
Mesophyll,rep2,Heat,total,10860.0,cp,1499,1712037
Mesophyll,rep2,Heat,median_gene,29.0,cp,1499,1712037
Mesophyll,rep2,Heat,median_gene_per_cell,0.0193,cp,1499,1712037
Mesophyll,rep2,Heat,pct_reads,0.6343,cp,1499,1712037
Mesophyll,rep2,Heat,total,1176.0,ct,1499,1712037
Mesophyll,rep2,Heat,median_gene,0.5,ct,1499,1712037
Mesophyll,rep2,Heat,median_gene_per_cell,0.0003,ct,1499,1712037
Mesophyll,rep2,Heat,pct_reads,0.0687,ct,1499,1712037
Mesophyll,rep2,Heat,total,357897.0,cr,1499,1712037
Mesophyll,rep2,Heat,median_gene,2.5,cr,1499,1712037
Mesophyll,rep2,Heat,median_gene_per_cell,0.0017,cr,1499,1712037
Mesophyll,rep2,Heat,pct_reads,20.9047,cr,1499,1712037
Mesophyll,rep2,Heat,total,369933.0,organelle,1499,1712037
Mesophyll,rep2,Heat,median_gene,6.5,organelle,1499,1712037
Mesophyll,rep2,Heat,median_gene_per_cell,0.0043,organelle,1499,1712037
Mesophyll,rep2,Heat,pct_reads,21.6078,organelle,1499,1712037
Mesophyll,rep3,Control,total,5264.0,cp,1177,1078107
Mesophyll,rep3,Control,median_gene,24.0,cp,1177,1078107
Mesophyll,rep3,Control,median_gene_per_cell,0.0204,cp,1177,1078107
Mesophyll,rep3,Control,pct_reads,0.4883,cp,1177,1078107
Mesophyll,rep3,Control,total,684.0,ct,1177,1078107
Mesophyll,rep3,Control,median_gene,0.0,ct,1177,1078107
Mesophyll,rep3,Control,median_gene_per_cell,0.0,ct,1177,1078107
Mesophyll,rep3,Control,pct_reads,0.0634,ct,1177,1078107
Mesophyll,rep3,Control,total,1026.0,cr,1177,1078107
Mesophyll,rep3,Control,median_gene,0.0,cr,1177,1078107
Mesophyll,rep3,Control,median_gene_per_cell,0.0,cr,1177,1078107
Mesophyll,rep3,Control,pct_reads,0.0952,cr,1177,1078107
Mesophyll,rep3,Control,total,6974.0,organelle,1177,1078107
Mesophyll,rep3,Control,median_gene,5.5,organelle,1177,1078107
Mesophyll,rep3,Control,median_gene_per_cell,0.0047,organelle,1177,1078107
Mesophyll,rep3,Control,pct_reads,0.6469,organelle,1177,1078107
Mesophyll,rep3,Drought,total,3209.0,cp,802,720744
Mesophyll,rep3,Drought,median_gene,12.0,cp,802,720744
Mesophyll,rep3,Drought,median_gene_per_cell,0.015,cp,802,720744
Mesophyll,rep3,Drought,pct_reads,0.4452,cp,802,720744
Mesophyll,rep3,Drought,total,398.0,ct,802,720744
Mesophyll,rep3,Drought,median_gene,0.0,ct,802,720744
Mesophyll,rep3,Drought,median_gene_per_cell,0.0,ct,802,720744
Mesophyll,rep3,Drought,pct_reads,0.0552,ct,802,720744
Mesophyll,rep3,Drought,total,766.0,cr,802,720744
Mesophyll,rep3,Drought,median_gene,0.0,cr,802,720744
Mesophyll,rep3,Drought,median_gene_per_cell,0.0,cr,802,720744
Mesophyll,rep3,Drought,pct_reads,0.1063,cr,802,720744
Mesophyll,rep3,Drought,total,4373.0,organelle,802,720744
Mesophyll,rep3,Drought,median_gene,4.0,organelle,802,720744
Mesophyll,rep3,Drought,median_gene_per_cell,0.005,organelle,802,720744
Mesophyll,rep3,Drought,pct_reads,0.6067,organelle,802,720744
Mesophyll,rep3,HD,total,2913.0,cp,547,527004
Mesophyll,rep3,HD,median_gene,11.5,cp,547,527004
Mesophyll,rep3,HD,median_gene_per_cell,0.021,cp,547,527004
Mesophyll,rep3,HD,pct_reads,0.5527,cp,547,527004
Mesophyll,rep3,HD,total,413.0,ct,547,527004
Mesophyll,rep3,HD,median_gene,0.0,ct,547,527004
Mesophyll,rep3,HD,median_gene_per_cell,0.0,ct,547,527004
Mesophyll,rep3,HD,pct_reads,0.0784,ct,547,527004
Mesophyll,rep3,HD,total,825.0,cr,547,527004
Mesophyll,rep3,HD,median_gene,0.0,cr,547,527004
Mesophyll,rep3,HD,median_gene_per_cell,0.0,cr,547,527004
Mesophyll,rep3,HD,pct_reads,0.1565,cr,547,527004
Mesophyll,rep3,HD,total,4151.0,organelle,547,527004
Mesophyll,rep3,HD,median_gene,3.5,organelle,547,527004
Mesophyll,rep3,HD,median_gene_per_cell,0.0064,organelle,547,527004
Mesophyll,rep3,HD,pct_reads,0.7877,organelle,547,527004
Mesophyll,rep3,Heat,total,7273.0,cp,1545,1290327
Mesophyll,rep3,Heat,median_gene,31.5,cp,1545,1290327
Mesophyll,rep3,Heat,median_gene_per_cell,0.0204,cp,1545,1290327
Mesophyll,rep3,Heat,pct_reads,0.5637,cp,1545,1290327
Mesophyll,rep3,Heat,total,778.0,ct,1545,1290327
Mesophyll,rep3,Heat,median_gene,0.0,ct,1545,1290327
Mesophyll,rep3,Heat,median_gene_per_cell,0.0,ct,1545,1290327
Mesophyll,rep3,Heat,pct_reads,0.0603,ct,1545,1290327
Mesophyll,rep3,Heat,total,3380.0,cr,1545,1290327
Mesophyll,rep3,Heat,median_gene,0.0,cr,1545,1290327
Mesophyll,rep3,Heat,median_gene_per_cell,0.0,cr,1545,1290327
Mesophyll,rep3,Heat,pct_reads,0.2619,cr,1545,1290327
Mesophyll,rep3,Heat,total,11431.0,organelle,1545,1290327
Mesophyll,rep3,Heat,median_gene,12.5,organelle,1545,1290327
Mesophyll,rep3,Heat,median_gene_per_cell,0.0081,organelle,1545,1290327
Mesophyll,rep3,Heat,pct_reads,0.8859,organelle,1545,1290327
Unknown,rep1,Control,total,512.0,cp,42,70940
Unknown,rep1,Control,median_gene,2.5,cp,42,70940
Unknown,rep1,Control,median_gene_per_cell,0.0595,cp,42,70940
Unknown,rep1,Control,pct_reads,0.7217,cp,42,70940
Unknown,rep1,Control,total,60.0,ct,42,70940
Unknown,rep1,Control,median_gene,0.0,ct,42,70940
Unknown,rep1,Control,median_gene_per_cell,0.0,ct,42,70940
Unknown,rep1,Control,pct_reads,0.0846,ct,42,70940
Unknown,rep1,Control,total,8439.0,cr,42,70940
Unknown,rep1,Control,median_gene,0.0,cr,42,70940
Unknown,rep1,Control,median_gene_per_cell,0.0,cr,42,70940
Unknown,rep1,Control,pct_reads,11.896,cr,42,70940
Unknown,rep1,Control,total,9011.0,organelle,42,70940
Unknown,rep1,Control,median_gene,0.0,organelle,42,70940
Unknown,rep1,Control,median_gene_per_cell,0.0,organelle,42,70940
Unknown,rep1,Control,pct_reads,12.7023,organelle,42,70940
Unknown,rep1,Drought,total,218.0,cp,17,24179
Unknown,rep1,Drought,median_gene,1.0,cp,17,24179
Unknown,rep1,Drought,median_gene_per_cell,0.0588,cp,17,24179
Unknown,rep1,Drought,pct_reads,0.9016,cp,17,24179
Unknown,rep1,Drought,total,29.0,ct,17,24179
Unknown,rep1,Drought,median_gene,0.0,ct,17,24179
Unknown,rep1,Drought,median_gene_per_cell,0.0,ct,17,24179
Unknown,rep1,Drought,pct_reads,0.1199,ct,17,24179
Unknown,rep1,Drought,total,4226.0,cr,17,24179
Unknown,rep1,Drought,median_gene,0.0,cr,17,24179
Unknown,rep1,Drought,median_gene_per_cell,0.0,cr,17,24179
Unknown,rep1,Drought,pct_reads,17.478,cr,17,24179
Unknown,rep1,Drought,total,4473.0,organelle,17,24179
Unknown,rep1,Drought,median_gene,0.0,organelle,17,24179
Unknown,rep1,Drought,median_gene_per_cell,0.0,organelle,17,24179
Unknown,rep1,Drought,pct_reads,18.4995,organelle,17,24179
Unknown,rep1,HD,total,148.0,cp,19,27779
Unknown,rep1,HD,median_gene,0.0,cp,19,27779
Unknown,rep1,HD,median_gene_per_cell,0.0,cp,19,27779
Unknown,rep1,HD,pct_reads,0.5328,cp,19,27779
Unknown,rep1,HD,total,21.0,ct,19,27779
Unknown,rep1,HD,median_gene,0.0,ct,19,27779
Unknown,rep1,HD,median_gene_per_cell,0.0,ct,19,27779
Unknown,rep1,HD,pct_reads,0.0756,ct,19,27779
Unknown,rep1,HD,total,2008.0,cr,19,27779
Unknown,rep1,HD,median_gene,0.0,cr,19,27779
Unknown,rep1,HD,median_gene_per_cell,0.0,cr,19,27779
Unknown,rep1,HD,pct_reads,7.2285,cr,19,27779
Unknown,rep1,HD,total,2177.0,organelle,19,27779
Unknown,rep1,HD,median_gene,0.0,organelle,19,27779
Unknown,rep1,HD,median_gene_per_cell,0.0,organelle,19,27779
Unknown,rep1,HD,pct_reads,7.8369,organelle,19,27779
Unknown,rep1,Heat,total,152.0,cp,21,22238
Unknown,rep1,Heat,median_gene,0.5,cp,21,22238
Unknown,rep1,Heat,median_gene_per_cell,0.0238,cp,21,22238
Unknown,rep1,Heat,pct_reads,0.6835,cp,21,22238
Unknown,rep1,Heat,total,11.0,ct,21,22238
Unknown,rep1,Heat,median_gene,0.0,ct,21,22238
Unknown,rep1,Heat,median_gene_per_cell,0.0,ct,21,22238
Unknown,rep1,Heat,pct_reads,0.0495,ct,21,22238
Unknown,rep1,Heat,total,1185.0,cr,21,22238
Unknown,rep1,Heat,median_gene,0.0,cr,21,22238
Unknown,rep1,Heat,median_gene_per_cell,0.0,cr,21,22238
Unknown,rep1,Heat,pct_reads,5.3287,cr,21,22238
Unknown,rep1,Heat,total,1348.0,organelle,21,22238
Unknown,rep1,Heat,median_gene,0.0,organelle,21,22238
Unknown,rep1,Heat,median_gene_per_cell,0.0,organelle,21,22238
Unknown,rep1,Heat,pct_reads,6.0617,organelle,21,22238
Unknown,rep1A,Control,total,845.0,cp,49,62536
Unknown,rep1A,Control,median_gene,4.0,cp,49,62536
Unknown,rep1A,Control,median_gene_per_cell,0.0816,cp,49,62536
Unknown,rep1A,Control,pct_reads,1.3512,cp,49,62536
Unknown,rep1A,Control,total,60.0,ct,49,62536
Unknown,rep1A,Control,median_gene,0.0,ct,49,62536
Unknown,rep1A,Control,median_gene_per_cell,0.0,ct,49,62536
Unknown,rep1A,Control,pct_reads,0.0959,ct,49,62536
Unknown,rep1A,Control,total,6819.0,cr,49,62536
Unknown,rep1A,Control,median_gene,0.0,cr,49,62536
Unknown,rep1A,Control,median_gene_per_cell,0.0,cr,49,62536
Unknown,rep1A,Control,pct_reads,10.9041,cr,49,62536
Unknown,rep1A,Control,total,7724.0,organelle,49,62536
Unknown,rep1A,Control,median_gene,0.5,organelle,49,62536
Unknown,rep1A,Control,median_gene_per_cell,0.0102,organelle,49,62536
Unknown,rep1A,Control,pct_reads,12.3513,organelle,49,62536
Unknown,rep2,Control,total,180.0,cp,23,29525
Unknown,rep2,Control,median_gene,0.0,cp,23,29525
Unknown,rep2,Control,median_gene_per_cell,0.0,cp,23,29525
Unknown,rep2,Control,pct_reads,0.6097,cp,23,29525
Unknown,rep2,Control,total,8.0,ct,23,29525
Unknown,rep2,Control,median_gene,0.0,ct,23,29525
Unknown,rep2,Control,median_gene_per_cell,0.0,ct,23,29525
Unknown,rep2,Control,pct_reads,0.0271,ct,23,29525
Unknown,rep2,Control,total,5510.0,cr,23,29525
Unknown,rep2,Control,median_gene,0.0,cr,23,29525
Unknown,rep2,Control,median_gene_per_cell,0.0,cr,23,29525
Unknown,rep2,Control,pct_reads,18.6622,cr,23,29525
Unknown,rep2,Control,total,5698.0,organelle,23,29525
Unknown,rep2,Control,median_gene,0.0,organelle,23,29525
Unknown,rep2,Control,median_gene_per_cell,0.0,organelle,23,29525
Unknown,rep2,Control,pct_reads,19.2989,organelle,23,29525
Unknown,rep2,Drought,total,815.0,cp,31,55846
Unknown,rep2,Drought,median_gene,2.0,cp,31,55846
Unknown,rep2,Drought,median_gene_per_cell,0.0645,cp,31,55846
Unknown,rep2,Drought,pct_reads,1.4594,cp,31,55846
Unknown,rep2,Drought,total,71.0,ct,31,55846
Unknown,rep2,Drought,median_gene,0.0,ct,31,55846
Unknown,rep2,Drought,median_gene_per_cell,0.0,ct,31,55846
Unknown,rep2,Drought,pct_reads,0.1271,ct,31,55846
Unknown,rep2,Drought,total,19289.0,cr,31,55846
Unknown,rep2,Drought,median_gene,0.0,cr,31,55846
Unknown,rep2,Drought,median_gene_per_cell,0.0,cr,31,55846
Unknown,rep2,Drought,pct_reads,34.5396,cr,31,55846
Unknown,rep2,Drought,total,20175.0,organelle,31,55846
Unknown,rep2,Drought,median_gene,0.0,organelle,31,55846
Unknown,rep2,Drought,median_gene_per_cell,0.0,organelle,31,55846
Unknown,rep2,Drought,pct_reads,36.1261,organelle,31,55846
Unknown,rep2,HD,total,543.0,cp,56,100395
Unknown,rep2,HD,median_gene,1.0,cp,56,100395
Unknown,rep2,HD,median_gene_per_cell,0.0179,cp,56,100395
Unknown,rep2,HD,pct_reads,0.5409,cp,56,100395
Unknown,rep2,HD,total,50.0,ct,56,100395
Unknown,rep2,HD,median_gene,0.0,ct,56,100395
Unknown,rep2,HD,median_gene_per_cell,0.0,ct,56,100395
Unknown,rep2,HD,pct_reads,0.0498,ct,56,100395
Unknown,rep2,HD,total,8418.0,cr,56,100395
Unknown,rep2,HD,median_gene,0.0,cr,56,100395
Unknown,rep2,HD,median_gene_per_cell,0.0,cr,56,100395
Unknown,rep2,HD,pct_reads,8.3849,cr,56,100395
Unknown,rep2,HD,total,9011.0,organelle,56,100395
Unknown,rep2,HD,median_gene,0.0,organelle,56,100395
Unknown,rep2,HD,median_gene_per_cell,0.0,organelle,56,100395
Unknown,rep2,HD,pct_reads,8.9755,organelle,56,100395
Unknown,rep2,Heat,total,126.0,cp,28,33073
Unknown,rep2,Heat,median_gene,0.0,cp,28,33073
Unknown,rep2,Heat,median_gene_per_cell,0.0,cp,28,33073
Unknown,rep2,Heat,pct_reads,0.381,cp,28,33073
Unknown,rep2,Heat,total,17.0,ct,28,33073
Unknown,rep2,Heat,median_gene,0.0,ct,28,33073
Unknown,rep2,Heat,median_gene_per_cell,0.0,ct,28,33073
Unknown,rep2,Heat,pct_reads,0.0514,ct,28,33073
Unknown,rep2,Heat,total,2893.0,cr,28,33073
Unknown,rep2,Heat,median_gene,0.0,cr,28,33073
Unknown,rep2,Heat,median_gene_per_cell,0.0,cr,28,33073
Unknown,rep2,Heat,pct_reads,8.7473,cr,28,33073
Unknown,rep2,Heat,total,3036.0,organelle,28,33073
Unknown,rep2,Heat,median_gene,0.0,organelle,28,33073
Unknown,rep2,Heat,median_gene_per_cell,0.0,organelle,28,33073
Unknown,rep2,Heat,pct_reads,9.1797,organelle,28,33073
Unknown,rep3,Control,total,109.0,cp,21,32291
Unknown,rep3,Control,median_gene,0.0,cp,21,32291
Unknown,rep3,Control,median_gene_per_cell,0.0,cp,21,32291
Unknown,rep3,Control,pct_reads,0.3376,cp,21,32291
Unknown,rep3,Control,total,17.0,ct,21,32291
Unknown,rep3,Control,median_gene,0.0,ct,21,32291
Unknown,rep3,Control,median_gene_per_cell,0.0,ct,21,32291
Unknown,rep3,Control,pct_reads,0.0526,ct,21,32291
Unknown,rep3,Control,total,15.0,cr,21,32291
Unknown,rep3,Control,median_gene,0.0,cr,21,32291
Unknown,rep3,Control,median_gene_per_cell,0.0,cr,21,32291
Unknown,rep3,Control,pct_reads,0.0465,cr,21,32291
Unknown,rep3,Control,total,141.0,organelle,21,32291
Unknown,rep3,Control,median_gene,0.0,organelle,21,32291
Unknown,rep3,Control,median_gene_per_cell,0.0,organelle,21,32291
Unknown,rep3,Control,pct_reads,0.4367,organelle,21,32291
Unknown,rep3,Drought,total,16.0,cp,7,11205
Unknown,rep3,Drought,median_gene,0.0,cp,7,11205
Unknown,rep3,Drought,median_gene_per_cell,0.0,cp,7,11205
Unknown,rep3,Drought,pct_reads,0.1428,cp,7,11205
Unknown,rep3,Drought,total,5.0,ct,7,11205
Unknown,rep3,Drought,median_gene,0.0,ct,7,11205
Unknown,rep3,Drought,median_gene_per_cell,0.0,ct,7,11205
Unknown,rep3,Drought,pct_reads,0.0446,ct,7,11205
Unknown,rep3,Drought,total,7.0,cr,7,11205
Unknown,rep3,Drought,median_gene,0.0,cr,7,11205
Unknown,rep3,Drought,median_gene_per_cell,0.0,cr,7,11205
Unknown,rep3,Drought,pct_reads,0.0625,cr,7,11205
Unknown,rep3,Drought,total,28.0,organelle,7,11205
Unknown,rep3,Drought,median_gene,0.0,organelle,7,11205
Unknown,rep3,Drought,median_gene_per_cell,0.0,organelle,7,11205
Unknown,rep3,Drought,pct_reads,0.2499,organelle,7,11205
Unknown,rep3,HD,total,48.0,cp,16,15584
Unknown,rep3,HD,median_gene,0.0,cp,16,15584
Unknown,rep3,HD,median_gene_per_cell,0.0,cp,16,15584
Unknown,rep3,HD,pct_reads,0.308,cp,16,15584
Unknown,rep3,HD,total,5.0,ct,16,15584
Unknown,rep3,HD,median_gene,0.0,ct,16,15584
Unknown,rep3,HD,median_gene_per_cell,0.0,ct,16,15584
Unknown,rep3,HD,pct_reads,0.0321,ct,16,15584
Unknown,rep3,HD,total,16.0,cr,16,15584
Unknown,rep3,HD,median_gene,0.0,cr,16,15584
Unknown,rep3,HD,median_gene_per_cell,0.0,cr,16,15584
Unknown,rep3,HD,pct_reads,0.1027,cr,16,15584
Unknown,rep3,HD,total,69.0,organelle,16,15584
Unknown,rep3,HD,median_gene,0.0,organelle,16,15584
Unknown,rep3,HD,median_gene_per_cell,0.0,organelle,16,15584
Unknown,rep3,HD,pct_reads,0.4428,organelle,16,15584
Unknown,rep3,Heat,total,158.0,cp,35,46046
Unknown,rep3,Heat,median_gene,1.0,cp,35,46046
Unknown,rep3,Heat,median_gene_per_cell,0.0286,cp,35,46046
Unknown,rep3,Heat,pct_reads,0.3431,cp,35,46046
Unknown,rep3,Heat,total,12.0,ct,35,46046
Unknown,rep3,Heat,median_gene,0.0,ct,35,46046
Unknown,rep3,Heat,median_gene_per_cell,0.0,ct,35,46046
Unknown,rep3,Heat,pct_reads,0.0261,ct,35,46046
Unknown,rep3,Heat,total,61.0,cr,35,46046
Unknown,rep3,Heat,median_gene,0.0,cr,35,46046
Unknown,rep3,Heat,median_gene_per_cell,0.0,cr,35,46046
Unknown,rep3,Heat,pct_reads,0.1325,cr,35,46046
Unknown,rep3,Heat,total,231.0,organelle,35,46046
Unknown,rep3,Heat,median_gene,0.0,organelle,35,46046
Unknown,rep3,Heat,median_gene_per_cell,0.0,organelle,35,46046
Unknown,rep3,Heat,pct_reads,0.5017,organelle,35,46046
Vascular/Phloem parenchyma,rep1,Control,total,2685.0,cp,128,183545
Vascular/Phloem parenchyma,rep1,Control,median_gene,15.0,cp,128,183545
Vascular/Phloem parenchyma,rep1,Control,median_gene_per_cell,0.1172,cp,128,183545
Vascular/Phloem parenchyma,rep1,Control,pct_reads,1.4629,cp,128,183545
Vascular/Phloem parenchyma,rep1,Control,total,290.0,ct,128,183545
Vascular/Phloem parenchyma,rep1,Control,median_gene,0.0,ct,128,183545
Vascular/Phloem parenchyma,rep1,Control,median_gene_per_cell,0.0,ct,128,183545
Vascular/Phloem parenchyma,rep1,Control,pct_reads,0.158,ct,128,183545
Vascular/Phloem parenchyma,rep1,Control,total,34145.0,cr,128,183545
Vascular/Phloem parenchyma,rep1,Control,median_gene,0.0,cr,128,183545
Vascular/Phloem parenchyma,rep1,Control,median_gene_per_cell,0.0,cr,128,183545
Vascular/Phloem parenchyma,rep1,Control,pct_reads,18.6031,cr,128,183545
Vascular/Phloem parenchyma,rep1,Control,total,37120.0,organelle,128,183545
Vascular/Phloem parenchyma,rep1,Control,median_gene,4.0,organelle,128,183545
Vascular/Phloem parenchyma,rep1,Control,median_gene_per_cell,0.0312,organelle,128,183545
Vascular/Phloem parenchyma,rep1,Control,pct_reads,20.2239,organelle,128,183545
Vascular/Phloem parenchyma,rep1,Drought,total,809.0,cp,37,50690
Vascular/Phloem parenchyma,rep1,Drought,median_gene,3.0,cp,37,50690
Vascular/Phloem parenchyma,rep1,Drought,median_gene_per_cell,0.0811,cp,37,50690
Vascular/Phloem parenchyma,rep1,Drought,pct_reads,1.596,cp,37,50690
Vascular/Phloem parenchyma,rep1,Drought,total,91.0,ct,37,50690
Vascular/Phloem parenchyma,rep1,Drought,median_gene,0.0,ct,37,50690
Vascular/Phloem parenchyma,rep1,Drought,median_gene_per_cell,0.0,ct,37,50690
Vascular/Phloem parenchyma,rep1,Drought,pct_reads,0.1795,ct,37,50690
Vascular/Phloem parenchyma,rep1,Drought,total,16080.0,cr,37,50690
Vascular/Phloem parenchyma,rep1,Drought,median_gene,0.0,cr,37,50690
Vascular/Phloem parenchyma,rep1,Drought,median_gene_per_cell,0.0,cr,37,50690
Vascular/Phloem parenchyma,rep1,Drought,pct_reads,31.7222,cr,37,50690
Vascular/Phloem parenchyma,rep1,Drought,total,16980.0,organelle,37,50690
Vascular/Phloem parenchyma,rep1,Drought,median_gene,0.0,organelle,37,50690
Vascular/Phloem parenchyma,rep1,Drought,median_gene_per_cell,0.0,organelle,37,50690
Vascular/Phloem parenchyma,rep1,Drought,pct_reads,33.4977,organelle,37,50690
Vascular/Phloem parenchyma,rep1,HD,total,772.0,cp,82,89249
Vascular/Phloem parenchyma,rep1,HD,median_gene,3.0,cp,82,89249
Vascular/Phloem parenchyma,rep1,HD,median_gene_per_cell,0.0366,cp,82,89249
Vascular/Phloem parenchyma,rep1,HD,pct_reads,0.865,cp,82,89249
Vascular/Phloem parenchyma,rep1,HD,total,144.0,ct,82,89249
Vascular/Phloem parenchyma,rep1,HD,median_gene,0.0,ct,82,89249
Vascular/Phloem parenchyma,rep1,HD,median_gene_per_cell,0.0,ct,82,89249
Vascular/Phloem parenchyma,rep1,HD,pct_reads,0.1613,ct,82,89249
Vascular/Phloem parenchyma,rep1,HD,total,10010.0,cr,82,89249
Vascular/Phloem parenchyma,rep1,HD,median_gene,0.0,cr,82,89249
Vascular/Phloem parenchyma,rep1,HD,median_gene_per_cell,0.0,cr,82,89249
Vascular/Phloem parenchyma,rep1,HD,pct_reads,11.2158,cr,82,89249
Vascular/Phloem parenchyma,rep1,HD,total,10926.0,organelle,82,89249
Vascular/Phloem parenchyma,rep1,HD,median_gene,0.0,organelle,82,89249
Vascular/Phloem parenchyma,rep1,HD,median_gene_per_cell,0.0,organelle,82,89249
Vascular/Phloem parenchyma,rep1,HD,pct_reads,12.2422,organelle,82,89249
Vascular/Phloem parenchyma,rep1,Heat,total,364.0,cp,30,28960
Vascular/Phloem parenchyma,rep1,Heat,median_gene,1.0,cp,30,28960
Vascular/Phloem parenchyma,rep1,Heat,median_gene_per_cell,0.0333,cp,30,28960
Vascular/Phloem parenchyma,rep1,Heat,pct_reads,1.2569,cp,30,28960
Vascular/Phloem parenchyma,rep1,Heat,total,35.0,ct,30,28960
Vascular/Phloem parenchyma,rep1,Heat,median_gene,0.0,ct,30,28960
Vascular/Phloem parenchyma,rep1,Heat,median_gene_per_cell,0.0,ct,30,28960
Vascular/Phloem parenchyma,rep1,Heat,pct_reads,0.1209,ct,30,28960
Vascular/Phloem parenchyma,rep1,Heat,total,5023.0,cr,30,28960
Vascular/Phloem parenchyma,rep1,Heat,median_gene,0.0,cr,30,28960
Vascular/Phloem parenchyma,rep1,Heat,median_gene_per_cell,0.0,cr,30,28960
Vascular/Phloem parenchyma,rep1,Heat,pct_reads,17.3446,cr,30,28960
Vascular/Phloem parenchyma,rep1,Heat,total,5422.0,organelle,30,28960
Vascular/Phloem parenchyma,rep1,Heat,median_gene,0.0,organelle,30,28960
Vascular/Phloem parenchyma,rep1,Heat,median_gene_per_cell,0.0,organelle,30,28960
Vascular/Phloem parenchyma,rep1,Heat,pct_reads,18.7224,organelle,30,28960
Vascular/Phloem parenchyma,rep1A,Control,total,1869.0,cp,89,105922
Vascular/Phloem parenchyma,rep1A,Control,median_gene,7.0,cp,89,105922
Vascular/Phloem parenchyma,rep1A,Control,median_gene_per_cell,0.0787,cp,89,105922
Vascular/Phloem parenchyma,rep1A,Control,pct_reads,1.7645,cp,89,105922
Vascular/Phloem parenchyma,rep1A,Control,total,162.0,ct,89,105922
Vascular/Phloem parenchyma,rep1A,Control,median_gene,0.0,ct,89,105922
Vascular/Phloem parenchyma,rep1A,Control,median_gene_per_cell,0.0,ct,89,105922
Vascular/Phloem parenchyma,rep1A,Control,pct_reads,0.1529,ct,89,105922
Vascular/Phloem parenchyma,rep1A,Control,total,17670.0,cr,89,105922
Vascular/Phloem parenchyma,rep1A,Control,median_gene,0.0,cr,89,105922
Vascular/Phloem parenchyma,rep1A,Control,median_gene_per_cell,0.0,cr,89,105922
Vascular/Phloem parenchyma,rep1A,Control,pct_reads,16.6821,cr,89,105922
Vascular/Phloem parenchyma,rep1A,Control,total,19701.0,organelle,89,105922
Vascular/Phloem parenchyma,rep1A,Control,median_gene,1.0,organelle,89,105922
Vascular/Phloem parenchyma,rep1A,Control,median_gene_per_cell,0.0112,organelle,89,105922
Vascular/Phloem parenchyma,rep1A,Control,pct_reads,18.5995,organelle,89,105922
Vascular/Phloem parenchyma,rep2,Control,total,394.0,cp,34,43710
Vascular/Phloem parenchyma,rep2,Control,median_gene,1.0,cp,34,43710
