GeneID,Means-CK,Means-D_24,log2Ratio (D_24/CK),Up-Down-Regulation (D_24/CK),Probability
GLYMA01G31311,21.92,4.823333333,-2.184145377,Down,0.801502298
GLYMA07G37790,97.37333333,27.40666667,-1.828999859,Down,0.803347473
GLYMA09G31326,5.466666667,0.27,-4.339630097,Down,0.802849063
GLYMA03G38570,13.1,2.103333333,-2.638817402,Down,0.80757865
GLYMA07G11910,31.55666667,4.806666667,-2.714836158,Down,0.850250972
GLYMA02G14331,29.93333333,2.426666667,-3.624705089,Down,0.893421704
GLYMA15G07691,16.29333333,0.29,-5.812085074,Down,0.930576175
GLYMA02G11060,175.5666667,52.01333333,-1.755065556,Down,0.80049134
GLYMA08G14060,82.33,21.58,-1.931723361,Down,0.810123719
GLYMA19G31080,112.75,20.94666667,-2.428334848,Down,0.854821492
GLYMA19G43940,27.24,2.313333333,-3.557681636,Down,0.886511135
GLYMA19G38670,25.77,1.126666667,-4.515559886,Down,0.92097561
GLYMA19G44805,101.35,23.35333333,-2.117645696,Down,0.831276069
GLYMA18G43676,10.23,0.656666667,-3.961501111,Down,0.850827147
GLYMA03G28360,80.79,13.29333333,-2.603473822,Down,0.864453871
GLYMA15G04570,37.13,4.776666667,-2.958509206,Down,0.866970661
GLYMA13G01530,17.83666667,1.97,-3.178578493,Down,0.85504065
GLYMA01G36590,10.80666667,1.393333333,-2.955309243,Down,0.808890067
GLYMA15G16780,12.88,0.95,-3.76106127,Down,0.860180276
GLYMA17G01650,33.05666667,8.036666667,-2.040272105,Down,0.806129374
GLYMA12G06730,21.54333333,1.306666667,-4.043278432,Down,0.897437257
GLYMA13G24200,47.54666667,10.35,-2.199713435,Down,0.825715801
GLYMA19G43590,6.73,0.113333333,-5.891962354,Down,0.863623188
GLYMA08G18170,22.97333333,1.96,-3.551034641,Down,0.880328738
GLYMA06G10710,84.99333333,15.01333333,-2.501105358,Down,0.85534818
GLYMA05G32850,69.52666667,11.66333333,-2.57558626,Down,0.861809827
GLYMA02G34171,244.4366667,60.47,-2.015169228,Down,0.828960764
GLYMA10G40890,8.066666667,0.116666667,-6.111508315,Down,0.884036762
GLYMA04G40861,173.07,35.40666667,-2.289262735,Down,0.845397667
GLYMA12G01700,23.18,4.186666667,-2.469006603,Down,0.824220573
GLYMA10G34991,8.213333333,0.173333333,-5.566346823,Down,0.877423118
GLYMA05G05180,30.26,5.78,-2.38827059,Down,0.830240368
GLYMA16G07540,24.97333333,3.65,-2.77442003,Down,0.844577589
GLYMA01G33070,10.21666667,1.393333333,-2.874312226,Down,0.801583598
GLYMA12G25740,18.52333333,0.923333333,-4.326348359,Down,0.901760339
GLYMA12G32010,143.67,40.76333333,-1.817414907,Down,0.805486037
GLYMA08G19170,52.83,8.953333333,-2.560860606,Down,0.850954401
GLYMA08G01740,25.84333333,3.296666667,-2.970712239,Down,0.856631318
GLYMA02G17190,23.28333333,0.346666667,-6.069604682,Down,0.949165783
GLYMA13G25181,45.15,4.686666667,-3.268091894,Down,0.887338282
GLYMA14G09540,39.23333333,9.746666667,-2.009099104,Down,0.808225521
GLYMA07G19120,51.34333333,0.56,-6.518606325,Down,0.974316013
GLYMA15G24130,6.79,0.54,-3.652380262,Down,0.800636267
GLYMA18G03310,95.16,25.41666667,-1.904580435,Down,0.80903146
GLYMA04G34530,11.02666667,0.01,-10.10678102,Down,0.924860375
GLYMA07G01860,18.08666667,3.546666667,-2.350390897,Down,0.807596324
GLYMA13G09794,33.58333333,7.873333333,-2.092698969,Down,0.810282785
GLYMA09G05230,206.34,52.47666667,-1.975275534,Down,0.821322022
GLYMA13G34100,26.62333333,2.99,-3.154473823,Down,0.866542948
GLYMA03G28850,37.61,3.003333333,-3.646479796,Down,0.899840933
GLYMA17G37900,66.09,5.733333333,-3.526985932,Down,0.905867798
GLYMA14G03580,53.77666667,3.503333333,-3.940180164,Down,0.918886532
GLYMA11G10080,83.64,3.433333333,-4.606511225,Down,0.947066101
GLYMA20G27580,18.50333333,3.523333333,-2.392772316,Down,0.810996819
GLYMA16G09120,33.73666667,5.97,-2.498514599,Down,0.838345705
