GeneID,Means-CK,Means-H_24,log2Ratio (H_24/CK),Up-Down-Regulation (H_24/CK),Probability
GLYMA08G22530,0.01,111.2933333,13.44207955,Up,0.992296492
GLYMA19G01050.13,0.01,92.97333333,13.18260127,Up,0.990567491
GLYMA0405S00330,0.01,38.66333333,11.91675031,Up,0.975552476
GLYMA13G11830,0.01,35.04,11.77478706,Up,0.972857473
GLYMA17G15710,0.01,30.44666667,11.57206857,Up,0.968765969
GLYMA12G16571,0.01,26.94666667,11.39589111,Up,0.964600965
GLYMA13G20170,0.026666667,56.61666667,11.0519736,Up,0.983682984
GLYMA15G11710,0.01,17.59666667,10.78108645,Up,0.946050946
GLYMA18G53170,0.023333333,27.03333333,10.17813128,Up,0.964415464
GLYMA19G02171,0.01,11.35666667,10.14932373,Up,0.919051919
GLYMA11G18570,0.166666667,167.1266667,9.969760638,Up,0.994707995
GLYMA06G26610,0.106666667,104.9866667,9.942880997,Up,0.991330491
GLYMA09G00870,0.01,9.573333333,9.902877533,Up,0.905398405
GLYMA02G02500,0.01,9.33,9.865733271,Up,0.903368403
GLYMA10G05800,0.01,8.516666667,9.734145075,Up,0.895405895
GLYMA13G17090,0.01,8.196666667,9.678893519,Up,0.891744892
GLYMA10G06710,0.01,7.426666667,9.536571017,Up,0.882399882
GLYMA19G22570,0.01,6.756666667,9.400167873,Up,0.872795873
GLYMA04G38620,0.01,6.556666667,9.356818742,Up,0.86953387
GLYMA09G00860,0.01,6.48,9.339850003,Up,0.868280868
GLYMA16G26430,0.01,5.536666667,9.112873857,Up,0.85031885
GLYMA06G41610,0.04,21.20333333,9.05007537,Up,0.953729954
GLYMA07G32030,0.01,5.123333333,9.000938949,Up,0.840714841
GLYMA11G05275,0.01,5.053333333,8.981091537,Up,0.838905339
GLYMA20G22255,0.01,4.69,8.873444113,Up,0.829444829
GLYMA11G05820,0.01,4.5,8.813781191,Up,0.823967324
GLYMA14G06910,0.04,17.41666667,8.766252821,Up,0.944104944
GLYMA04G09090,0.01,4.283333333,8.742590143,Up,0.817068817
GLYMA11G02350,0.01,4.02,8.651051691,Up,0.808679309
GLYMA15G01420,0.056666667,22.52,8.634490772,Up,0.955896456
GLYMA08G45520,0.486666667,191.8,8.622453042,Up,0.993979994
GLYMA01G02580,0.28,109.7733333,8.614885088,Up,0.99033649
GLYMA07G32110,0.053333333,19.06666667,8.481799432,Up,0.948108948
GLYMA18G40825,0.013333333,4.723333333,8.468624043,Up,0.82968283
GLYMA03G39870,0.07,24.74666667,8.465663572,Up,0.95952246
GLYMA08G07340,0.186666667,61.31333333,8.359592703,Up,0.982979483
GLYMA18G46560,1.993333333,654.6566667,8.359411693,Up,0.996790497
GLYMA03G15800,0.643333333,208.7033333,8.341671486,Up,0.993864494
GLYMA10G43165,0.043333333,13.46,8.278985477,Up,0.928603429
GLYMA19G03060,0.036666667,10.90333333,8.216084425,Up,0.913714414
GLYMA14G11430,0.05,14.67,8.196725061,Up,0.933608434
GLYMA08G07330,0.106666667,31.09333333,8.187352073,Up,0.966833967
GLYMA14G22690,0.33,86.2,8.029078035,Up,0.986741987
GLYMA16G33790,0.35,81.80666667,7.868719685,Up,0.985653486
GLYMA06G04000,0.123333333,26.2,7.730860232,Up,0.95965896
GLYMA15G25060,0.266666667,53.60666667,7.65123112,Up,0.978618479
GLYMA07G32090,0.263333333,52.84333333,7.648687511,Up,0.978341978
GLYMA13G31590,0.026666667,5.026666667,7.558420713,Up,0.835027335
GLYMA14G36470,0.036666667,6.82,7.539158811,Up,0.86987337
GLYMA19G01440,0.193333333,35.64333333,7.526398053,Up,0.968825469
GLYMA17G34220,0.13,23.36333333,7.48959069,Up,0.954496454
GLYMA02G06870,0.156666667,27.09666667,7.434273321,Up,0.95984446
GLYMA10G36760,0.093333333,13.88666667,7.217092202,Up,0.927017927
GLYMA13G05660,0.093333333,13.74,7.201773867,Up,0.926321426
GLYMA08G22540,0.283333333,41.39333333,7.19075428,Up,0.971170471
GLYMA18G46550,1.776666667,255.4233333,7.167573481,Up,0.990700491
GLYMA02G43470,0.143333333,18.79666667,7.034958873,Up,0.942473942
GLYMA20G29000,0.053333333,6.803333333,6.995060467,Up,0.866982367
GLYMA14G06900,0.046666667,5.533333333,6.889612604,Up,0.843269843
GLYMA04G03900,0.123333333,13.88,6.814300988,Up,0.924427924
GLYMA16G26940,0.1,11.12666667,6.797877644,Up,0.909108409
GLYMA13G17580,0.436666667,48.45666667,6.794018949,Up,0.972094472
GLYMA16G27950,0.123333333,13.59666667,6.784546426,Up,0.922782923
GLYMA15G30088,0.206666667,21.95666667,6.731209524,Up,0.947373947
GLYMA03G31691,0.236666667,25.09666667,6.728495424,Up,0.952826953
GLYMA13G38890,0.053333333,5.523333333,6.694357887,Up,0.841334341
GLYMA05G25681,0.05,5.156666667,6.688366886,Up,0.833186333
GLYMA06G15341,0.06,6.183333333,6.68727847,Up,0.854441854
GLYMA13G38490,0.043333333,4.44,6.678938649,Up,0.813946814
GLYMA12G36330,3.376666667,341.1733333,6.658761309,Up,0.988029988
GLYMA10G42530,0.046666667,4.65,6.638694485,Up,0.81962382
GLYMA10G06170,0.043333333,4.316666667,6.638296664,Up,0.80959981
GLYMA02G36700,0.063333333,6.09,6.587333405,Up,0.852033852
GLYMA03G32520,0.076666667,7.203333333,6.553921401,Up,0.869208369
GLYMA12G10780,0.78,70.07333333,6.489247592,Up,0.975807976
GLYMA09G05400,0.296666667,26.64666667,6.488968426,Up,0.952900453
GLYMA14G22575,1.093333333,95.88666667,6.454524999,Up,0.979052479
GLYMA11G36200,0.24,21,6.451211112,Up,0.942704943
GLYMA06G36520,0.203333333,17.44666667,6.422960871,Up,0.933653934
GLYMA05G25690,0.233333333,19.86333333,6.411571515,Up,0.93987344
GLYMA18G52320,0.066666667,5.54,6.376776572,Up,0.838642839
GLYMA01G00840,0.863333333,71.20666667,6.365950816,Up,0.974747475
GLYMA16G33130,0.07,5.566666667,6.313314965,Up,0.838621839
GLYMA04G03740,1.02,78.50333333,6.266112856,Up,0.975041475
GLYMA18G52230,1.596666667,120.3966667,6.236588484,Up,0.978768979
GLYMA01G39780,0.076666667,5.556666667,6.179476433,Up,0.836728337
GLYMA20G34810,0.246666667,17.70333333,6.165314448,Up,0.931739432
GLYMA12G31490,0.06,4.276666667,6.155380454,Up,0.803415303
GLYMA02G47870,0.213333333,14.80666667,6.116993678,Up,0.921267421
GLYMA08G45510,0.54,36.25666667,6.069143076,Up,0.957968458
GLYMA14G36660,0.15,9.806666667,6.030728435,Up,0.891307391
GLYMA04G40790,0.16,10.32,6.011227255,Up,0.895216895
GLYMA05G17470,0.833333333,50.32666667,5.916285546,Up,0.963806464
GLYMA02G07940,0.423333333,25.49,5.911993472,Up,0.944843445
GLYMA20G30835,0.21,12.48,5.893084796,Up,0.907862408
GLYMA16G01440,0.12,7.05,5.876516947,Up,0.85958686
GLYMA15G40220,0.23,13.02333333,5.823321083,Up,0.909458409
GLYMA07G05960,0.16,9.033333333,5.819114636,Up,0.881570382
GLYMA07G01660,0.106666667,5.996666667,5.812979471,Up,0.841344841
GLYMA07G18200,0.623333333,35.00333333,5.811344641,Up,0.953603954
GLYMA08G16640,0.293333333,16.37333333,5.802663227,Up,0.922751423
GLYMA12G32230,0.41,22.72,5.792195115,Up,0.938375438
GLYMA19G43135,0.083333333,4.583333333,5.781359714,Up,0.807821808
GLYMA03G40395,0.436666667,23.44333333,5.7465015,Up,0.939180439
GLYMA01G34400,0.293333333,15.69,5.741160519,Up,0.919461419
GLYMA13G24510,0.336666667,17.98666667,5.73946315,Up,0.926744927
GLYMA01G04250,1.036666667,54.13,5.706404403,Up,0.961832462
GLYMA10G07831,0.58,30.15,5.699961292,Up,0.947366947
GLYMA13G24461,1.676666667,85.72,5.675964046,Up,0.967950468
GLYMA17G37590,0.35,17.81333333,5.669458775,Up,0.925124425
GLYMA09G03690,0.53,26.64666667,5.651818902,Up,0.942032942
GLYMA01G08650,0.113333333,5.523333333,5.606895046,Up,0.828121828
GLYMA18G50080,0.13,6.33,5.605621971,Up,0.843721344
GLYMA01G26570,0.313333333,15.09666667,5.590387972,Up,0.914498414
GLYMA13G10010,0.106666667,5.133333333,5.588714636,Up,0.818612319
GLYMA09G05460,0.53,24.99333333,5.559407155,Up,0.938025438
GLYMA13G16950,2.363333333,110.4933333,5.54699239,Up,0.968121968
GLYMA13G39890,0.22,10.21666667,5.537277239,Up,0.886498386
GLYMA14G22700,2.356666667,109.3333333,5.53584179,Up,0.967470967
GLYMA11G31330,4.34,194.36,5.484892485,Up,0.96990347
GLYMA12G31990,0.11,4.886666667,5.473275269,Up,0.80990781
GLYMA11G09250,0.793333333,35.05666667,5.465617847,Up,0.947174447
GLYMA18G52250,8.943333333,392.47,5.455625921,Up,0.972185472
GLYMA14G35650,0.16,6.976666667,5.446394096,Up,0.85026285
GLYMA17G06321,0.15,6.36,5.40599236,Up,0.83975584
GLYMA07G32360,0.403333333,16.89666667,5.388622211,Up,0.916892417
GLYMA08G45580,0.646666667,26.9,5.378440116,Up,0.936775937
GLYMA02G43830,0.186666667,7.756666667,5.376900573,Up,0.859261359
GLYMA1251S50,10.20333333,419.2566667,5.360721275,Up,0.97021147
GLYMA08G41251,0.25,10.25333333,5.358021097,Up,0.883411383
GLYMA10G05280,0.153333333,6.233333333,5.345260599,Up,0.836234836
GLYMA07G16810,20.24,814.4133333,5.330479986,Up,0.97027447
GLYMA14G07330,0.473333333,18.89666667,5.319131434,Up,0.921001421
GLYMA08G07350,0.313333333,12.30333333,5.295207171,Up,0.895556396
GLYMA18G50870,0.476666667,18.33666667,5.265606851,Up,0.918050918
GLYMA04G10590,0.556666667,20.64,5.212485464,Up,0.922579923
GLYMA10G43340,0.783333333,28.67,5.193771743,Up,0.934766935
GLYMA01G39460,1.473333333,53.70333333,5.187855864,Up,0.950670951
GLYMA14G08070,0.193333333,7.016666667,5.181623523,Up,0.844970845
GLYMA11G02630,3.82,138.4633333,5.179787536,Up,0.961646962
GLYMA14G39800,18.02666667,651.19,5.174873989,Up,0.966490966
GLYMA13G38900,0.3,10.76,5.164571767,Up,0.882074382
GLYMA12G03680,1.173333333,41.91,5.158609688,Up,0.944577445
GLYMA20G04820,0.256666667,9.11,5.149483204,Up,0.868413868
GLYMA19G32700,1.753333333,62.11333333,5.146730789,Up,0.952305452
GLYMA02G47750,2.943333333,102.95,5.128349083,Up,0.958335958
GLYMA13G24440,4.28,148.3166667,5.114926119,Up,0.96030296
GLYMA1454S00200,0.61,20.80666667,5.092092804,Up,0.92008442
GLYMA03G28640,0.236666667,7.996666667,5.078470323,Up,0.854861855
GLYMA15G07710,6.376666667,215.11,5.076128316,Up,0.961006461
GLYMA08G41403,2.916666667,96.47666667,5.047787641,Up,0.955595456
GLYMA18G50120,0.51,16.76666667,5.038954842,Up,0.908471408
GLYMA11G24323,1.65,54.18333333,5.037311221,Up,0.947685448
GLYMA18G44250,0.203333333,6.41,4.97840571,Up,0.83040033
GLYMA13G42121,0.21,6.61,4.976189039,Up,0.833644834
GLYMA01G45500,0.496666667,15.45666667,4.959807491,Up,0.901702402
GLYMA01G33150,0.66,20.52,4.958420896,Up,0.916034916
GLYMA20G12050,0.316666667,9.803333333,4.952235461,Up,0.87017787
GLYMA08G09820,0.893333333,27.53666667,4.946011526,Up,0.927913928
GLYMA16G02521,0.24,7.366666667,4.939905653,Up,0.843682844
GLYMA01G32440,0.266666667,8.126666667,4.929554316,Up,0.852821353
GLYMA16G06070,0.883333333,26.57333333,4.910877445,Up,0.925509426
GLYMA13G42850,1.723333333,51.60666667,4.904283763,Up,0.942442442
GLYMA12G10580,2.27,67.69333333,4.898249557,Up,0.947006447
GLYMA05G26121,0.186666667,5.543333333,4.892217531,Up,0.811608812
GLYMA06G15630,0.316666667,9.343333333,4.882900421,Up,0.864122864
GLYMA07G39490,0.266666667,7.75,4.861086906,Up,0.847242347
GLYMA01G42661,7.436666667,216.0266667,4.860409494,Up,0.956246456
GLYMA17G07160,0.496666667,14.11333333,4.828637034,Up,0.893029393
GLYMA11G37370,3.856666667,108.31,4.811668181,Up,0.950740951
GLYMA12G00780,0.77,21.47,4.801319935,Up,0.913231413
GLYMA10G32000,0.636666667,17.75,4.801136982,Up,0.904456904
GLYMA06G47780,1.35,37.57,4.798549804,Up,0.932558433
GLYMA14G11420,0.233333333,6.483333333,4.796271423,Up,0.826574827
GLYMA15G09605,0.72,19.92,4.790076931,Up,0.90997641
GLYMA06G45950,1.843333333,50.97666667,4.789448155,Up,0.939456939
GLYMA14G07820,0.4,11.02666667,4.784852924,Up,0.874657875
GLYMA13G38240,0.92,25.24666667,4.778315249,Up,0.92007392
GLYMA19G33360,0.853333333,23.26,4.768597882,Up,0.916622917
GLYMA12G36320,9.986666667,271.58,4.765230211,Up,0.954436954
GLYMA08G00595,0.26,7.07,4.765126687,Up,0.835496335
GLYMA19G33310,1.006666667,27.09333333,4.750279947,Up,0.922324422
GLYMA08G18660,2.366666667,63.69,4.750138443,Up,0.943201943
GLYMA19G42240,0.746666667,20.07666667,4.748911622,Up,0.91009191
GLYMA14G08910,1.766666667,47.30666667,4.742941745,Up,0.936285936
GLYMA10G32830,5.553333333,147.8366667,4.734506328,Up,0.95021945
GLYMA06G15211,0.263333333,6.983333333,4.72895378,Up,0.832769833
GLYMA16G27880,6.36,167.13,4.715800146,Up,0.950870451
GLYMA07G16830,17.75,465.8133333,4.713861006,Up,0.954044954
GLYMA13G32180,0.53,13.88333333,4.711217825,Up,0.888857389
GLYMA03G26590,6.876666667,179.7733333,4.708325809,Up,0.951132951
GLYMA08G22370,0.386666667,10.09333333,4.706168495,Up,0.865970866
GLYMA04G02021,18.36666667,479.15,4.705315645,Up,0.954097454
GLYMA02G40580,0.586666667,15.3,4.70484682,Up,0.894579895
GLYMA07G12630,0.86,22.27,4.694621088,Up,0.911687912
GLYMA03G29950,3.776666667,97.79333333,4.694550758,Up,0.945438445
GLYMA04G05720,2.22,56.34,4.665527982,Up,0.937986938
GLYMA06G12010,0.22,5.58,4.664689693,Up,0.806215306
GLYMA17G04920,2.733333333,69.16333333,4.661274087,Up,0.941248941
GLYMA14G05650,2.29,57.91666667,4.660559069,Up,0.938413938
GLYMA05G00590,1.866666667,47.00333333,4.65422684,Up,0.934353934
GLYMA0405S00200,1.026666667,25.8,4.65133131,Up,0.917438417
GLYMA12G32650,0.226666667,5.69,4.649784502,Up,0.808273308
GLYMA05G36850,0.863333333,21.59333333,4.644524465,Up,0.91000791
GLYMA19G02270,0.306666667,7.593333333,4.629990076,Up,0.837823838
GLYMA05G35501,0.34,8.346666667,4.617593505,Up,0.846405846
GLYMA07G11800,0.94,23.03333333,4.614918643,Up,0.911309911
GLYMA11G02770,6.923333333,168.5766667,4.605794241,Up,0.947608448
GLYMA04G42560,0.26,6.296666667,4.598004768,Up,0.818524819
GLYMA05G37770,0.793333333,19.19333333,4.59653431,Up,0.903109403
GLYMA08G24380,1.276666667,30.85666667,4.595128425,Up,0.921904422
GLYMA18G53400,0.556666667,13.43333333,4.592859831,Up,0.883383383
GLYMA01G22751,0.336666667,8.12,4.592086935,Up,0.843819344
GLYMA16G04360,0.366666667,8.82,4.588237633,Up,0.851260351
GLYMA20G34820,18.86333333,450.8633333,4.579033645,Up,0.950558951
GLYMA20G34620,0.293333333,6.986666667,4.573991383,Up,0.827467327
GLYMA03G37310,1.703333333,39.15666667,4.522825261,Up,0.926310926
GLYMA13G35320,234.1633333,5382.943333,4.522808145,Up,0.94963845
GLYMA03G28430,5.276666667,120.9566667,4.518719627,Up,0.943107443
GLYMA05G18326,0.25,5.73,4.518535139,Up,0.805221305
GLYMA10G32820,12.83,292.3333333,4.510021266,Up,0.945672946
GLYMA13G29450,0.763333333,17.25666667,4.498696815,Up,0.893886894
GLYMA17G23821,1.17,26.44666667,4.498505462,Up,0.912566413
GLYMA08G41735,0.596666667,13.38,4.487009124,Up,0.879039879
GLYMA20G03100,1.63,36.19,4.472647238,Up,0.922212422
GLYMA15G00550,0.29,6.426666667,4.46994584,Up,0.816463316
GLYMA03G30440,0.96,21.24666667,4.468058302,Up,0.903515404
GLYMA12G05910,0.916666667,20,4.447458977,Up,0.899133399
GLYMA05G05660,75.12666667,1624.796667,4.434790283,Up,0.945553946
GLYMA04G08400,0.57,12.10333333,4.4082987,Up,0.87013237
GLYMA04G08390,0.616666667,13.03333333,4.401571432,Up,0.875189875
GLYMA14G32430,0.516666667,10.91,4.400273482,Up,0.862386862
GLYMA18G14750,1.346666667,28.40666667,4.398764853,Up,0.912856913
GLYMA03G30380,8.963333333,188.8466667,4.397036159,Up,0.941703942
GLYMA08G18550,0.586666667,12.35,4.395826209,Up,0.871399371
GLYMA07G05420,0.586666667,12.16666667,4.37424913,Up,0.868585369
GLYMA03G05530,12.14666667,251.6766667,4.372939105,Up,0.940923441
GLYMA04G23120,0.596666667,12.35666667,4.372220623,Up,0.86957937
GLYMA05G28240,0.946666667,19.58333333,4.370626017,Up,0.895906396
GLYMA07G00440,0.726666667,14.98666667,4.366241995,Up,0.881867882
GLYMA10G43850,0.84,17.31333333,4.365350375,Up,0.88981989
GLYMA13G24180,0.823333333,16.87,4.356839527,Up,0.888367388
GLYMA19G39830,0.473333333,9.693333333,4.356064434,Up,0.851099351
GLYMA19G04410,1.07,21.91,4.355906783,Up,0.900599901
GLYMA08G45590,4.773333333,97.72333333,4.355634083,Up,0.935109935
GLYMA07G31500,0.346666667,7.076666667,4.351448938,Up,0.822185822
GLYMA17G03365,11.68666667,237.6133333,4.345680393,Up,0.94045444
GLYMA12G00991,0.496666667,10.07,4.341641948,Up,0.853860854
GLYMA20G26610,3.38,68.04,4.331287989,Up,0.930633431
GLYMA09G28310,1.076666667,21.47,4.317678622,Up,0.899465899
GLYMA17G23870,52.02333333,1027.35,4.303625115,Up,0.940587441
GLYMA15G14540,0.583333333,11.35,4.282227971,Up,0.860766361
GLYMA10G07050,103.4866667,2012.093333,4.281180421,Up,0.940636441
GLYMA12G10380,0.99,19.03333333,4.264955909,Up,0.891559392
GLYMA11G15497,2.37,45.28666667,4.256127389,Up,0.920654921
GLYMA10G06940,473.09,8917.976667,4.236529854,Up,0.938494438
GLYMA08G21190,0.59,11.11333333,4.235432839,Up,0.856849857
GLYMA11G33690,0.413333333,7.776666667,4.233774282,Up,0.826487326
GLYMA18G04540,5.066666667,95.01666667,4.229071773,Up,0.92977943
GLYMA09G39060,0.8,14.99,4.227856573,Up,0.876715877
GLYMA09G09430,5.3,98.92666667,4.222295201,Up,0.93007343
GLYMA20G26600,39.66,734.34,4.210691604,Up,0.937545938
GLYMA10G37160,0.9,16.63,4.207719357,Up,0.882312382
GLYMA16G04330,0.956666667,17.57666667,4.199501355,Up,0.885224385
GLYMA05G29410,0.856666667,15.67333333,4.193434274,Up,0.878990879
GLYMA07G37770,0.526666667,9.57,4.183556867,Up,0.844452844
GLYMA11G07490,4.913333333,88.65666667,4.173455097,Up,0.928494928
GLYMA12G22880,2.743333333,49.38333333,4.170022385,Up,0.91977992
GLYMA14G33940,0.72,12.88666667,4.16173842,Up,0.864469364
GLYMA08G27620,0.463333333,8.276666667,4.158927473,Up,0.829210329
GLYMA10G06880,74.37666667,1325.406667,4.155441179,Up,0.935172935
GLYMA01G24360,23.27,413.1533333,4.150134192,Up,0.933961934
GLYMA05G29850,0.356666667,6.32,4.147276262,Up,0.802361802
GLYMA08G25520,38.15333333,673.3266667,4.141425592,Up,0.934511435
GLYMA05G18376,41.92333333,739.3433333,4.140419137,Up,0.934602435
GLYMA15G12865,0.563333333,9.92,4.138279375,Up,0.844795845
GLYMA15G06790,72.52333333,1275.783333,4.13679429,Up,0.934931435
GLYMA02G07760,0.366666667,6.423333333,4.130781143,Up,0.803954304
GLYMA12G01140,0.416666667,7.276666667,4.12631213,Up,0.816729317
GLYMA08G15220,0.433333333,7.49,4.111416596,Up,0.819354319
GLYMA08G08220,1.08,18.56333333,4.103352574,Up,0.884643385
GLYMA0405S00215,0.576666667,9.883333333,4.099188162,Up,0.844113344
GLYMA03G36980,0.536666667,9.193333333,4.098489863,Up,0.838110838
GLYMA16G26240,0.956666667,16.24333333,4.085687581,Up,0.877611878
GLYMA14G09690,0.393333333,6.676666667,4.085303656,Up,0.807317807
GLYMA03G32890,0.816666667,13.83,4.081910003,Up,0.865792366
GLYMA07G37730,4.35,73.61666667,4.08094512,Up,0.920836921
GLYMA20G34160,2.64,44.56333333,4.077247315,Up,0.911953912
GLYMA05G32210,0.756666667,12.70333333,4.069405406,Up,0.86023086
GLYMA18G43190,0.566666667,9.466666667,4.062284278,Up,0.837806338
GLYMA20G32462,6.883333333,114.3266667,4.053910765,Up,0.925019425
GLYMA18G23320,4.146666667,68.29666667,4.041791182,Up,0.919338919
GLYMA16G03830,0.416666667,6.85,4.039138394,Up,0.807230307
GLYMA08G02690,0.686666667,11.28,4.038013326,Up,0.851389851
GLYMA07G35620,0.643333333,10.56,4.036899583,Up,0.846370846
GLYMA08G04230,0.8,13.07333333,4.030483225,Up,0.861630862
GLYMA13G24940,0.483333333,7.86,4.023438913,Up,0.820799821
GLYMA09G05170,5.696666667,92.55666667,4.022147012,Up,0.922681423
GLYMA15G15470,0.676666667,10.99,4.021602254,Up,0.849111349
GLYMA07G16840,3.28,53.13666667,4.017940009,Up,0.914956915
GLYMA11G05532,8.61,138.2366667,4.004983287,Up,0.925845426
GLYMA13G28970,0.573333333,9.196666667,4.003664987,Up,0.834638835
GLYMA04G05190,1.013333333,16.15,3.994353437,Up,0.871805372
GLYMA13G39240,0.836666667,13.27333333,3.987733952,Up,0.86010136
GLYMA15G11180,10.35,164.1366667,3.987194887,Up,0.924686925
GLYMA20G24590,0.783333333,12.40666667,3.985345393,Up,0.855505856
GLYMA12G31000,0.63,9.96,3.982722009,Up,0.838961339
GLYMA02G04760,0.896666667,14.15,3.980086476,Up,0.864122864
GLYMA09G29340,0.503333333,7.92,3.975914381,Up,0.818927319
GLYMA09G04440,1.54,24.18333333,3.973010858,Up,0.89044289
GLYMA04G03510,0.54,8.46,3.969626351,Up,0.824695325
GLYMA10G31590,14.25666667,222.7833333,3.965932696,Up,0.925782426
GLYMA03G05330,0.456666667,7.09,3.956572235,Up,0.807692308
GLYMA17G34860,0.496666667,7.686666667,3.952008277,Up,0.815714316
GLYMA15G35410,3.05,47.11333333,3.94925426,Up,0.90970341
GLYMA19G16701,4.103333333,62.92,3.93865041,Up,0.914995415
GLYMA02G15370,1.983333333,30.39,3.937597602,Up,0.898328398
GLYMA08G26880,1.5,22.93,3.934201949,Up,0.887768888
GLYMA15G03710,0.82,12.47333333,3.927079338,Up,0.855222355
GLYMA08G10250,1.236666667,18.71333333,3.919537972,Up,0.878679379
GLYMA19G42010,1.4,21.14666667,3.916931538,Up,0.884184884
GLYMA17G03900,0.933333333,14.03333333,3.910321501,Up,0.862733363
GLYMA11G34410,3.4,50.9,3.904059005,Up,0.908159908
GLYMA07G03700,2.04,30.52333333,3.903271465,Up,0.895426895
GLYMA08G44041,1.936666667,28.97333333,3.903078106,Up,0.893767894
GLYMA04G14361,35.66666667,532.2133333,3.899356358,Up,0.924557425
GLYMA14G03990,0.606666667,8.99,3.889345166,Up,0.826623827
GLYMA02G43580,2.126666667,31.30666667,3.879804079,Up,0.895976396
GLYMA14G39130,3.22,47.23,3.874570942,Up,0.906269906
GLYMA13G21580,0.516666667,7.546666667,3.868533838,Up,0.81032431
GLYMA11G13940,1.67,24.38666667,3.868172567,Up,0.887103887
GLYMA05G05420,1.6,23.34,3.866660751,Up,0.885343385
GLYMA07G05920,0.88,12.83333333,3.866248611,Up,0.853941354
GLYMA11G06690,0.913333333,13.19666667,3.852888269,Up,0.855533856
GLYMA07G30500,0.546666667,7.893333333,3.851901361,Up,0.814489314
GLYMA17G08020,1.213333333,17.49,3.849482434,Up,0.871924372
GLYMA10G44170,0.736666667,10.59666667,3.846454742,Up,0.83976634
GLYMA08G27070,2.773333333,39.76333333,3.841745769,Up,0.901996402
GLYMA19G22590,1.693333333,24.20333333,3.837267851,Up,0.886396886
GLYMA07G10260,0.556666667,7.933333333,3.833041566,Up,0.814744815
GLYMA18G49520,0.646666667,9.193333333,3.829493899,Up,0.828009828
GLYMA11G18541,0.62,8.77,3.822236722,Up,0.823536824
GLYMA06G13210,1.3,18.38333333,3.821814857,Up,0.874122374
GLYMA01G43180,1.446666667,20.37666667,3.816113619,Up,0.878829879
GLYMA11G05810,1.55,21.79666667,3.813767402,Up,0.881657882
GLYMA19G31940,3.686666667,51.45,3.802782192,Up,0.904372904
GLYMA15G01490,3.14,43.66333333,3.797585808,Up,0.900981401
GLYMA10G36200,3.103333333,43.09,3.795462526,Up,0.900662901
GLYMA10G38160,2.916666667,40.49,3.795173222,Up,0.899252399
GLYMA08G42500,0.63,8.736666667,3.793659214,Up,0.82013482
GLYMA0950S00200,2.203333333,30.28333333,3.780764338,Up,0.890988891
GLYMA15G04520,7.583333333,104.2066667,3.780471628,Up,0.913651414
GLYMA04G05940,0.62,8.48,3.773724144,Up,0.817163317
GLYMA14G00750,2.676666667,36.43333333,3.766749603,Up,0.896186396
GLYMA06G05740,1.963333333,26.71666667,3.766362981,Up,0.886631387
GLYMA10G03640,0.626666667,8.503333333,3.762258332,Up,0.817271817
GLYMA04G20330,1.653333333,22.37,3.758115731,Up,0.879372379
GLYMA01G26840,7.446666667,100.7233333,3.757659343,Up,0.913028413
GLYMA13G29370,0.77,10.27333333,3.737902105,Up,0.833060333
GLYMA01G42650,1.373333333,18.25666667,3.732669638,Up,0.86987337
GLYMA07G04860,2.383333333,31.46333333,3.722618877,Up,0.891349391
GLYMA16G06390,0.86,11.24666667,3.709017003,Up,0.83961234
GLYMA20G22311,4.346666667,56.82666667,3.708586724,Up,0.904880405
GLYMA14G00870,24.86666667,320.5066667,3.688069331,Up,0.914771415
GLYMA05G18393,17.06,219.4,3.684873974,Up,0.913392413
GLYMA19G35880,0.59,7.58,3.683410989,Up,0.802260302
GLYMA19G06540,4.03,51.62333333,3.679171556,Up,0.8995709
GLYMA07G12590,4.523333333,57.77,3.674862275,Up,0.901401401
GLYMA20G23370,1.686666667,21.53666667,3.674548185,Up,0.873285873
GLYMA02G46870,0.596666667,7.583333333,3.667835053,Up,0.802144802
GLYMA1961S00250,0.7,8.886666667,3.666215547,Up,0.816694317
GLYMA17G11040,0.696666667,8.823333333,3.662783347,Up,0.815948816
GLYMA17G13720,2.163333333,27.31333333,3.658277509,Up,0.882616883
GLYMA01G09660,0.706666667,8.9,3.654703572,Up,0.816410816
GLYMA09G11235,2.05,25.76333333,3.651623451,Up,0.88032088
GLYMA02G03265,1.013333333,12.72,3.649917943,Up,0.844323344
GLYMA11G35880,1.916666667,24.05666667,3.649765394,Up,0.877569878
GLYMA17G23811,1.806666667,22.32333333,3.627150211,Up,0.874111874
GLYMA19G27180,6.946666667,85.33,3.618660271,Up,0.906126406
GLYMA09G41840,28.58,349.46,3.612049509,Up,0.913721414
GLYMA13G05480,2.22,27.08666667,3.608951282,Up,0.881559882
GLYMA02G06400,2.493333333,30.41,3.608398142,Up,0.885451885
GLYMA06G08160,1.656666667,20.13,3.602991916,Up,0.869187369
GLYMA16G05190,1.536666667,18.60333333,3.597684991,Up,0.865589366
GLYMA02G04820,15.21,183.7233333,3.594442806,Up,0.911260911
GLYMA05G33440,0.733333333,8.84,3.591505347,Up,0.814898815
GLYMA07G39130,4.45,53.33333333,3.583160258,Up,0.898636399
GLYMA17G16210,1.113333333,13.33333333,3.582079992,Up,0.846419846
GLYMA11G15200,0.806666667,9.66,3.581978642,Up,0.822374822
GLYMA07G37240,201.2666667,2397.37,3.574272424,Up,0.911064911
GLYMA02G16150,1.25,14.87,3.572404647,Up,0.84961185
