GeneID,Means-CK,Means-DH_24,"log2Ratio (DH_24/CK)","Up-Down-Regulation (DH_24/CK)",Probability
GLYMA07G25390,48.79,469.7466667,3.267225536,Up,0.904257485
GLYMA13G35800,1432.343333,318.28,-2.170008939,Down,0.844371907
GLYMA16G02390,0.126666667,47.6,8.553780845,Up,0.981664385
GLYMA08G07540,162.8533333,12.10333333,-3.750096915,Down,0.921754238
GLYMA13G35680,0.01,4.286666667,8.743712427,Up,0.832596258
GLYMA18G47720,19.52666667,4.276666667,-2.190887023,Down,0.80029834
GLYMA13G15140,6.703333333,26.84333333,2.001613252,Up,0.801109122
GLYMA08G07490,6.58,56.46666667,3.10123998,Up,0.883647468
GLYMA04G08750,4.513333333,61.06,3.757962351,Up,0.91319013
GLYMA15G04120,0.29,31.77666667,6.775771085,Up,0.965726019
GLYMA17G16620,0.056666667,17.95666667,8.307803509,Up,0.9519006
GLYMA06G44430,40.93,205.7766667,2.32984883,Up,0.854982275
GLYMA10G41840,0.656666667,10.3,3.971339303,Up,0.853458987
GLYMA09G05376,12.72333333,1.17,-3.442896251,Down,0.84573374
GLYMA08G16190,55.39,5.5,-3.332122015,Down,0.895686357
GLYMA03G19705,2.833333333,14.8,2.38502493,Up,0.801811098
GLYMA07G33670,6054.93,641.58,-3.238409207,Down,0.904720789
GLYMA11G05550,49.84666667,10.51,-2.245734363,Down,0.832343547
GLYMA01G41520,21.98666667,3.356666667,-2.711527715,Down,0.839201853
GLYMA14G03840,1204.41,302.82,-1.991794194,Down,0.828345793
GLYMA01G43450,4.826666667,24.57,2.347798756,Up,0.823217858
GLYMA02G47560,688.8666667,186.97,-1.881417967,Down,0.819837844
GLYMA09G38990,11.62666667,85.25333333,2.874318704,Up,0.879249588
GLYMA11G31515,14.21333333,2.33,-2.608843077,Down,0.814190446
GLYMA01G16360,0.256666667,7.16,4.801991737,Up,0.85072479
GLYMA10G27971,2.363333333,14.03333333,2.569962701,Up,0.806279176
GLYMA14G04180,8.513333333,37.54333333,2.140760723,Up,0.820009828
GLYMA14G09420,0.663333333,22.28,5.069871398,Up,0.929402267
GLYMA08G12340,2.963333333,37.21,3.650397567,Up,0.899273455
GLYMA06G21495,47.66666667,9.866666667,-2.272346066,Down,0.832676986
GLYMA11G34410,3.4,114.4566667,5.07312294,Up,0.960552455
GLYMA13G34650,5.576666667,25.39333333,2.186974843,Up,0.811122811
GLYMA13G19220,8.603333333,0.406666667,-4.402977089,Down,0.855691271
GLYMA13G17100,2.206666667,14.94666667,2.759883156,Up,0.82228423
GLYMA10G34580,11.33,42.57333333,1.909802191,Up,0.802614861
GLYMA11G16070,27.94333333,231.01,3.047379271,Up,0.894008634
GLYMA08G16850,2.283333333,24.56,3.427097168,Up,0.87711558
GLYMA12G11835,28.69,5.933333333,-2.273633228,Down,0.819830824
GLYMA02G37070,0.03,10.49666667,8.450753041,Up,0.921561195
GLYMA17G09850,3.273333333,30.14,3.202846988,Up,0.875785336
GLYMA15G26370,30.94333333,4.22,-2.874313714,Down,0.86011372
GLYMA06G35550,0.45,19.17333333,5.413032363,Up,0.930911516
GLYMA02G11100,15.06666667,1.95,-2.949814243,Down,0.832827911
GLYMA12G09850,8.27,35.37666667,2.096838883,Up,0.815980485
GLYMA01G38990,0.26,8.493333333,5.029747343,Up,0.87183672
GLYMA02G16620,75.06,17.50333333,-2.100414595,Down,0.830234109
GLYMA09G07670,11.44,66.74,2.544464634,Up,0.85542452
GLYMA18G24740,1.45,14.12,3.283615283,Up,0.845481029
GLYMA18G43460,7.75,42.67666667,2.461179281,Up,0.844164824
GLYMA07G08311,1.876666667,19.77333333,3.39731177,Up,0.868140816
GLYMA18G42204,51.93,8.963333333,-2.534460971,Down,0.850973992
GLYMA13G34920,14.24666667,53.18666667,1.900440215,Up,0.806391492
GLYMA20G35530,392.8733333,88.34666667,-2.152816639,Down,0.842044856
GLYMA08G11330,34,8.12,-2.065983114,Down,0.813035695
GLYMA01G04780,9.206666667,0.903333333,-3.349348563,Down,0.820680215
GLYMA11G35880,1.916666667,29.44666667,3.941432971,Up,0.904362781
GLYMA06G22210,0.216666667,28.18,7.023050584,Up,0.963809624
GLYMA08G47870,1477.943333,359.17,-2.040852198,Down,0.836306202
GLYMA18G45895,0.723333333,16.34333333,4.497897814,Up,0.899964901
GLYMA13G24490,15.42333333,156.04,3.3387294,Up,0.905931698
GLYMA06G12750,0.173333333,7.87,5.504742608,Up,0.876287249
GLYMA08G23540,361.84,81.35333333,-2.153078537,Down,0.841904461
GLYMA14G36860,1.926666667,55.81333333,4.856430914,Up,0.948229265
GLYMA17G11590,28.65333333,5.73,-2.322095938,Down,0.827394616
GLYMA12G01160,7.273333333,0.423333333,-4.1027507,Down,0.830630725
GLYMA01G04830,3.313333333,38.00666667,3.519897245,Up,0.894752729
GLYMA10G09750,130.3833333,19.48,-2.742693882,Down,0.87419536
GLYMA14G11430,0.05,5.126666667,6.679949192,Up,0.847028886
GLYMA04G08770,1.596666667,14.22666667,3.155462615,Up,0.839152715
GLYMA06G04740,9.33,0.843333333,-3.467702197,Down,0.827752624
GLYMA11G04080,0.14,21.94333333,7.29221206,Up,0.957060124
GLYMA05G24350,15.69333333,2.676666667,-2.551642428,Down,0.811817767
GLYMA20G32290,0.503333333,7.136666667,3.825664341,Up,0.818437401
GLYMA14G01750,0.036666667,15.32,8.706731464,Up,0.944831701
GLYMA03G29790,3.766666667,0.04,-6.557144557,Down,0.806022955
GLYMA09G08170,29.74333333,116.9533333,1.975294737,Up,0.822108736
GLYMA08G28391,0.073333333,10.15666667,7.113742166,Up,0.914573023
GLYMA08G25480,6.853333333,42.71333333,2.639808726,Up,0.856674037
GLYMA08G20820,4.263333333,72.84,4.094677159,Up,0.928886315
GLYMA05G03080,0.043333333,58.21333333,10.3916567,Up,0.986448352
GLYMA04G34790,1.516666667,12.04666667,2.989658056,Up,0.82022042
GLYMA16G10000,4.626666667,45.80666667,3.307512515,Up,0.888031308
GLYMA05G23150,25.19666667,90.7,1.847869662,Up,0.810136534
GLYMA18G08910,15.11666667,82.53666667,2.448895125,Up,0.854462813
GLYMA01G45241,3.473333333,81.07,4.544775366,Up,0.944059528
GLYMA07G37200,3.743333333,36.17666667,3.272664057,Up,0.882068021
GLYMA13G34980,0.883333333,8.39,3.247640952,Up,0.807567302
GLYMA05G28820,16.47333333,3.146666667,-2.388236246,Down,0.807605911
GLYMA04G04760,55.46,186.7633333,1.751691722,Up,0.805966797
GLYMA08G16301,19.35666667,68.02333333,1.813199171,Up,0.803285248
GLYMA08G06110,2.176666667,50.11,4.524906142,Up,0.937099435
GLYMA08G19290,1.766666667,15.41333333,3.125077133,Up,0.842897757
GLYMA06G04930,2.643333333,15.91333333,2.589805795,Up,0.819543014
GLYMA01G02290,11.91,1.643333333,-2.857476362,Down,0.81582605
GLYMA02G02070,22.42333333,78.59,1.809344994,Up,0.805131445
GLYMA08G08660,29.86,101.85,1.77015991,Up,0.804148679
GLYMA15G10150,66.40333333,12.32333333,-2.429863121,Down,0.850882735
GLYMA18G32241,151.0733333,40.75333333,-1.890259055,Down,0.816822856
GLYMA18G41320,1.266666667,22.11,4.125590202,Up,0.901414482
GLYMA03G38420,2.986666667,56.55333333,4.243003925,Up,0.928700291
GLYMA17G12710,16.51666667,73.59333333,2.155652525,Up,0.83344565
GLYMA13G11958,29.47333333,3.046666667,-3.274106664,Down,0.876466253
GLYMA08G39280,2.283333333,15.26666667,2.741171705,Up,0.822744024
GLYMA09G25830,0.026666667,13.44666667,8.977995369,Up,0.93812432
GLYMA12G13300,0.01,5.026666667,8.973458213,Up,0.852999193
GLYMA15G00450,15.01,0.473333333,-4.986923643,Down,0.909445088
GLYMA13G17250,5.79,158.3233333,4.773166734,Up,0.955473658
GLYMA12G09731,430.57,92.12,-2.224661487,Down,0.846126847
GLYMA03G04370,0.08,15.56666667,7.604244334,Up,0.943013583
GLYMA07G40110,29.03666667,7.05,-2.042180683,Down,0.80645116
GLYMA10G32080,863.38,240.93,-1.841381628,Down,0.816763188
GLYMA19G32280,29.09666667,139.5766667,2.262131992,Up,0.844733425
GLYMA18G52480,31.70666667,4.013333333,-2.981913323,Down,0.863599031
GLYMA09G03490,61.75333333,14.18333333,-2.122320382,Down,0.828833667
GLYMA03G29721,165.5133333,29.60666667,-2.482953466,Down,0.860626163
GLYMA09G38610,1023.84,226.7833333,-2.174603753,Down,0.844245551
GLYMA05G29400,16.97,72.44666667,2.093932747,Up,0.829153066
GLYMA19G36690,11.34,42.60666667,1.909658546,Up,0.80264645
GLYMA20G02270,23.49,94.20666667,2.003782444,Up,0.826274964
GLYMA14G09110,0.113333333,4.436666667,5.290832015,Up,0.80880629
GLYMA06G14160,2.023333333,28.22666667,3.802252848,Up,0.896381313
GLYMA11G02980,38.15,182.1966667,2.255741603,Up,0.84603208
GLYMA11G20650,4.223333333,22.21666667,2.395188351,Up,0.821954301
GLYMA02G17210,0.01,4.826666667,8.914883386,Up,0.848078341
GLYMA05G01640,138.7,34.56,-2.004792665,Down,0.828991611
GLYMA05G37300,22.06666667,76.58666667,1.795224532,Up,0.803713453
GLYMA05G28240,0.946666667,20.02333333,4.402681829,Up,0.907188235
GLYMA12G04760,84.24666667,16.94666667,-2.313618076,Down,0.843276824
GLYMA07G05130,9.696666667,45.18666667,2.22033634,Up,0.828788038
GLYMA06G00990,84.15333333,296.1633333,1.815300715,Up,0.813663964
GLYMA07G12840,8.946666667,49.23666667,2.460310924,Up,0.847151732
GLYMA03G33160,17.04666667,67.62333333,1.988031472,Up,0.817043979
GLYMA14G07800,2.91,16.29666667,2.485485846,Up,0.811277245
GLYMA20G22255,0.01,3.506666667,8.453956489,Up,0.804552315
GLYMA07G03490,2.86,25.56,3.159800784,Up,0.865539995
GLYMA06G18030,5.21,22.57333333,2.115264195,Up,0.802404268
GLYMA14G37980,3.33,17.44333333,2.389081676,Up,0.810487522
GLYMA17G36850,75.21,13.25666667,-2.504206435,Down,0.855473658
GLYMA08G14590,2.893333333,18.75333333,2.696342605,Up,0.831746867
GLYMA08G22630,0.11,68.63666667,9.285332156,Up,0.988206802
GLYMA04G40130,22.42,2.796666667,-3.003006063,Down,0.857151381
GLYMA11G00920,4.306666667,28.11333333,2.706610952,Up,0.848043242
GLYMA11G37280,1.266666667,21.32666667,4.073549669,Up,0.897027131
GLYMA02G38750,0.426666667,13.53333333,4.987264012,Up,0.903731003
GLYMA20G38580,3.423333333,17.28333333,2.335907807,Up,0.80733565
GLYMA16G01870,773.0666667,190.96,-2.017322361,Down,0.83458987
GLYMA15G10840,122.2233333,34.99666667,-1.804230311,Down,0.808030606
GLYMA11G33690,0.413333333,6.22,3.91153696,Up,0.807830543
GLYMA02G44660,127.36,36.74333333,-1.793357823,Down,0.807521674
GLYMA17G01930,18.59666667,1.436666667,-3.694246777,Down,0.876561019
GLYMA08G44010,30.63333333,5.796666667,-2.401806929,Down,0.83313327
GLYMA04G29490,18.04,1.983333333,-3.185200266,Down,0.856333579
GLYMA08G10950,0.393333333,9.356666667,4.572170299,Up,0.866757924
GLYMA01G15906,6.213333333,102.07,4.038047633,Up,0.929132007
GLYMA07G37240,201.2666667,11.14,-4.175287118,Down,0.939026359
GLYMA08G07670,1.39,10.94333333,2.976895461,Up,0.813148012
GLYMA03G26590,6.876666667,159.6766667,4.537300283,Up,0.948875083
GLYMA18G32760,0.01,4.333333333,8.759333407,Up,0.833845776
GLYMA15G05820,8.596666667,0.03,-8.162671056,Down,0.905612299
GLYMA07G09220,48.76666667,8.403333333,-2.536861746,Down,0.850201818
GLYMA08G08770,1944.58,482.5,-2.010857741,Down,0.834284511
GLYMA02G44070,109.4566667,23.75,-2.204360409,Down,0.839679197
GLYMA17G23130,6.646666667,0.5,-3.732631004,Down,0.807061879
GLYMA13G33780,27.11666667,1.753333333,-3.951007641,Down,0.902021691
GLYMA12G06760,128.8666667,18.97,-2.764087553,Down,0.874697273
GLYMA18G17190,28.91,7.046666667,-2.036555733,Down,0.806244077
GLYMA09G11111,23.27,289.9866667,3.639443452,Up,0.919574603
GLYMA08G42500,0.63,29.76666667,5.562202036,Up,0.949317328
GLYMA15G39740,7.993333333,55.07,2.78439745,Up,0.866013829
GLYMA04G01400,74.77666667,6.923333333,-3.433049446,Down,0.901663683
GLYMA02G09000,6.58,42.75333333,2.699877417,Up,0.858692219
GLYMA02G13210,1.28,11.38,3.152284842,Up,0.82463234
GLYMA14G35060,1.62,31.74666667,4.292539402,Up,0.918577796
GLYMA11G38220,62.32,369.0266667,2.565957934,Up,0.866680706
GLYMA13G31931,18.16,83.68,2.204118649,Up,0.837411814
GLYMA07G03360,16.46333333,104.6366667,2.668060115,Up,0.870495946
GLYMA13G29370,0.77,20.03,4.701160165,Up,0.916521007
GLYMA01G42420,21.36666667,4.466666667,-2.258091356,Down,0.808262258
GLYMA02G46810,24.62666667,5.68,-2.116258531,Down,0.805910638
GLYMA20G28980,52.07,291.7,2.485961074,Up,0.863079569
GLYMA07G03434,3.376666667,19.31333333,2.51592551,Up,0.820887298
GLYMA11G08570,22.74,3.226666667,-2.817115802,Down,0.848422309
GLYMA04G33290,136.1866667,38.98666667,-1.804532748,Down,0.808693974
GLYMA07G07100,35.32666667,3.753333333,-3.2345133,Down,0.880660559
GLYMA08G04230,0.8,17.18666667,4.425145953,Up,0.900544031
GLYMA05G31450,191.64,2161.07,3.49527518,Up,0.916377102
GLYMA07G05010,0.446666667,6.816666667,3.931795937,Up,0.817416026
GLYMA17G35860,1.736666667,16.52,3.24982091,Up,0.853216805
GLYMA11G06320,2.913333333,17.6,2.594832745,Up,0.824751676
GLYMA06G15441,22.62333333,3.493333333,-2.695135296,Down,0.839924889
GLYMA06G06550,9.293333333,58.14666667,2.645428429,Up,0.862868976
GLYMA15G16630,2.8,49.72,4.150327564,Up,0.923530238
GLYMA10G40701,92.29666667,414.01,2.165315165,Up,0.843301393
GLYMA18G49440,1.076666667,42.7,5.309592501,Up,0.952992173
GLYMA02G30524,71.16,20.15666667,-1.819809432,Down,0.804629532
GLYMA09G08340,45.68666667,159.9033333,1.807354922,Up,0.810663016
GLYMA13G31430,10.02666667,54.12666667,2.432497478,Up,0.847734372
GLYMA06G09660,0.88,7.953333333,3.175984208,Up,0.801123162
GLYMA15G13880,22.52666667,2.3,-3.291928083,Down,0.867853006
GLYMA17G13751,122.8,21.88333333,-2.488406145,Down,0.859338037
GLYMA04G14790,39.89666667,10.35333333,-1.946172887,Down,0.804317153
GLYMA06G17690,0.316666667,11.83666667,5.224154037,Up,0.901432031
GLYMA02G44821,0.38,33.82333333,6.475875617,Up,0.96479941
GLYMA14G38580,9.863333333,38.01333333,1.946358343,Up,0.803148363
GLYMA08G47106,51.81,13.35666667,-1.955670575,Down,0.810624408
GLYMA06G45031,142.2,12.38333333,-3.52144985,Down,0.911902004
GLYMA04G05570,18.97666667,1.636666667,-3.53539417,Down,0.872110491
GLYMA18G49930,2.403333333,25.01,3.379396394,Up,0.876978695
GLYMA13G36050,1.433333333,10.63333333,2.891147859,Up,0.80851848
GLYMA07G00740,1.55,12.85,3.051428239,Up,0.830444702
GLYMA19G44190,7.483333333,36.25,2.276228051,Up,0.82698045
GLYMA07G33780,20.59,80.32666667,1.96393518,Up,0.81730722
GLYMA14G03990,0.606666667,7.456666667,3.619554901,Up,0.814102699
GLYMA01G31750,58.68666667,14.85666667,-1.981922307,Down,0.814432628
GLYMA05G17470,0.833333333,22.98666667,4.785759774,Up,0.923498649
GLYMA17G34220,0.13,4.776666667,5.199420675,Up,0.816054193
GLYMA13G43800,5.933333333,35.33333333,2.574115118,Up,0.843933172
GLYMA06G17610,3.456666667,37.11,3.424354608,Up,0.889007055
GLYMA08G18891,10.97,101.9933333,3.216839424,Up,0.897307922
GLYMA11G00900,5.576666667,0.01,-9.123259229,Down,0.865206556
GLYMA19G29031,45.09,231.4566667,2.359862702,Up,0.856796883
GLYMA18G01830,336.0033333,56.99666667,-2.559526092,Down,0.866217402
GLYMA12G10780,0.78,58.22666667,6.222062096,Up,0.97331789
GLYMA04G33360,1613.343333,332.7266667,-2.277644087,Down,0.850496648
GLYMA18G52690,20.55,0.736666667,-4.80198262,Down,0.919237654
GLYMA02G02620,1.896666667,15.78666667,3.057168523,Up,0.842588888
GLYMA06G43490,45.53,7.943333333,-2.519001009,Down,0.848025692
GLYMA13G17930,11.28333333,0.916666667,-3.62165231,Down,0.847590467
GLYMA12G33990,13.27333333,2.33,-2.51012886,Down,0.800333439
GLYMA06G11880,7.636666667,36.41,2.253319783,Up,0.825415043
GLYMA07G37265,180.0133333,14.50333333,-3.633647348,Down,0.917837212
GLYMA09G03620,0.816666667,8.086666667,3.307725896,Up,0.805429785
GLYMA02G13910,2.75,15.07333333,2.454494968,Up,0.805356077
GLYMA02G42960,0.356666667,8.306666667,4.541621367,Up,0.85717946
GLYMA06G12340,26.33,4.766666667,-2.465654875,Down,0.831258994
GLYMA04G37431,0.516666667,20.48333333,5.30907289,Up,0.931336211
GLYMA18G41590,44.51333333,10.52666667,-2.080188869,Down,0.820178302
GLYMA05G37410,1.966666667,25.48333333,3.695729642,Up,0.892236145
GLYMA03G19260,42.68,611.6166667,3.84099564,Up,0.928879295
GLYMA19G29210,234.68,2386.11,3.345893751,Up,0.910375206
GLYMA07G07386,16.45,2.426666667,-2.761039729,Down,0.827306869
GLYMA17G07431,7.05,0.41,-4.103927443,Down,0.827671896
GLYMA16G04200,0.713333333,22.22666667,4.961571403,Up,0.927106806
GLYMA13G21310,5.55,24.94333333,2.168094598,Up,0.809332772
GLYMA09G06290,3.05,15.53,2.348176682,Up,0.802211225
GLYMA08G02250,36.82333333,155.9633333,2.08251476,Up,0.834793444
GLYMA10G07146,6.666666667,27.89333333,2.064882852,Up,0.806570496
GLYMA04G22801,0.776666667,12.89333333,4.053185935,Up,0.871956056
GLYMA09G32300,3.39,28.43,3.068056921,Up,0.867017655
GLYMA13G27725,77.59333333,10.81666667,-2.842676727,Down,0.87741392
GLYMA09G27180,25.56,94.22333333,1.882196535,Up,0.812761925
GLYMA08G25020,2.243333333,25.10333333,3.484163035,Up,0.882387421
GLYMA09G41840,28.58,1.62,-4.140940198,Down,0.910055807
GLYMA06G19820,20.53666667,92.26666667,2.167607502,Up,0.836674739
GLYMA15G15370,31.81333333,1.936666667,-4.037983974,Down,0.909908392
GLYMA02G37500,11.12,45.30666667,2.026566564,Up,0.817058018
GLYMA15G00710,1.91,13.41,2.811664694,Up,0.822224562
GLYMA05G36850,0.863333333,33.39333333,5.273498609,Up,0.946432207
GLYMA08G01531,12.73666667,0.8,-3.992843947,Down,0.868305781
GLYMA02G30956,1.19,33.91,4.832677306,Up,0.93666772
GLYMA13G00520,7.383333333,35.1,2.249126832,Up,0.824428767
GLYMA15G12570,3.16,16.17666667,2.355917896,Up,0.804917342
GLYMA01G29873,0.01,3.47,8.438791853,Up,0.802786845
GLYMA07G16130,149.3833333,29.23,-2.353497462,Down,0.854332947
GLYMA17G03590,20.80666667,76.37333333,1.876023135,Up,0.810403285
GLYMA03G27740,7.06,31.9,2.175816335,Up,0.817924959
GLYMA06G03110,0.01,3.456666667,8.433237678,Up,0.8023446
GLYMA20G01930,3.723333333,32.98666667,3.147216314,Up,0.872987961
GLYMA14G34170,37.15333333,6.276666667,-2.565421153,Down,0.845189709
GLYMA01G41330,0.19,139,9.514869749,Up,0.994296444
GLYMA19G01460,23.19666667,4.49,-2.369130157,Down,0.822133305
GLYMA14G02990,29.24333333,6.663333333,-2.133791796,Down,0.812474115
GLYMA10G30130,37.49333333,5.976666667,-2.649221106,Down,0.853922291
GLYMA06G04346,4.046666667,25.91666667,2.679074254,Up,0.844354358
GLYMA14G22690,0.33,14.82333333,5.489260069,Up,0.920332737
GLYMA10G38910,1.36,98.82,6.183124499,Up,0.978828402
GLYMA06G16380,0.096666667,20.42666667,7.723219587,Up,0.955943982
GLYMA09G01110,2.49,16.92,2.764511921,Up,0.828844196
GLYMA05G38290,42.45,6.59,-2.687414183,Down,0.858151697
GLYMA09G00950,1.773333333,13.50333333,2.928779934,Up,0.826053842
GLYMA13G27680,8.186666667,0.48,-4.092169844,Down,0.841399038
GLYMA09G07240,0.246666667,7.303333333,4.887920403,Up,0.855273595
GLYMA01G44910,1.303333333,55.02,5.399678128,Up,0.959948756
GLYMA03G15800,0.643333333,17.76333333,4.78719208,Up,0.912772454
GLYMA15G09260,10.93666667,44.73333333,2.032177173,Up,0.816822856
GLYMA17G13820,3.613333333,24.40333333,2.755675968,Up,0.844649187
GLYMA05G33650,25.16333333,112.5266667,2.160871982,Up,0.837573269
GLYMA18G06840,141.7566667,1082.823333,2.933309391,Up,0.889094802
GLYMA07G19050,0.663333333,10.56666667,3.993642504,Up,0.855505247
GLYMA15G03966,1.393333333,13.08,3.230750194,Up,0.839928398
GLYMA19G04010,40.18,2.393333333,-4.069384316,Down,0.915987505
GLYMA15G06280,10.41,40.42333333,1.957218224,Up,0.805447334
GLYMA14G03470,53.91666667,252.7566667,2.228945933,Up,0.84545295
GLYMA11G05960,4.466666667,44.99666667,3.332547631,Up,0.891832509
GLYMA06G08670,8.54,58.09,2.765981855,Up,0.86656488
GLYMA19G34960,133.4166667,31.81666667,-2.0680843,Down,0.833361412
GLYMA11G14410,228.79,58.80333333,-1.960054153,Down,0.823986522
GLYMA04G07040,27.27666667,6.483333333,-2.072859697,Down,0.806405532
GLYMA17G34480,221.94,0.526666667,-8.719063838,Down,0.995577551
GLYMA15G16075,0.01,3.606666667,8.494522283,Up,0.808781721
GLYMA02G39421,21.35,4.553333333,-2.229241087,Down,0.806496788
GLYMA17G16130,15.69333333,70.42,2.165833408,Up,0.833564985
GLYMA16G28605,680.8333333,139.0066667,-2.292147597,Down,0.850573865
GLYMA17G07470,36.9,1.346666667,-4.776156119,Down,0.937425854
GLYMA13G28370,19.26666667,1.753333333,-3.457934788,Down,0.871689305
GLYMA11G06400,39.66,10.09666667,-1.9738056,Down,0.805815872
GLYMA15G38480,5.786666667,0.283333333,-4.352160296,Down,0.815067916
GLYMA11G13210,1.526666667,13.26333333,3.118986396,Up,0.834186234
GLYMA11G03470,8.676666667,0.71,-3.611249976,Down,0.82757011
GLYMA03G35710,13.86,2.393333333,-2.533834009,Down,0.803938086
GLYMA10G40210,49.48666667,11.93333333,-2.052042781,Down,0.820427503
GLYMA13G01930,38.72,151.0066667,1.963461386,Up,0.822217542
GLYMA12G33530,19.08333333,3.486666667,-2.452392842,Down,0.817261591
GLYMA08G25520,38.15333333,145.5733333,1.93186509,Up,0.819528974
GLYMA13G09742,29.83,3.616666667,-3.044031436,Down,0.867793338
GLYMA09G25056,66.23666667,6.81,-3.281903368,Down,0.89384016
GLYMA20G37670,0.03,4.693333333,7.289506617,Up,0.840051244
GLYMA17G06901,9.96,0.693333333,-3.844524715,Down,0.847049946
GLYMA07G11800,0.94,73.85,6.295793354,Up,0.977564845
GLYMA12G30750,4.62,36.35333333,2.976122898,Up,0.867217718
GLYMA10G34150,14.21,66.81,2.233157504,Up,0.836109649
GLYMA17G07420,206.4366667,63.11333333,-1.709682514,Down,0.802611351
GLYMA13G27800,134.3766667,28.85666667,-2.219306085,Down,0.842195781
GLYMA01G26606,703.6066667,156.25,-2.170912963,Down,0.844013899
GLYMA04G40450,17.85666667,61.93333333,1.794253301,Up,0.800094767
GLYMA15G40220,0.23,12.09666667,5.716831885,Up,0.912561862
GLYMA05G20400,0.906666667,10.17333333,3.488076406,Up,0.834674108
GLYMA07G03190,654.1566667,153.87,-2.087924217,Down,0.839114106
GLYMA15G40070,4.926666667,516.7566667,6.712729422,Up,0.990256572
GLYMA01G04791,7.893333333,0.723333333,-3.447902133,Down,0.809571444
GLYMA09G36640,12.12333333,0.356666667,-5.087066224,Down,0.900182514
GLYMA19G29690,11.21,51.16,2.190229986,Up,0.829588291
GLYMA19G01440,0.193333333,218.4566667,10.14204102,Up,0.996651574
GLYMA03G40720,75.03,19.86333333,-1.917359812,Down,0.813123442
GLYMA02G39340,7.67,72.83666667,3.247366417,Up,0.894664982
GLYMA19G24415,64.76666667,17.57,-1.882137304,Down,0.808237689
GLYMA02G01510,15.73333333,98.2,2.641898666,Up,0.868948089
GLYMA02G41750,20.12666667,89.87666667,2.158838363,Up,0.835730582
GLYMA18G53480,20.36666667,2.296666667,-3.148596492,Down,0.856667018
GLYMA03G06410,33.47333333,5.513333333,-2.60201549,Down,0.849078656
GLYMA01G25040,9.61,37.11666667,1.949458816,Up,0.802579762
GLYMA02G42800,0.796666667,9.026666667,3.502145216,Up,0.82551332
GLYMA09G28310,1.076666667,65.20333333,5.920302151,Up,0.971450634
GLYMA07G05910,200.7466667,27.84666667,-2.849799485,Down,0.884110772
GLYMA11G10460,198.9166667,49.91,-1.994763352,Down,0.825450142
GLYMA01G01510,39.44,0.776666667,-5.666220192,Down,0.95864308
GLYMA04G08740,1.313333333,72.56666667,5.788001968,Up,0.971004879
GLYMA17G04550,0.023333333,29.21333333,10.29001885,Up,0.971345337
GLYMA16G29340,12.98666667,47.54,1.872110727,Up,0.802186655
GLYMA09G24190,6.703333333,32.95,2.297327884,Up,0.825383454
GLYMA06G10830.10,30.01666667,6.64,-2.176508629,Down,0.816243726
GLYMA11G02050,4.72,48.23666667,3.35327145,Up,0.893597978
GLYMA14G06080,0.9,12.63333333,3.811166536,Up,0.863374399
GLYMA01G22260,51.88,10.44666667,-2.312135801,Down,0.836221965
GLYMA13G20170,0.026666667,8.223333333,8.268542,Up,0.902162086
GLYMA06G20200,6.673333333,31.61666667,2.244205799,Up,0.820925906
GLYMA18G52471,8.34,0.223333333,-5.222776884,Down,0.875265873
GLYMA07G00440,0.726666667,14.41,4.309632796,Up,0.887192447
GLYMA14G06900,0.046666667,28.37333333,9.247927513,Up,0.969836089
GLYMA13G41130,9.213333333,36.17,1.972998483,Up,0.803534449
GLYMA02G42160,32.33,7.74,-2.062468036,Down,0.81114036
GLYMA14G05960,2.61,19.32,2.887973382,Up,0.843620793
GLYMA02G40800,10.58333333,79.33333333,2.906133077,Up,0.879358394
GLYMA06G11060,15.39333333,2.11,-2.866990768,Down,0.831785476
GLYMA09G06840,0.226666667,19.11,6.397611722,Up,0.94516865
GLYMA12G03390,58.40333333,3.003333333,-4.281414202,Down,0.931455547
GLYMA15G14540,0.583333333,7.65,3.713067326,Up,0.820925906
GLYMA06G07800,5.47,49.25,3.170510986,Up,0.886981854
GLYMA09G38440,6.896666667,28.14666667,2.028992933,Up,0.804566354
GLYMA05G02710,7,33.72666667,2.268462911,Up,0.824491945
GLYMA14G36470,0.036666667,13.89333333,8.565707944,Up,0.939517742
GLYMA05G01300,1.053333333,14.29,3.761971954,Up,0.86715805
GLYMA13G17830,90.69333333,361.0333333,1.993063633,Up,0.827117335
GLYMA02G13790,14.73333333,69.18666667,2.231410166,Up,0.836579973
GLYMA13G33080,5.123333333,22.06666667,2.106714052,Up,0.800680917
GLYMA06G17860,5.07,109.3533333,4.43086764,Up,0.942690674
GLYMA13G35220,85.25333333,7.196666667,-3.566355501,Down,0.908774701
GLYMA01G22554,68.38,12.97333333,-2.398025213,Down,0.849994735
GLYMA13G37451,0.996666667,13.05333333,3.711163375,Up,0.861415886
GLYMA17G04120,2.253333333,16.32666667,2.857097622,Up,0.834551262
GLYMA16G04700,26.09666667,115.82,2.149946954,Up,0.837278439
GLYMA02G41070,38.29,239.73,2.646370895,Up,0.874061984
GLYMA20G32865,665.1633333,201.73,-1.721282995,Down,0.805928188
GLYMA10G07773,0.5,9.246666667,4.208933382,Up,0.854596188
GLYMA17G08300,4.78,32.69333333,2.773913955,Up,0.854136394
GLYMA19G02270,0.306666667,16.17333333,5.720801879,Up,0.928651153
GLYMA01G32750,1192.523333,4697.65,1.977921734,Up,0.828054473
