GeneID,Means-CK,Means-DH_24,"log2Ratio (DH_24/CK)","Up-Down-Regulation (DH_24/CK)",Probability
GLYMA07G05800,1.776666667,130.8266667,6.202339796,Up,0.981043136
GLYMA02G06870,0.156666667,10.65,6.087011364,Up,0.909315222
GLYMA04G09770,4.773333333,36.16666667,2.921591645,Up,0.865518936
GLYMA05G35830,1.63,26.85,4.041978219,Up,0.904847145
GLYMA15G14710,7.633333333,31.21,2.03162326,Up,0.80791127
GLYMA13G21580,0.516666667,15.34666667,4.892547713,Up,0.908192061
GLYMA01G43180,1.446666667,16.86666667,3.543370437,Up,0.866614018
GLYMA14G39350,18.01,123.7733333,2.780830437,Up,0.874939455
GLYMA13G32090,1.1,25.89666667,4.557190982,Up,0.920883788
GLYMA19G40041,19.72,155.5066667,2.979244974,Up,0.88623074
GLYMA11G33936,0.186666667,6.6,5.143929793,Up,0.851493454
GLYMA13G33290,1.516666667,16.07666667,3.40599236,Up,0.858457057
GLYMA18G47130,1.776666667,21.65666667,3.607566267,Up,0.882134709
GLYMA07G33950,77.28333333,18.00333333,-2.101893273,Down,0.830641255
GLYMA11G04620,0.51,7.53,3.884080713,Up,0.824298901
GLYMA07G01840,0.136666667,6.126666667,5.486369047,Up,0.85162683
GLYMA15G42774,4.676666667,33.22666667,2.828789059,Up,0.86098417
GLYMA11G02810,11.84,1.683333333,-2.814276289,Down,0.813997403
GLYMA01G39040,1.18,14.43,3.612212535,Up,0.862858447
GLYMA08G47113,14.58333333,2.806666667,-2.377390879,Down,0.800410656
GLYMA01G43040,53.04333333,14.10666667,-1.910794313,Down,0.807149626
GLYMA08G18340,3.083333333,20.52666667,2.734936597,Up,0.836773016
GLYMA13G43870,29.59333333,5.546666667,-2.415579275,Down,0.833031484
GLYMA06G19540,0.316666667,9.076666667,4.841125659,Up,0.872450949
GLYMA05G06130,3.36,19.87666667,2.564542698,Up,0.823986522
GLYMA14G39130,3.22,89.80666667,4.801689952,Up,0.951665438
GLYMA09G04337,58.19,6.136666667,-3.24524412,Down,0.891295497
GLYMA19G39480,145.9866667,37.42666667,-1.963698142,Down,0.822013969
GLYMA05G33140,7.623333333,39.84666667,2.385965177,Up,0.839630059
GLYMA15G13370,30.1,6.13,-2.295804508,Down,0.822912499
GLYMA06G14920,6.863333333,35.79,2.382575215,Up,0.836509775
GLYMA09G29840,38.71,655.2866667,4.081347964,Up,0.935881506
GLYMA01G42025,4.603333333,21.66,2.234282424,Up,0.807100488
GLYMA07G12980,18.2,70.75333333,1.958859667,Up,0.815636517
GLYMA06G14880,8.65,83.88,3.277554824,Up,0.896725282
GLYMA17G05240,2.4,75.14333333,4.968538804,Up,0.954778702
GLYMA01G37820,14.35333333,1.153333333,-3.637504377,Down,0.862935664
GLYMA04G03641,0.886666667,8.283333333,3.223747701,Up,0.80585448
GLYMA16G06940,29.83,4.753333333,-2.649752497,Down,0.847716823
GLYMA12G16270,3.206666667,40.65666667,3.664345639,Up,0.901516268
GLYMA13G42850,1.723333333,91.45666667,5.729814653,Up,0.972359693
GLYMA15G40260,1.46,16.01,3.454933034,Up,0.858881752
GLYMA13G30463,18.97666667,0.82,-4.532458879,Down,0.909016883
GLYMA16G34360,23.89333333,114.05,2.254986405,Up,0.842739813
GLYMA13G22300,4.79,36.58,2.932957514,Up,0.866129655
GLYMA13G06860,1.14,59.61,5.708448644,Up,0.966957987
GLYMA15G21361,1.746666667,14.49666667,3.053044992,Up,0.837755783
GLYMA20G37370,8.553333333,41.19666667,2.26796894,Up,0.829539153
GLYMA02G16890,1.72,12.2,2.826400678,Up,0.816636833
GLYMA10G29990,4.933333333,28.89333333,2.550101978,Up,0.837703134
GLYMA08G18400,0.38,21.51333333,5.823087848,Up,0.943136429
GLYMA08G44470,17.85333333,73.77666667,2.046971148,Up,0.826794426
GLYMA12G36430,0.093333333,5.276666667,5.821090618,Up,0.84075322
GLYMA15G05755,34.83,6.45,-2.432959407,Down,0.838043593
GLYMA13G26990,2.416666667,23.20666667,3.263448914,Up,0.868428627
GLYMA15G39765,168.7166667,49.23666667,-1.776797498,Down,0.808171001
GLYMA15G42490,30.07333333,2.62,-3.520846068,Down,0.888543751
GLYMA17G29220,126.0233333,34.43333333,-1.871813121,Down,0.814397529
GLYMA19G37460,0.01,25.36666667,11.30871824,Up,0.967172089
GLYMA10G06580,6.15,26.75666667,2.121240081,Up,0.808897547
GLYMA02G31460,0.496666667,9.553333333,4.265654374,Up,0.859629357
GLYMA06G10190,7.916666667,65.71333333,3.053221113,Up,0.884840827
GLYMA08G03780,6.066666667,67.27333333,3.471058794,Up,0.90467867
GLYMA16G33030,951.4266667,278.3933333,-1.772967798,Down,0.810715665
GLYMA19G35770,3.756666667,58.22666667,3.954155016,Up,0.919665859
GLYMA09G32850,1.88,31.42666667,4.063184691,Up,0.909697799
GLYMA02G04420,97.41333333,3.786666667,-4.685118919,Down,0.949359447
GLYMA09G14090,28.01333333,106.84,1.931266315,Up,0.817570461
GLYMA13G38050,1.783333333,30.97,4.118223087,Up,0.91232319
GLYMA17G26590,7.046666667,59.30333333,3.073100322,Up,0.883735215
GLYMA01G34236,2.333333333,47.31,4.341680834,Up,0.930153382
GLYMA04G04500,24.43333333,1.07,-4.513167996,Down,0.917068548
GLYMA13G35480,221.1533333,48.24333333,-2.19664549,Down,0.843417219
GLYMA09G37290,114.2433333,568.2266667,2.314356559,Up,0.851258292
GLYMA12G09940,12.43333333,1.363333333,-3.189002882,Down,0.83578323
GLYMA15G41880,0.136666667,8.046666667,5.879657956,Up,0.884991752
GLYMA15G38120,2605.693333,493.58,-2.400311459,Down,0.861356218
GLYMA13G05480,2.22,20.47666667,3.205349301,Up,0.862535538
GLYMA11G11620,8.64,34.50333333,1.997632528,Up,0.80879225
GLYMA12G08740,38.25666667,176.7266667,2.207736667,Up,0.843003054
GLYMA16G18700,0.71,40.13,5.820718321,Up,0.961359728
GLYMA18G06550,19.28666667,3.406666667,-2.501171127,Down,0.819960689
GLYMA07G16830,17.75,229.1633333,3.690485298,Up,0.919420168
GLYMA06G07810,0.096666667,5.343333333,5.788577715,Up,0.841893931
GLYMA06G36590,3.733333333,75.14,4.331044884,Up,0.9372293
GLYMA04G37440,1.736666667,12.18333333,2.810516129,Up,0.815983995
GLYMA17G17860,0.58,194.46,8.389204811,Up,0.994661472
GLYMA06G17625,0.056666667,16.60333333,8.194756854,Up,0.948074831
GLYMA08G08810,9.916666667,0.28,-5.14635653,Down,0.886995893
GLYMA03G39190,90.30333333,11.82666667,-2.932735733,Down,0.881278298
GLYMA05G08060,49.16333333,13.36666667,-1.878943,Down,0.803457232
GLYMA19G35810,14.52666667,1.16,-3.646506985,Down,0.863732407
GLYMA12G13680,31.33,3.133333333,-3.321774609,Down,0.882917413
GLYMA10G35010,0.01,11.09333333,10.11547722,Up,0.926861114
GLYMA02G47380,9.543333333,55.5,2.539922602,Up,0.852644695
GLYMA11G15420,1.03,14.12666667,3.777704844,Up,0.866726335
GLYMA18G17120,5.686666667,129.75,4.512007488,Up,0.945849567
GLYMA14G26460,2.16,34.68666667,4.005277989,Up,0.911905514
GLYMA06G11560,22.89333333,3.78,-2.598469399,Down,0.836713348
GLYMA13G24440,4.28,92.57333333,4.434913969,Up,0.9413499
GLYMA01G32760,0.2,7.363333333,5.202287108,Up,0.863423537
GLYMA14G40670,288.1033333,931.61,1.693139773,Up,0.803158892
GLYMA02G02560,16.16,226.1833333,3.806993523,Up,0.926517146
GLYMA11G06770,0.073333333,4.583333333,5.965784285,Up,0.82552034
GLYMA06G43630,11.31666667,0.853333333,-3.729195859,Down,0.852223509
GLYMA18G46380,5.66,24.86333333,2.135145768,Up,0.807419887
GLYMA02G02340,14.39666667,51.56666667,1.840703975,Up,0.801081043
GLYMA17G10950,0.283333333,31.55333333,6.799148271,Up,0.965645291
GLYMA18G16490,1.026666667,21.64333333,4.397882953,Up,0.910248851
GLYMA09G35831,18.5,3.623333333,-2.352135831,Down,0.811171949
GLYMA15G20080,5.67,24.88333333,2.133759119,Up,0.806896915
GLYMA07G03920,2.526666667,20.36333333,3.010666487,Up,0.853388789
GLYMA07G39650,5.683333333,61.37,3.432724345,Up,0.898894388
GLYMA09G34710,14.31666667,69.92666667,2.288147104,Up,0.840089853
GLYMA20G30720,127.6033333,1167.483333,3.193664033,Up,0.903594117
GLYMA11G36850,45.02333333,3.06,-3.879069314,Down,0.911831807
GLYMA14G11580,9.323333333,0.21,-5.472384615,Down,0.889491418
GLYMA07G15800,825.0233333,4134.643333,2.325256056,Up,0.857986733
GLYMA10G38050,0.09,151.9,10.72090925,Up,0.995279211
GLYMA09G17115,420.65,103.4066667,-2.024291145,Down,0.833856305
GLYMA16G04740,192.9266667,52.76333333,-1.870444954,Down,0.816626303
GLYMA08G15220,0.433333333,25.32,5.868656377,Up,0.949541961
GLYMA13G07490,4.7,31.51,2.745077092,Up,0.852514829
GLYMA17G11670,11.48666667,0.596666667,-4.266891209,Down,0.873072198
GLYMA02G14880,7.7,47.39,2.62165231,Up,0.858081499
GLYMA08G18990,19.08333333,89.79666667,2.234348699,Up,0.839675687
GLYMA07G32090,0.263333333,22.03333333,6.386653808,Up,0.950872205
GLYMA08G03940,45.77333333,6.296666667,-2.861847156,Down,0.869379804
GLYMA16G02350,33.23333333,6.57,-2.338665728,Down,0.832364606
GLYMA07G16800,2.3,13.21333333,2.522288696,Up,0.800537012
GLYMA13G09722,35.42,6,-2.561529806,Down,0.84369801
GLYMA08G05521,25.83666667,6.17,-2.066077557,Down,0.804447018
GLYMA12G13500,8.656666667,54.07666667,2.643122712,Up,0.861405356
GLYMA13G44020,0.26,473.48,10.83057615,Up,0.998687305
GLYMA15G23520,5.206666667,0.233333333,-4.479895721,Down,0.807009231
GLYMA03G41590,5.163333333,54.54333333,3.401028228,Up,0.896546278
GLYMA14G33490,0.203333333,7.27,5.160036717,Up,0.861307079
GLYMA19G40550,2.016666667,81.33,5.333743067,Up,0.963820154
GLYMA05G00970,29.52,5.446666667,-2.438247239,Down,0.833842266
GLYMA10G07090,1.806666667,15.52333333,3.103036125,Up,0.842718753
GLYMA11G18410,4.816666667,27.03,2.48845452,Up,0.832992875
GLYMA13G09807,51.22,7.136666667,-2.843384958,Down,0.871103155
GLYMA12G01820,8.42,119.5366667,3.827489175,Up,0.923614475
GLYMA11G37990,0.546666667,17.22666667,4.97783835,Up,0.91641922
GLYMA12G36580,0.01,6.76,9.400879436,Up,0.885949949
GLYMA03G30040,0.01,97.16333333,13.24619627,Up,0.992537994
GLYMA08G36180,0.05,5.03,6.652486495,Up,0.844438595
GLYMA06G19400,0.266666667,12.13666667,5.508190931,Up,0.908887017
GLYMA08G45310,62.33333333,1.116666667,-5.802733364,Down,0.969056895
GLYMA15G10480,33.76,127.01,1.911555281,Up,0.817237022
GLYMA20G38635,164.3033333,45.16666667,-1.863031399,Down,0.814864343
GLYMA04G03820,335.2533333,81.75333333,-2.035902217,Down,0.834839072
GLYMA10G05830,16.2,90.65333333,2.484366256,Up,0.856614369
GLYMA18G16710,4.896666667,97.92333333,4.321780773,Up,0.939668667
GLYMA06G43430,12.03,1.236666667,-3.282108051,Down,0.835509459
GLYMA10G30940,12.93666667,70.2,2.440005098,Up,0.852072584
GLYMA17G04130,8.803333333,49.50666667,2.491501014,Up,0.848422309
GLYMA03G39870,0.07,68.18666667,9.927919022,Up,0.98856481
GLYMA09G08290,26.10333333,103.1266667,1.982111483,Up,0.821255835
GLYMA18G46550,1.776666667,110.2733333,5.955767113,Up,0.977178758
GLYMA02G03250,120.6133333,29.72333333,-2.020721579,Down,0.829282931
GLYMA11G11430,4.246666667,83.68,4.300480075,Up,0.936246534
GLYMA06G12910,6.886666667,0.573333333,-3.586359784,Down,0.80557018
GLYMA13G06151,4.226666667,47.38,3.486685954,Up,0.899175178
GLYMA15G06081,11.91666667,1.63,-2.870036872,Down,0.816233196
GLYMA11G07260,0.01,9.333333333,9.866248611,Up,0.914025482
GLYMA12G06910,86.09666667,328.6433333,1.932493431,Up,0.822512372
GLYMA02G43040,17.75333333,111.2066667,2.647081445,Up,0.870180057
GLYMA17G18380,3.936666667,19.53666667,2.311137873,Up,0.80673897
GLYMA06G15010,12.20666667,1.77,-2.785848025,Down,0.810701625
GLYMA11G19350,24.89666667,5.95,-2.064991024,Down,0.802530624
GLYMA05G05660,75.12666667,518.6733333,2.787429201,Up,0.880028781
GLYMA08G37670,9.82,0.496666667,-4.305373195,Down,0.861893229
GLYMA08G16220,46.83333333,12.11,-1.95133686,Down,0.807876171
GLYMA01G38530,4.116666667,46.48,3.497061528,Up,0.898947036
GLYMA09G35580,4.693333333,0.086666667,-5.7589919,Down,0.825674774
GLYMA14G02350,2.666666667,21.10333333,2.98436149,Up,0.84985785
GLYMA04G33210,2.303333333,22.73666667,3.303225647,Up,0.868372468
GLYMA14G37020,25.6,4.92,-2.37941359,Down,0.826331122
GLYMA17G09810,0.73,7.506666667,3.362204052,Up,0.803250149
GLYMA20G34610,39.89,7.013333333,-2.50785492,Down,0.844670247
GLYMA09G33770,62.19,303.1133333,2.285102792,Up,0.849303289
GLYMA12G31471,0.01,4.313333333,8.752659401,Up,0.833210488
GLYMA15G37980,157.9866667,23.93,-2.722910505,Down,0.874602506
GLYMA02G01250,5.38,33.89333333,2.655323452,Up,0.851809343
GLYMA14G39560,11.38,59.39333333,2.383800446,Up,0.847025376
GLYMA19G03000,7.97,0.55,-3.8570762,Down,0.829265382
GLYMA15G17160,0.01,7.283333333,9.508455064,Up,0.893204872
GLYMA20G32005,62.04333333,477.27,2.943457551,Up,0.88857534
GLYMA19G11770,0.29,23.31,6.328752294,Up,0.95220947
GLYMA14G23702,173.1033333,33.31333333,-2.377461884,Down,0.856723176
GLYMA12G06606,18.73666667,2.876666667,-2.70339435,Down,0.831746867
GLYMA07G15930,57.71,5.146666667,-3.487111079,Down,0.902597311
GLYMA05G36100,23.46333333,2.183333333,-3.425803674,Down,0.875504545
GLYMA09G11460,536.52,156.82,-1.774522387,Down,0.810238321
GLYMA11G33030,0.873333333,11.19333333,3.679963513,Up,0.84779755
GLYMA17G05760,34.29333333,7.646666667,-2.165025251,Down,0.81935699
GLYMA10G39780,62.99333333,16.76666667,-1.909603255,Down,0.810076866
GLYMA11G08550,29.74,5.303333333,-2.487433312,Down,0.835986803
GLYMA10G33810,7.65,0.57,-3.746425923,Down,0.821347092
GLYMA04G39970,5.243333333,76.73666667,3.871359928,Up,0.920153733
GLYMA01G43350,0.24,7.143333333,4.895491133,Up,0.853132568
GLYMA09G29360,1.813333333,46.24333333,4.672529339,Up,0.939342248
GLYMA17G13120,0.08,22.65666667,8.145719907,Up,0.961085957
GLYMA05G31920,7.563333333,31.51666667,2.059020849,Up,0.810417325
GLYMA12G35550,30.58666667,272.94,3.157609045,Up,0.896746341
GLYMA15G06900,112.5866667,32.64666667,-1.786028383,Down,0.8067495
GLYMA01G34300,0.433333333,9.076666667,4.388613454,Up,0.859931206
GLYMA18G46560,1.993333333,90.51,5.504822308,Up,0.967979362
GLYMA10G33650,161.4933333,35.51,-2.185177344,Down,0.841479766
GLYMA08G18801,0.773333333,143.9466667,7.540228266,Up,0.990993647
GLYMA05G31070,98.61666667,26.09,-1.918334545,Down,0.8161279
GLYMA03G33340,11.52,0.68,-4.08246216,Down,0.864915236
GLYMA10G34205,0.24,24.36666667,6.665730689,Up,0.956968867
GLYMA02G39320,4.473333333,30.33666667,2.761640403,Up,0.851672458
GLYMA20G38930,21.54333333,3.08,-2.806239235,Down,0.846084729
GLYMA18G40652,9.986666667,0.453333333,-4.461359067,Down,0.86949563
GLYMA16G03320,0.98,22.20333333,4.501850722,Up,0.913530589
GLYMA17G10290,4.896666667,57.82,3.561696714,Up,0.90353094
GLYMA04G03740,1.02,21.64666667,4.407503827,Up,0.910312028
GLYMA19G27200,26.14333333,127.3933333,2.284774777,Up,0.845224808
GLYMA18G44450,0.71,15.16333333,4.416624099,Up,0.894166579
GLYMA05G28250,5.743333333,54.98,3.258946706,Up,0.890568952
GLYMA17G22808,1.853333333,19.41666667,3.389101262,Up,0.86715805
GLYMA11G18460,20.76666667,97.02666667,2.224111647,Up,0.839914359
GLYMA04G01950,6.893333333,41.94333333,2.605167835,Up,0.855048963
GLYMA05G36990,2.68,30.11,3.489937802,Up,0.888129585
GLYMA17G12420,0.696666667,15.19666667,4.447142562,Up,0.894447369
GLYMA01G37810,11.5,1.493333333,-2.945025724,Down,0.815934857
GLYMA13G42330,31.26333333,258.38,3.046950889,Up,0.894352603
GLYMA01G26300,17.42,65.02,1.900138932,Up,0.809729388
GLYMA11G03070,70.97666667,17.54,-2.016696074,Down,0.824162016
GLYMA05G22770,0.053333333,7.31,7.098690097,Up,0.887785617
GLYMA20G22311,4.346666667,422.92,6.604331513,Up,0.988954407
GLYMA04G20640,3619.513333,360.67,-3.327044399,Down,0.910073356
GLYMA13G09130,3.866666667,23.93,2.629658092,Up,0.839626549
GLYMA09G05300,1.643333333,44.25666667,4.751197743,Up,0.941416588
GLYMA09G07070,63.02333333,16.70666667,-1.915462147,Down,0.810736724
GLYMA10G04210,17.49666667,0.166666667,-6.713970692,Down,0.943908603
GLYMA06G44300,10.03,43.07333333,2.102473368,Up,0.820799551
GLYMA15G22820,7.826666667,47.88666667,2.613154107,Up,0.857888456
GLYMA02G07180,831.09,223.98,-1.891634803,Down,0.820764452
GLYMA08G05010,1.226666667,31.21,4.669193187,Up,0.930055105
GLYMA10G31590,14.25666667,129.3633333,3.181720147,Up,0.89824857
GLYMA19G39740,2.436666667,30.67333333,3.654004145,Up,0.894198168
GLYMA13G36120,7.456666667,74.22666667,3.315334827,Up,0.899933312
GLYMA07G02240,718.6466667,211.9233333,-1.761740181,Down,0.809518795
GLYMA10G36990,220.63,18.99333333,-3.538063948,Down,0.914116739
GLYMA10G14980,49.41,8.003333333,-2.626130153,Down,0.859281878
GLYMA07G15070,80.37666667,18.79666667,-2.096299906,Down,0.831129128
GLYMA19G02710,2.15,61.27666667,4.832929255,Up,0.948601313
GLYMA03G40860,93.71333333,19.93666667,-2.232830109,Down,0.840110912
GLYMA01G42840,4.466666667,138.1166667,4.950545016,Up,0.959562669
GLYMA01G15930,62.03666667,4.896666667,-3.663249275,Down,0.909329262
GLYMA08G13960,3.613333333,51.06333333,3.820885462,Up,0.913758731
GLYMA02G40670,26.58333333,6.56,-2.018754298,Down,0.801930434
GLYMA04G05290,50.73333333,14.21666667,-1.835350712,Down,0.800730055
GLYMA15G16960,11.24333333,42.08666667,1.904293433,Up,0.801604015
GLYMA06G11030,6.033333333,33.28666667,2.463917209,Up,0.838012004
GLYMA08G16640,0.293333333,96.73,8.365278566,Up,0.990498754
GLYMA03G41780,7.413333333,0.636666667,-3.541512245,Down,0.808953705
GLYMA03G06780,0.18,18.50666667,6.68390435,Up,0.94631989
GLYMA10G05420,8.783333333,1.036666667,-3.082816476,Down,0.803397564
GLYMA01G43540,8.833333333,167.6033333,4.245949078,Up,0.940672493
GLYMA17G12040,21.24333333,3.916666667,-2.439311904,Down,0.821733179
GLYMA01G37670,2.02,17.53666667,3.117947351,Up,0.849085676
GLYMA11G21001,6.036666667,69.14333333,3.517766111,Up,0.905787793
GLYMA07G06660,703.0366667,163.8233333,-2.10145908,Down,0.839837142
GLYMA07G01430,0.656666667,11.08333333,4.077086806,Up,0.862216138
GLYMA03G42230,0.336666667,9.01,4.742134314,Up,0.869042856
GLYMA15G07930,1.676666667,18.03333333,3.426998289,Up,0.864476501
GLYMA17G06160,0.31,30.81333333,6.635142733,Up,0.963869292
GLYMA10G35640,46.64,5.726666667,-3.025800253,Down,0.878554631
GLYMA04G36920,0.23,21.88333333,6.572054839,Up,0.95220245
GLYMA13G19190,737.15,156.2933333,-2.237701976,Down,0.8478151
GLYMA12G30870,9.886666667,1.113333333,-3.15059859,Down,0.814130778
GLYMA05G08350,0.47,6.776666667,3.849843147,Up,0.813421782
GLYMA17G23811,1.806666667,15.73333333,3.122422103,Up,0.843771717
GLYMA14G17260,4.696666667,0.043333333,-6.760016178,Down,0.836801095
GLYMA18G14620,3.156666667,17.36666667,2.459847042,Up,0.813330525
GLYMA13G06441,45.11,10.17,-2.149127607,Down,0.824755186
GLYMA12G08800,0.036666667,6.736666667,7.521421988,Up,0.881871468
GLYMA16G34030,15.84,2.57,-2.623732071,Down,0.820567899
GLYMA15G00581,110.4633333,29.95666667,-1.882618561,Down,0.814099189
GLYMA15G16870,324.01,83.78,-1.951360551,Down,0.824151486
GLYMA11G13070,2.933333333,64.91,4.467827828,Up,0.939387877
GLYMA06G43760,23.23333333,2.083333333,-3.479230561,Down,0.879674283
GLYMA10G31580,1.59,12.67666667,2.995076768,Up,0.828265066
GLYMA06G05300,55.49333333,9.243333333,-2.585829349,Down,0.859871538
GLYMA18G32231,246.9466667,66.34,-1.896248578,Down,0.819532484
GLYMA08G15610,1.546666667,10.87,2.813117731,Up,0.807816503
GLYMA10G28290,2.81,19.75666667,2.813697521,Up,0.842346706
GLYMA01G42500,7.19,30.47666667,2.083641443,Up,0.810673546
GLYMA08G02200,0.296666667,5.73,4.271620399,Up,0.81142817
GLYMA11G02821,8.12,0.553333333,-3.875258987,Down,0.831136148
GLYMA03G41600,1.776666667,34.85666667,4.294189674,Up,0.921034713
GLYMA15G38116,907.2333333,218.64,-2.052916283,Down,0.836804605
GLYMA19G43410,115.33,26.24666667,-2.135561723,Down,0.83666772
GLYMA03G34420,15.84,96.41,2.60561046,Up,0.867631884
GLYMA17G23870,52.02333333,498.55,3.260507455,Up,0.904159208
GLYMA02G42220,141.3733333,542.4566667,1.939997878,Up,0.824133937
GLYMA06G11430,58.24666667,3.256666667,-4.160707523,Down,0.926229336
GLYMA08G40420,84.07333333,14.64,-2.52173272,Down,0.857512899
GLYMA07G10220,238.48,71.8,-1.731812531,Down,0.804913832
GLYMA08G06660,2.106666667,34.56333333,4.036208397,Up,0.912042399
GLYMA01G28810,1304.296667,308.9733333,-2.077717819,Down,0.838871924
GLYMA01G03700,5.943333333,31.52,2.406923333,Up,0.834196764
GLYMA06G17950,7.703333333,116.3666667,3.917051192,Up,0.926738268
GLYMA0079S00250,13.63,0.01,-10.41256985,Down,0.939788003
GLYMA19G41550,0.536666667,37.80333333,6.138343358,Up,0.964013197
GLYMA13G28970,0.573333333,16.71666667,4.865769231,Up,0.912421466
GLYMA0950S00200,2.203333333,34.99,3.989182988,Up,0.909588993
GLYMA06G01471,74.31333333,20.05666667,-1.889539227,Down,0.81083851
GLYMA12G33820,5.36,24.12666667,2.170323701,Up,0.808156962
GLYMA03G33070,14.13,86.74666667,2.618046856,Up,0.867070303
GLYMA11G07510,3.613333333,0.03,-6.91222404,Down,0.802678039
GLYMA13G03770,30.17333333,3.756666667,-3.005749069,Down,0.867294935
GLYMA18G15340,0.11,18.70333333,7.409648078,Up,0.951138956
GLYMA09G31670,490.83,101.6133333,-2.272133711,Down,0.849131305
GLYMA15G42500,36.93666667,1.04,-5.150398243,Down,0.946232143
GLYMA05G05430,0.01,16.42,10.68123841,Up,0.949636727
GLYMA17G13690,13.57666667,1.016666667,-3.739210667,Down,0.864020217
GLYMA11G03530,15.00666667,1.853333333,-3.017409269,Down,0.838745569
GLYMA12G35450,0.1,4.506666667,5.493988841,Up,0.815492612
GLYMA19G28550,33.18,166.85,2.330165895,Up,0.854041627
GLYMA08G44041,1.936666667,14.79666667,2.93362464,Up,0.831273034
GLYMA15G03050,58.11666667,317.5466667,2.449944763,Up,0.861668597
GLYMA10G08680,13.78,51.69333333,1.907402346,Up,0.806672282
GLYMA03G12240,0.103333333,28.75666667,8.12044693,Up,0.968712927
GLYMA17G01130,3.66,59.18,4.015194143,Up,0.922856341
GLYMA04G01130,239.39,904.84,1.918299819,Up,0.822979186
GLYMA15G17221,19.53,1.073333333,-4.185521856,Down,0.899343652
GLYMA08G23960,0.01,3.6,8.491853096,Up,0.808353515
GLYMA06G17910,140.3266667,32.01,-2.132194612,Down,0.837362676
GLYMA16G34570,51.53666667,241.12,2.226080189,Up,0.845312555
GLYMA15G38060,3.02,20.29333333,2.748385403,Up,0.83694851
GLYMA03G31570,15.27666667,53.77,1.815471687,Up,0.800242182
GLYMA03G33810,0.01,9.086666667,9.827607346,Up,0.91203187
GLYMA04G43180,2.52,17.3,2.779276399,Up,0.830455231
GLYMA03G33120,5.616666667,32.22333333,2.52031965,Up,0.839559861
GLYMA09G00260,2.186666667,20.27,3.21254087,Up,0.862051174
GLYMA17G03390,11.15333333,49.07666667,2.137562318,Up,0.825878348
GLYMA0090S00300,5.56,0.01,-9.118941073,Down,0.864781861
GLYMA14G00993,494.6033333,48.70333333,-3.344179542,Down,0.909248535
GLYMA07G16310,4.456666667,25.79333333,2.532961263,Up,0.833077112
GLYMA0041S00290,2.316666667,20.57666667,3.150886908,Up,0.85718297
GLYMA03G40770,236.3066667,36.09333333,-2.710856039,Down,0.87596083
GLYMA09G24530,4.003333333,19.78333333,2.305011879,Up,0.807293531
GLYMA13G19610,114.25,11.52,-3.309981543,Down,0.899687621
GLYMA16G26130,818.2033333,210.8266667,-1.956402055,Down,0.826159138
GLYMA02G08115,3.183333333,59.36666667,4.221042973,Up,0.929409287
GLYMA08G00613,94.94333333,27.73,-1.775619085,Down,0.804478607
GLYMA02G38041,1.686666667,44.21333333,4.712234717,Up,0.939949458
GLYMA05G09130,69.98333333,12.94,-2.435173765,Down,0.852026956
GLYMA11G19450,18.82666667,114.3566667,2.60269098,Up,0.868498824
GLYMA11G31120,0.473333333,6.35,3.745828163,Up,0.802779825
GLYMA11G02630,3.82,395.4266667,6.693693718,Up,0.989568636
GLYMA03G29440,2.55,94.48666667,5.211541608,Up,0.962654873
GLYMA08G45301,705.1266667,78.14,-3.173749281,Down,0.902962339
GLYMA15G24610,5.186666667,56.25666667,3.439144513,Up,0.89766242
GLYMA05G37420,23.99666667,4.083333333,-2.555014769,Down,0.831557334
GLYMA18G21870,1.11,9.713333333,3.129406795,Up,0.812368818
GLYMA11G35310,5.76,51.15,3.150593523,Up,0.882927942
GLYMA01G02580,0.28,31.01666667,6.791473012,Up,0.965189007
GLYMA15G38141,0.353333333,10.67666667,4.917287628,Up,0.887139799
GLYMA10G43760,44.41666667,5.576666667,-2.993626182,Down,0.872064863
GLYMA10G37770,24.23333333,94.52,1.963626766,Up,0.819002492
GLYMA06G45043,355.01,1397.21,1.976617305,Up,0.827893019
GLYMA04G43130,63.22,14.28666667,-2.145711686,Down,0.830865887
GLYMA02G17200,8.253333333,0.81,-3.348983096,Down,0.81173353
GLYMA16G26210,21.01666667,3.133333333,-2.745763709,Down,0.838534976
GLYMA12G34420,5.706666667,35.72333333,2.646146503,Up,0.852746481
GLYMA09G38600,61.01333333,9.036666667,-2.755261939,Down,0.867059773
GLYMA07G08710,6.316666667,26.78333333,2.084100176,Up,0.806359903
GLYMA02G39531,0.513333333,7.043333333,3.778290511,Up,0.813758731
GLYMA18G01000,61.02333333,250.67,2.038356453,Up,0.834144116
GLYMA17G08230,1.32,10.56666667,3.000910505,Up,0.815562809
GLYMA13G05010,4.873333333,0.07,-6.121410173,Down,0.835042645
GLYMA04G26800,129.3333333,28.74666667,-2.169627569,Down,0.839187814
GLYMA06G40670,5.43,0.25,-4.440952198,Down,0.810248851
GLYMA20G08275,250.6233333,65.70666667,-1.931409077,Down,0.821831456
GLYMA18G52230,1.596666667,33.26666667,4.380942254,Up,0.92228774
GLYMA18G32221,328.51,70.60666667,-2.218060974,Down,0.845628444
GLYMA20G28890,12.78333333,626.9133333,5.615930032,Up,0.977585904
GLYMA11G01940,3.4,81.82333333,4.58890566,Up,0.945951353
GLYMA17G25390,2.866666667,22.63666667,2.981215467,Up,0.852567477
GLYMA04G08670,280.23,81.84,-1.775733361,Down,0.810010179
